fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,1588000000,24020000000,17412000000,191000000,-1640000000,900000000,None,3228000000,None,13433000000,17793000000,4360000000,6227000000,None,None,971000000,2737000000,-127000000,4360000000,2628000000,3827000000,7097000000,8068000000,2864000000
2022-09-30,USD,4413000000,21901000000,15359000000,186000000,2320000000,858000000,None,2093000000,None,12098000000,14494000000,2396000000,7407000000,None,None,76000000,4422000000,894000000,2396000000,3500000000,-208000000,6818000000,6894000000,3528000000
2022-06-30,USD,3816000000,18386000000,13712000000,185000000,1699000000,807000000,None,2117000000,None,10198000000,11556000000,1358000000,6830000000,None,None,79000000,3732000000,613000000,1358000000,2952000000,-722000000,5090000000,5169000000,3119000000
2022-03-31,USD,6126000000,18552000000,13330000000,188000000,3940000000,821000000,None,2186000000,None,9221000000,10181000000,960000000,8371000000,None,None,74000000,4378000000,707000000,960000000,3802000000,-1394000000,5338000000,5412000000,3671000000
2021-12-31,USD,9195000000,21715000000,13007000000,195000000,5531000000,950000000,None,3590000000,None,9262000000,10121000000,859000000,11594000000,None,None,1180000000,7461000000,1711000000,859000000,6399000000,5225000000,8320000000,9500000000,5750000000
2021-09-30,USD,9281000000,19759000000,12189000000,220000000,6972000000,891000000,None,2309000000,None,8909000000,9834000000,925000000,9925000000,None,None,81000000,6643000000,1521000000,925000000,5405000000,4509000000,7568000000,7649000000,5122000000
2021-06-30,USD,10425000000,21163000000,12340000000,226000000,8112000000,867000000,None,2313000000,None,8800000000,9693000000,893000000,11470000000,None,None,53000000,7485000000,1445000000,893000000,6744000000,6726000000,8378000000,8431000000,6040000000
2021-03-31,USD,7143000000,19770000000,13232000000,226000000,4796000000,860000000,None,2347000000,None,8808000000,10046000000,1238000000,9724000000,None,None,86000000,5537000000,901000000,1238000000,4796000000,3192000000,6775000000,6861000000,4636000000
2020-12-31,USD,-4841000000,19684000000,14896000000,205000000,-9339000000,964000000,None,4427000000,None,9355000000,10550000000,1195000000,9134000000,None,None,1089000000,3665000000,574000000,1195000000,3194000000,4012000000,4860000000,5949000000,3091000000
2020-09-30,USD,2499000000,18862000000,16363000000,291000000,-974000000,995000000,None,3473000000,None,9379000000,10811000000,1432000000,9937000000,None,None,266000000,3133000000,-83000000,1432000000,2219000000,2084000000,4565000000,4831000000,3216000000
2020-06-30,USD,-6349000000,17836000000,24185000000,244000000,-9799000000,1766000000,None,2422000000,None,9892000000,11813000000,1921000000,8394000000,None,None,22000000,-5847000000,-2001000000,1921000000,-2332000000,-1613000000,-3926000000,-3904000000,-3846000000
2020-03-31,USD,598000000,17717000000,17119000000,260000000,-8484000000,7474000000,None,8127000000,None,11312000000,14727000000,3415000000,6405000000,None,None,23000000,812000000,159000000,3415000000,505000000,399000000,4227000000,4250000000,653000000
2019-12-31,USD,3531000000,19860000000,16329000000,331000000,-15969000000,11853000000,None,15578000000,None,11272000000,15667000000,4395000000,10357000000,None,None,1318000000,5321000000,2282000000,4395000000,2924000000,3201000000,9716000000,11034000000,3039000000
2019-09-30,USD,6048000000,22010000000,15962000000,272000000,-598000000,6619000000,None,6646000000,None,11625000000,16499000000,4874000000,10385000000,None,None,27000000,5914000000,1304000000,4874000000,4812000000,5195000000,10788000000,10815000000,4610000000
2019-06-30,USD,7563000000,21584000000,14021000000,None,940000000,6596000000,None,6623000000,None,12095000000,16986000000,4891000000,9489000000,None,None,27000000,7500000000,1294000000,4891000000,6338000000,7664000000,12391000000,12418000000,6206000000
2019-03-31,USD,6782000000,21609000000,14827000000,None,-326000000,7080000000,None,7108000000,None,12311000000,17003000000,4692000000,9298000000,None,None,28000000,6741000000,881000000,4692000000,5967000000,8033000000,11433000000,11461000000,5860000000
2018-12-31,USD,7052000000,20980000000,13928000000,4798000000,-6898000000,11252000000,None,13918000000,None,12644000000,16921000000,4277000000,8336000000,None,None,506000000,7030000000,966000000,4277000000,6154000000,6601000000,11307000000,11813000000,6064000000
2018-09-30,USD,7530000000,21941000000,14411000000,4372000000,710000000,6556000000,None,6820000000,None,12572000000,16364000000,3792000000,9369000000,None,None,264000000,7519000000,1512000000,3792000000,6086000000,4995000000,11311000000,11575000000,6007000000
2018-06-30,USD,7054000000,21553000000,14499000000,3926000000,357000000,6432000000,None,6697000000,None,12541000000,16015000000,3474000000,9012000000,None,None,265000000,6996000000,1810000000,3474000000,5309000000,4646000000,10470000000,10735000000,5186000000
2018-03-31,USD,6636000000,21934000000,15298000000,3300000000,-303000000,6674000000,None,6939000000,None,12238000000,15347000000,3109000000,9696000000,None,None,265000000,6510000000,1374000000,3109000000,5327000000,2477000000,9619000000,9884000000,5136000000
