fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,2574000000,4629000000,2055000000,2055000000,202000000,1633000000,None,2754000000,None,-55000000,55000000,55000000,4629000000,None,None,135000000,94000000,89000000,167000000,43000000,129000000,202000000,174000000,5000000
2022-09-30,USD,2548000000,4455000000,1907000000,1907000000,947000000,1634000000,None,1634000000,None,-40000000,40000000,40000000,4455000000,None,None,134000000,828000000,210000000,None,682000000,745000000,947000000,922000000,618000000
2022-06-30,USD,2554000000,4484000000,1930000000,1930000000,884000000,1657000000,None,1657000000,None,-31000000,31000000,31000000,4484000000,None,None,138000000,805000000,202000000,None,639000000,545000000,884000000,912000000,603000000
2022-03-31,USD,2572000000,4399000000,1827000000,1827000000,860000000,1641000000,None,1641000000,None,-27000000,27000000,27000000,4399000000,None,None,138000000,751000000,192000000,None,603000000,696000000,860000000,862000000,559000000
2021-12-31,USD,2559000000,4403000000,1844000000,1844000000,365000000,1598000000,None,204000000,None,-23000000,23000000,23000000,4403000000,None,None,142000000,284000000,136000000,192000000,-408000000,196000000,365000000,426000000,148000000
2021-09-30,USD,2623000000,4414000000,1791000000,1791000000,967000000,1636000000,None,1636000000,None,-98000000,98000000,98000000,4414000000,None,None,140000000,806000000,172000000,None,681000000,568000000,967000000,946000000,634000000
2021-06-30,USD,2556000000,4260000000,1704000000,1704000000,996000000,1568000000,None,1568000000,None,-25000000,25000000,25000000,4260000000,None,None,137000000,915000000,212000000,None,741000000,790000000,996000000,1052000000,703000000
2021-03-31,USD,2637000000,4344000000,1707000000,1707000000,1004000000,1605000000,None,1605000000,None,-29000000,29000000,29000000,4344000000,None,None,137000000,910000000,229000000,None,728000000,571000000,1004000000,1047000000,681000000
2020-12-31,USD,2643000000,4324000000,1681000000,1681000000,969000000,1633000000,None,2011000000,None,-57000000,57000000,57000000,4324000000,None,None,139000000,849000000,202000000,206000000,2643000000,722000000,969000000,988000000,647000000
2020-09-30,USD,2540000000,4153000000,1613000000,1613000000,1018000000,1518000000,None,1518000000,None,-36000000,36000000,36000000,4153000000,None,None,134000000,920000000,222000000,None,745000000,798000000,1018000000,1054000000,698000000
2020-06-30,USD,2369000000,3897000000,1528000000,1528000000,946000000,1395000000,None,1395000000,None,-35000000,35000000,35000000,3897000000,None,None,133000000,851000000,216000000,None,675000000,693000000,946000000,984000000,635000000
2020-03-31,USD,2465000000,4097000000,1632000000,1632000000,952000000,1473000000,None,1473000000,None,-36000000,36000000,36000000,4097000000,None,None,133000000,862000000,147000000,None,748000000,410000000,952000000,995000000,715000000
2019-12-31,USD,2414000000,4015000000,1601000000,1601000000,931000000,1412000000,None,6000000,None,-32000000,32000000,32000000,4015000000,None,None,133000000,831000000,188000000,None,2408000000,585000000,931000000,964000000,643000000
2019-09-30,USD,2316000000,3928000000,1612000000,1612000000,856000000,1429000000,None,1429000000,None,-35000000,35000000,35000000,3928000000,None,None,130000000,745000000,167000000,None,627000000,482000000,856000000,875000000,578000000
2019-06-30,USD,2308000000,3866000000,1558000000,1558000000,888000000,1369000000,None,1369000000,None,-38000000,38000000,38000000,3866000000,None,None,128000000,791000000,205000000,None,618000000,627000000,888000000,919000000,586000000
2019-03-31,USD,2287000000,3884000000,1597000000,1597000000,879000000,1365000000,None,1365000000,None,-40000000,40000000,40000000,3884000000,None,None,128000000,774000000,214000000,None,600000000,588000000,879000000,902000000,560000000
2018-12-31,USD,2253000000,3811000000,1558000000,1558000000,891000000,1328000000,277000000,1664000000,None,None,None,37000000,3811000000,None,None,126000000,795000000,189000000,None,2253000000,590000000,891000000,921000000,606000000
2018-09-30,USD,2269000000,3845000000,1576000000,1576000000,874000000,1369000000,None,1369000000,None,None,None,36000000,3845000000,None,None,127000000,781000000,258000000,None,562000000,515000000,874000000,908000000,523000000
2018-06-30,USD,2301000000,3886000000,1585000000,1585000000,946000000,1300000000,None,1300000000,None,None,None,35000000,3886000000,None,None,129000000,850000000,213000000,None,675000000,373000000,946000000,979000000,637000000
2018-03-31,USD,2408000000,4002000000,1594000000,1594000000,983000000,1392000000,None,1392000000,None,None,None,35000000,4002000000,None,None,129000000,880000000,246000000,None,678000000,752000000,983000000,1009000000,634000000
