fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,12814000000,5255000000,1325000000,1346000000,1055000000,1531000000,7885000000,927000000,1837000000,4654000000,1342000000,3312000000,67000000,147000000,21000000,383000000,310000000,12698000000,4560000000,1062000000,2222000000,2000000,1000000,9671000000,419000000,7638000000,1000000,6013000000,7638000000,3498000000,1691000000,116000000,None,1343000000,2000000,167500000
2022-09-30,USD,11625000000,4707000000,822000000,822000000,1157000000,None,6918000000,856000000,None,1177000000,1177000000,2851000000,None,146000000,None,327000000,552000000,12033000000,3768000000,885000000,None,1000000,78000000,8251000000,379000000,6012000000,1000000,6012000000,6392000000,918000000,1937000000,-408000000,None,989000000,2000000,167500000
2022-06-30,USD,11672000000,4411000000,717000000,717000000,1071000000,None,7261000000,1028000000,None,1255000000,1255000000,2873000000,None,162000000,None,294000000,562000000,12115000000,3801000000,919000000,None,2000000,96000000,8301000000,402000000,6011000000,2000000,6011000000,6415000000,886000000,1982000000,-443000000,None,936000000,2000000,166900000
2022-03-31,USD,11649000000,4280000000,878000000,878000000,952000000,None,7369000000,1065000000,None,1304000000,1304000000,2864000000,None,183000000,2000000,300000000,552000000,11965000000,3886000000,827000000,None,4000000,106000000,8061000000,422000000,5689000000,4000000,5689000000,6115000000,935000000,2052000000,-316000000,None,1002000000,2000000,167600000
2021-12-31,USD,12189000000,5412000000,1874000000,1943000000,788000000,1406000000,7307000000,1042000000,1876000000,3670000000,1105000000,2565000000,73000000,209000000,69000000,259000000,558000000,12229000000,4063000000,851000000,1956000000,5000000,129000000,10028000000,0,7623000000,5000000,5688000000,7623000000,1015000000,2148000000,-40000000,None,1350000000,2000000,168700000
2021-09-30,USD,11422000000,4735000000,1653000000,1653000000,604000000,None,6687000000,1002000000,None,1134000000,1134000000,2449000000,None,214000000,None,252000000,530000000,11685000000,3429000000,620000000,None,6000000,131000000,8241000000,1000000,5687000000,6000000,5687000000,6139000000,848000000,2233000000,-263000000,None,1201000000,2000000,169100000
2021-06-30,USD,11131000000,4660000000,1921000000,1921000000,559000000,None,6471000000,1004000000,None,1123000000,1123000000,2219000000,None,181000000,None,254000000,509000000,11489000000,3184000000,547000000,None,9000000,138000000,8291000000,2000000,5686000000,9000000,5686000000,6164000000,845000000,2265000000,-358000000,None,1151000000,2000000,169300000
2021-03-31,USD,10423000000,3942000000,1320000000,1320000000,530000000,None,6481000000,1001000000,None,1180000000,1180000000,2221000000,None,168000000,None,235000000,481000000,10919000000,3095000000,484000000,None,11000000,146000000,7806000000,3000000,5164000000,11000000,5164000000,5666000000,804000000,2286000000,-496000000,None,1080000000,2000000,169700000
2020-12-31,USD,10876000000,4327000000,1254000000,1273000000,508000000,1409000000,7018000000,1022000000,1699000000,3453000000,1234000000,2219000000,111000000,158000000,19000000,242000000,482000000,11434000000,3489000000,612000000,1837000000,12000000,12000000,9974000000,5000000,7441000000,12000000,5163000000,7441000000,1147000000,2363000000,-558000000,None,1127000000,2000000,169400000
2020-09-30,USD,10361000000,3971000000,1007000000,1024000000,489000000,1155000000,8414000000,946000000,None,3475000000,1268000000,2207000000,35000000,154000000,17000000,251000000,437000000,11117000000,3312000000,536000000,1625000000,212000000,212000000,9713000000,7000000,5376000000,212000000,5162000000,5376000000,1062000000,2226000000,-756000000,None,1008000000,2000000,169400000
