fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,23366161000,3627763000,171597000,171597000,323678000,826416000,1766730000,17971668000,None,731257000,None,731257000,387856000,None,None,2306072000,1035473000,13529887000,3531894000,None,None,2201484000,0,9157568000,None,10057638000,2201484000,7856154000,8701784000,755687000,530177000,9836274000,None,3378465000,716000,143155761
2022-09-30,USD,22192989000,3047693000,51554000,51554000,357941000,375619000,2893997000,17240239000,None,731257000,None,731257000,478003000,96012000,None,2274490000,1173800000,12773898000,3602600000,None,64644000,2386424000,184967000,8717147000,50393000,9118843000,2200000000,6918843000,16055221000,720157000,538302000,9419091000,None,3211157000,704000,140896598
2022-06-30,USD,21655484000,3281851000,328075000,328075000,223993000,375257000,1817030000,16556603000,None,731257000,None,731257000,488157000,None,None,2354526000,1085773000,12387313000,3259117000,None,None,2201430000,2201430000,8222274000,None,9541606000,2201430000,7340176000,7908398000,660629000,526452000,9268171000,None,3236172000,699000,139888756
2022-03-31,USD,21271143000,3528996000,582495000,582495000,96295000,565184000,1657174000,16084973000,None,731257000,None,731257000,283529000,None,None,2285022000,925917000,12287912000,3208416000,None,None,2201404000,2201404000,8132552000,None,10150947000,2201404000,7949543000,7906462000,653009000,526331000,8983231000,None,3202937000,695000,139012029
2021-12-31,USD,20545784000,3274205000,264005000,264005000,220279000,514333000,1544788000,15726791000,None,731257000,None,731257000,141552000,None,None,2275588000,813531000,12256239000,3426492000,None,None,2401377000,2401377000,7846321000,None,11055042000,2401377000,8653665000,7903681000,626684000,546496000,8289545000,None,2971471000,677000,135425081
2021-09-30,USD,19608662000,2838715000,116723000,116723000,178116000,342967000,2474131000,15063970000,None,731257000,None,731257000,338757000,108071000,None,2200909000,974720000,11701773000,3510355000,None,59601000,2400452000,0,7472006000,18287000,10486136000,2400000000,8086136000,14671918000,686681000,537489000,7906889000,None,2812673000,662000,132419754
2021-06-30,USD,19315435000,1115366000,524621000,524621000,99469000,291122000,3722320000,14477749000,None,731257000,None,731257000,238919000,None,None,200154000,2991063000,11541677000,1062516000,None,None,200442000,200442000,9426945000,None,8302186000,200442000,8101744000,7310103000,581722000,630656000,7773758000,None,2846597000,654000,130787039
2021-03-31,USD,19408810000,1620434000,865311000,865311000,50043000,469595000,3748788000,14039588000,None,731257000,None,731257000,327158000,None,None,235485000,3017531000,11587885000,871299000,None,None,177000,177000,9611986000,None,7828592000,177000,7828415000,7307969000,607525000,637582000,7820925000,None,2826098000,653000,130667109
2020-12-31,USD,16475879000,1192288000,457599000,457599000,99569000,492526000,1521448000,13762143000,None,731257000,None,731257000,150398000,None,None,142594000,790191000,9262723000,797839000,None,None,171000,171000,7313429000,8608000,6294842000,171000,6294671000,5116425000,512673000,646173000,7213156000,None,2609669000,641000,128152961
2020-09-30,USD,15359032000,471258000,20808000,20808000,111950000,230595000,1843044000,13355347000,None,731257000,None,731257000,80678000,103952000,None,107905000,801170000,8567829000,782401000,None,66545000,165000,0,6879793000,8466000,9083313000,165000,5597183000,9083313000,546461000,642128000,6791203000,None,2471014000,629000,125882477
