fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,2964488000,2285112000,658626000,658626000,None,1018287000,679376000,109687000,538698000,243127000,5317000,237810000,None,None,None,175465000,None,1395930000,1216202000,None,21983000,None,86083000,179728000,237851000,None,None,None,237851000,1216202000,27960000,1568558000,None,318508000,108000,107698498
2022-09-30,USD,2910585000,2249850000,593348000,593348000,None,1101305000,660735000,106286000,525260000,223510000,2084000,221426000,None,None,None,151178000,None,1419668000,1234249000,None,16147000,None,81072000,185419000,232010000,None,None,None,232010000,923794000,34481000,1490917000,None,282992000,108000,108498147
2022-06-30,USD,2933835000,2260742000,590909000,590909000,None,1091598000,673093000,103616000,572411000,224768000,2500000,222268000,None,None,None,161557000,None,1466167000,1266873000,None,20061000,None,84394000,199294000,250591000,None,None,None,250591000,928553000,33097000,1467668000,None,249670000,110000,109606600
2022-03-31,USD,2950766000,2272037000,550330000,550330000,None,1071608000,678729000,96423000,572900000,225775000,2917000,222858000,None,None,None,173273000,None,1497998000,1289031000,None,19622000,None,86279000,208967000,262689000,None,None,None,262689000,927652000,32557000,1452768000,None,225145000,111000,110746970
2021-12-31,USD,2952359000,2268547000,619001000,619001000,None,984691000,683812000,93403000,568315000,226189000,3334000,222855000,None,None,None,169864000,None,1571308000,1358673000,None,25601000,None,83787000,212635000,265078000,200000,0,None,200000,1075459000,31344000,1381051000,None,167659000,111000,110685989
2021-09-30,USD,2931718000,2233751000,633719000,633719000,None,1005633000,697967000,93016000,559973000,226744000,3852000,222892000,None,None,None,132139000,None,1615675000,1341602000,None,13953000,62000,80162000,274073000,268569000,None,62000,None,268631000,989261000,85604000,1316043000,None,112915000,111000,111228929
2021-06-30,USD,2741368000,2053229000,542805000,542805000,None,907947000,688139000,98368000,573928000,227667000,4428000,223239000,None,None,None,143896000,None,1482118000,1196312000,None,13182000,122000,79668000,285806000,281003000,None,122000,None,281125000,888868000,84349000,1259250000,None,60174000,112000,111970042
2021-03-31,USD,2565169000,1873920000,497930000,497930000,None,799673000,691249000,103701000,562896000,228043000,4997000,223046000,None,None,None,152280000,None,1367470000,1076586000,None,15347000,181000,79392000,290884000,287405000,None,181000,None,287586000,763809000,82690000,1197699000,None,16962000,113000,112681758
2020-12-31,USD,2557424000,1842738000,574426000,574426000,None,714163000,714686000,109817000,555867000,228649000,5594000,223055000,None,None,None,147515000,None,1352135000,1046626000,None,18252000,239000,78843000,305509000,302473000,200000,239000,0,200000,765286000,81640000,1205289000,None,29936000,113000,113127501
2020-09-30,USD,2563092000,1853681000,587000000,587000000,None,690259000,709411000,117695000,538768000,210986000,783000,210203000,None,None,None,576422000,None,1369063000,1052785000,None,12519000,233000,76803000,316278000,299706000,62000,233000,62000,300001000,801475000,93080000,1194029000,None,42802000,114000,114180036
2020-06-30,USD,2402377000,1720148000,501485000,501485000,None,665409000,682229000,120958000,581991000,210910000,1080000,209830000,None,None,None,553254000,None,1245671000,977167000,None,11834000,228000,75324000,268504000,280377000,122000,228000,122000,280727000,707096000,63101000,1156706000,None,29697000,115000,114635134
2020-03-31,USD,2274852000,1606655000,249914000,249914000,None,853529000,668197000,126602000,571317000,210895000,1392000,209503000,None,None,None,503212000,None,1144927000,913354000,None,15189000,71522000,223000,231573000,275886000,181000,223000,181000,404000,775786000,26805000,1129925000,None,22485000,115000,114602243
2019-12-31,USD,2311408000,1628849000,270478000,270478000,None,832797000,682559000,128385000,566623000,212116000,1752000,210364000,None,None,None,127132000,None,1167725000,940692000,None,12948000,71626000,218000,227033000,273369000,457000,218000,239000,457000,816633000,24833000,1143683000,None,36067000,115000,115120404
2019-09-30,USD,2311570000,1631183000,312741000,312741000,None,852843000,680387000,126220000,630257000,212043000,2058000,209985000,None,None,None,465599000,None,1199740000,977440000,None,9617000,71067000,214000,222300000,271617000,295000,214000,295000,509000,850406000,21241000,1111830000,None,23595000,116000,116096604
2019-06-30,USD,2239419000,1564919000,269440000,269440000,None,842294000,674500000,127988000,727280000,212701000,2452000,210249000,None,None,None,453185000,None,1130192000,909510000,None,9873000,70384000,209000,220682000,270012000,350000,209000,350000,559000,781819000,20495000,1109227000,None,22868000,118000,117561005
2019-03-31,USD,2204607000,1532017000,269645000,269645000,None,826366000,338422000,125522000,716249000,212900000,2773000,210127000,None,None,None,436006000,None,1127578000,900730000,None,None,204000,204000,21235000,276678000,404000,204000,404000,608000,768804000,20831000,1077029000,None,4485000,118000,118320896
2018-12-31,USD,1903097000,1473610000,276579000,276579000,None,794446000,338283000,125176000,709056000,213107000,3149000,209958000,None,None,None,402585000,None,839899000,819536000,None,12997000,200000,200000,20363000,None,657000,200000,457000,657000,651305000,19906000,1063198000,None,0,119000,119078491
2018-09-30,USD,2034907000,1612400000,361740000,361740000,None,834347000,339203000,125175000,697196000,214028000,3547000,210481000,None,None,None,416313000,None,915665000,896280000,None,None,195000,195000,19385000,None,509000,195000,509000,704000,728888000,18876000,1119242000,None,31313000,121000,121375014
2018-06-30,USD,1933583000,1504129000,308656000,308656000,None,801875000,344387000,130010000,683745000,214377000,3990000,210387000,None,None,None,393598000,None,824085000,808876000,None,None,191000,191000,15209000,None,559000,191000,559000,750000,647821000,14650000,1109498000,None,29240000,122000,122445185
2018-03-31,USD,1893860000,1468456000,291987000,291987000,None,784889000,425404000,136837000,675942000,215385000,4553000,210832000,None,None,None,391580000,None,779063000,764440000,None,None,187000,187000,14623000,None,608000,187000,608000,795000,618143000,14015000,1114797000,None,30502000,124000,123562571
