fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,632688000,694115000,61427000,61427000,260101000,257450000,111390000,372587000,3576000,-9058000,3576000,9058000,None,1792000,None,28324000,256411000,-1536000,9058000,257947000,323708000,265469000,293793000,257947000
2022-09-30,USD,410544000,472511000,61967000,61967000,123384000,175283000,108056000,287160000,1345000,-6092000,1345000,6092000,None,-656000,None,28227000,117981000,22006000,6092000,95975000,34339000,124073000,152300000,95975000
2022-06-30,USD,411363000,473850000,62487000,62487000,128010000,170383000,108941000,283353000,269000,-4609000,269000,4609000,None,-776000,None,28932000,122894000,24094000,4609000,98800000,50157000,127503000,156435000,98800000
2022-03-31,USD,360317000,425077000,64760000,64760000,81163000,169755000,105274000,279154000,527000,-2967000,527000,2967000,None,-694000,None,29080000,78029000,7041000,2967000,70988000,48896000,80996000,110076000,70988000
2021-12-31,USD,586690000,655667000,68977000,68977000,238848000,243384000,101489000,347842000,534000,-2811000,534000,2811000,None,-1598000,None,26367000,234973000,31802000,2811000,203171000,196185000,237784000,264151000,203171000
2021-09-30,USD,378422000,441168000,62746000,62746000,107628000,165368000,102023000,270794000,541000,-2943000,541000,2943000,None,-1328000,None,26354000,103898000,18556000,2943000,85342000,69038000,106841000,133195000,85342000
2021-06-30,USD,382496000,446654000,64158000,64158000,116773000,160410000,100879000,265723000,486000,-3336000,486000,3336000,None,14937000,None,27064000,128860000,35144000,3336000,93716000,97933000,132196000,159260000,93716000
2021-03-31,USD,301123000,363226000,62103000,62103000,50022000,146215000,100479000,251101000,517000,-3315000,517000,3315000,None,399000,None,27082000,47623000,-24775000,3315000,72398000,53134000,50938000,78020000,72398000
2020-12-31,USD,555783000,623686000,67903000,67903000,259391000,195845000,96510000,296392000,610000,-2444000,610000,2444000,None,315000,None,23078000,257872000,42240000,2444000,215632000,249194000,260316000,283394000,215632000
2020-09-30,USD,313580000,366965000,53385000,53385000,90085000,132642000,86616000,223495000,754000,-1853000,754000,1853000,None,1158000,None,20841000,90144000,14517000,1853000,75627000,103675000,91997000,112838000,75627000
2020-06-30,USD,331801000,385661000,53860000,53860000,112807000,128698000,86133000,218994000,934000,-3040000,934000,3040000,None,1884000,None,20654000,112585000,16021000,3040000,96564000,106852000,115625000,136279000,96564000
2020-03-31,USD,254869000,304985000,50116000,50116000,34073000,130522000,86112000,220796000,2775000,-3651000,2775000,3651000,None,127000,None,20702000,33324000,-12740000,3651000,46064000,21772000,36975000,57677000,46064000
2019-12-31,USD,436632000,486228000,49596000,49596000,185716000,167937000,79152000,250916000,3186000,-2900000,3186000,2900000,None,-855000,None,18300000,185147000,19295000,2900000,165852000,190612000,188047000,206347000,165852000
2019-09-30,USD,302534000,343899000,41365000,41365000,105047000,120682000,73018000,197487000,3188000,-239000,3188000,239000,None,833000,None,14698000,108829000,19366000,239000,89463000,68701000,109068000,123766000,89463000
2019-06-30,USD,328138000,368635000,40497000,40497000,128628000,120412000,75302000,199510000,2980000,-231000,2980000,231000,None,-1436000,None,14103000,129941000,20191000,231000,109750000,110308000,130172000,144275000,109750000
2019-03-31,USD,282315000,317130000,34815000,34815000,95649000,112169000,70738000,186666000,3442000,-91000,2929000,91000,None,-334000,None,13415000,98666000,12436000,91000,86230000,78672000,98757000,112172000,86230000
2018-12-31,USD,375343000,415432000,40089000,40089000,179936000,133137000,58896000,195407000,3745000,None,None,None,None,1440000,None,11914000,185062000,31899000,None,153163000,151675000,179936000,191850000,153163000
2018-09-30,USD,253110000,289418000,36308000,36308000,93024000,97576000,59019000,160086000,3213000,None,None,None,None,-974000,None,13603000,95263000,5927000,None,89336000,84234000,93024000,106627000,89336000
2018-06-30,USD,265463000,305913000,40450000,40450000,108553000,95058000,58357000,156910000,2176000,None,None,2692000,None,-1007000,None,17125000,109722000,17126000,None,92596000,66408000,108553000,125678000,92596000
2018-03-31,USD,243835000,282873000,39038000,39038000,95061000,87809000,57530000,148774000,2285000,None,None,2692000,None,-308000,None,16613000,97038000,12758000,None,84280000,92523000,95061000,111674000,84280000
