fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2023-01-28,USD,8427000000,13516000000,8198000000,5165000000,3292000000,2966000000,1855000000,5135000000,219000000,-107000000,112000000,107000000,13589000000,11000000,None,71000000,3415000000,642000000,107000000,2773000000,3305000000,3522000000,3593000000,2773000000
2022-10-29,USD,8346000000,13563000000,8307000000,5286000000,3540000000,2956000000,1781000000,4806000000,169000000,-100000000,169000000,100000000,13626000000,-134000000,None,71000000,3475000000,805000000,100000000,2670000000,2174000000,3575000000,3646000000,2670000000
2022-07-30,USD,8025000000,13037000000,7981000000,5077000000,3434000000,2838000000,1682000000,4591000000,129000000,-93000000,129000000,93000000,13093000000,-54000000,None,73000000,3416000000,601000000,93000000,2815000000,2656000000,3509000000,3582000000,2815000000
2022-04-30,USD,8121000000,12762000000,7556000000,4714000000,3610000000,2726000000,1708000000,4511000000,115000000,-90000000,115000000,90000000,12837000000,166000000,None,77000000,3801000000,757000000,90000000,3044000000,2370000000,3891000000,3968000000,3044000000
2022-01-29,USD,8049000000,12695000000,7550000000,4671000000,3487000000,2810000000,1670000000,4562000000,111000000,-88000000,111000000,88000000,12730000000,93000000,None,79000000,3603000000,630000000,88000000,2973000000,2657000000,3691000000,3770000000,2973000000
2021-10-30,USD,8053000000,12882000000,7730000000,4847000000,3438000000,2812000000,1714000000,4615000000,121000000,-89000000,121000000,89000000,12906000000,187000000,None,84000000,3657000000,677000000,89000000,2980000000,2924000000,3746000000,3830000000,2980000000
2021-07-31,USD,8344000000,13091000000,7830000000,4782000000,3575000000,2969000000,1713000000,4769000000,130000000,-98000000,130000000,98000000,13133000000,128000000,None,79000000,3735000000,726000000,98000000,3009000000,2880000000,3833000000,3912000000,3009000000
2021-05-01,USD,8185000000,12779000000,7589000000,4618000000,3465000000,2920000000,1697000000,4720000000,153000000,-111000000,153000000,111000000,12825000000,84000000,None,61000000,3591000000,728000000,111000000,2863000000,2793000000,3702000000,3763000000,2863000000
2021-01-23,USD,7784000000,11923000000,6968000000,4176000000,3223000000,2761000000,1527000000,4561000000,161000000,-113000000,161000000,113000000,11969000000,-16000000,None,39000000,3255000000,710000000,113000000,2545000000,2774000000,3368000000,3407000000,2545000000
2020-10-24,USD,7581000000,11897000000,7746000000,4348000000,2570000000,2761000000,1612000000,5011000000,174000000,-112000000,174000000,112000000,11944000000,49000000,None,36000000,2681000000,507000000,112000000,2174000000,2246000000,2793000000,2829000000,2174000000
2020-07-25,USD,7684000000,12154000000,7353000000,4470000000,3247000000,2712000000,1565000000,4437000000,187000000,-119000000,187000000,119000000,12154000000,-9000000,None,33000000,3306000000,670000000,119000000,3247000000,3226000000,3425000000,3458000000,2636000000
2020-04-25,USD,7771000000,11931000000,6884000000,4212000000,3414000000,2649000000,1546000000,4357000000,218000000,-130000000,218000000,130000000,11978000000,-58000000,None,34000000,3444000000,670000000,130000000,2774000000,2365000000,3574000000,3608000000,2774000000
2020-01-25,USD,7764000000,11920000000,7027000000,4241000000,3380000000,2734000000,1570000000,4384000000,242000000,-158000000,242000000,158000000,12019000000,70000000,None,38000000,3534000000,656000000,158000000,2878000000,2993000000,3692000000,3730000000,2878000000
2019-10-26,USD,8464000000,13036000000,7938000000,4695000000,3579000000,2999000000,1666000000,4885000000,273000000,-178000000,273000000,178000000,13168000000,12000000,None,36000000,3686000000,760000000,178000000,2926000000,2903000000,3864000000,3900000000,2926000000
2019-07-27,USD,8574000000,13428000000,7974000000,4854000000,3690000000,3053000000,1753000000,4884000000,305000000,-204000000,305000000,204000000,13428000000,-87000000,None,38000000,3704000000,1498000000,204000000,3690000000,2310000000,3908000000,3946000000,2206000000
2019-04-27,USD,8173000000,12700000000,7767000000,4785000000,3513000000,2944000000,1659000000,4660000000,331000000,-211000000,331000000,211000000,12910000000,-18000000,None,39000000,3615000000,571000000,211000000,3044000000,3258000000,3826000000,3865000000,3044000000
2019-01-26,USD,7773000000,12289000000,7493000000,4673000000,3211000000,2780000000,1557000000,4562000000,328000000,-223000000,None,223000000,12513000000,27000000,None,39000000,3343000000,521000000,223000000,2822000000,2930000000,3566000000,3605000000,2822000000
2018-10-27,USD,8146000000,12846000000,7654000000,4926000000,3805000000,2621000000,1608000000,4341000000,344000000,-221000000,None,221000000,13062000000,-19000000,None,34000000,3909000000,360000000,221000000,3549000000,3348000000,4130000000,4164000000,3549000000
2018-07-28,USD,7922000000,12844000000,4922000000,4922000000,3346000000,2891000000,1626000000,4576000000,353000000,-224000000,None,224000000,12844000000,117000000,None,33000000,3592000000,-211000000,224000000,3346000000,3558000000,3816000000,3849000000,3803000000
2018-04-28,USD,7759000000,12463000000,4704000000,4704000000,3134000000,2886000000,1590000000,4625000000,380000000,-237000000,None,237000000,12424000000,-24000000,None,67000000,3253000000,562000000,237000000,2691000000,1959000000,3490000000,3557000000,2691000000
