fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,18254000000,6993000000,2091000000,2091000000,None,3454000000,9679000000,1582000000,None,3276000000,2741000000,535000000,None,None,None,218000000,4653000000,13302000000,6170000000,852000000,3546000000,873000000,401000000,6372000000,289000000,3850000000,242000000,3850000000,401000000,2990000000,992000000,4627000000,186000000,-4123000000,2000000,229540000
2022-09-30,USD,17737000000,6678000000,2260000000,2260000000,None,3467000000,9494000000,1565000000,None,3446000000,2884000000,562000000,None,None,None,289000000,4403000000,12801000000,5865000000,857000000,3312000000,834000000,367000000,6140000000,294000000,3401000000,232000000,3695000000,367000000,2858000000,966000000,4615000000,185000000,-4211000000,2000000,229960000
2022-06-30,USD,18647000000,6848000000,2209000000,2209000000,None,3693000000,10121000000,1678000000,None,3699000000,3117000000,582000000,None,None,None,270000000,4602000000,13598000000,6257000000,795000000,3488000000,904000000,392000000,6451000000,321000000,3874000000,245000000,3874000000,392000000,3093000000,1000000000,4725000000,183000000,-4239000000,2000000,232480000
2022-03-31,USD,20139000000,7446000000,2672000000,2672000000,None,3854000000,13731000000,1810000000,None,3995000000,3378000000,617000000,None,None,None,268000000,4850000000,14764000000,6853000000,840000000,3830000000,900000000,362000000,7950000000,354000000,3960000000,249000000,4065000000,4322000000,3475000000,1136000000,5052000000,173000000,-4450000000,3000000,242760000
2021-12-31,USD,19953000000,7503000000,2919000000,2919000000,None,3670000000,10608000000,1842000000,None,4204000000,3575000000,629000000,None,None,None,314000000,4310000000,14866000000,6728000000,759000000,3766000000,706000000,222000000,7403000000,367000000,4236000000,180000000,4236000000,222000000,3674000000,1436000000,4772000000,171000000,-5058000000,3000000,250270000
2021-09-30,USD,20115000000,7384000000,2699000000,2699000000,None,3821000000,10776000000,1955000000,None,4322000000,3691000000,631000000,None,None,None,330000000,4289000000,15032000000,6819000000,724000000,3416000000,745000000,232000000,7557000000,395000000,4363000000,179000000,4363000000,232000000,3765000000,1502000000,4772000000,170000000,-5225000000,3000000,252400000
2021-06-30,USD,20867000000,7541000000,2460000000,2460000000,None,4081000000,11320000000,2006000000,None,4527000000,3888000000,639000000,None,None,None,341000000,4421000000,15481000000,7406000000,857000000,3260000000,817000000,237000000,7339000000,448000000,3668000000,220000000,4116000000,237000000,3806000000,1619000000,5077000000,168000000,-5045000000,3000000,254670000
2021-03-31,USD,22038000000,8208000000,2968000000,2968000000,None,4156000000,11854000000,2112000000,None,4684000000,4043000000,641000000,None,None,None,357000000,4192000000,16730000000,8150000000,914000000,3402000000,1167000000,213000000,8625000000,496000000,4406000000,556000000,4345000000,4619000000,4174000000,908000000,4973000000,158000000,-5331000000,3000000,254470000
2020-12-31,USD,23634000000,9105000000,3919000000,3919000000,None,4130000000,12179000000,2350000000,None,4755000000,4019000000,736000000,None,None,None,470000000,4679000000,17639000000,8270000000,852000000,3536000000,795000000,112000000,8637000000,545000000,5444000000,252000000,5444000000,112000000,4026000000,1354000000,5655000000,156000000,-4533000000,3000000,254320000
2020-09-30,USD,25670000000,8337000000,3079000000,3079000000,None,4194000000,15014000000,2319000000,None,4871000000,4146000000,725000000,None,None,None,335000000,4360000000,20919000000,8656000000,1345000000,3342000000,1622000000,900000000,11422000000,568000000,8046000000,282000000,8046000000,900000000,4143000000,1325000000,4401000000,155000000,-5631000000,3000000,254130000
2020-06-30,USD,27894000000,10708000000,5509000000,5509000000,None,4271000000,14820000000,2366000000,None,7597000000,5540000000,2057000000,None,None,None,261000000,4199000000,22952000000,8325000000,1522000000,3526000000,1682000000,967000000,13585000000,583000000,9751000000,283000000,10334000000,967000000,3522000000,1277000000,4593000000,154000000,-5386000000,3000000,253630000
2020-03-31,USD,26006000000,8987000000,3679000000,3679000000,None,4392000000,14872000000,2327000000,None,7748000000,5731000000,2017000000,None,None,None,270000000,4031000000,20877000000,7895000000,1598000000,3512000000,1276000000,542000000,11954000000,602000000,8360000000,290000000,8672000000,8902000000,3431000000,594000000,4785000000,152000000,-5177000000,3000000,253560000
2019-12-31,USD,29599000000,8183000000,2560000000,2560000000,None,4619000000,19062000000,5115000000,None,12143000000,6140000000,6003000000,None,54000000,None,344000000,3786000000,20498000000,8784000000,1576000000,3632000000,1581000000,809000000,9466000000,639000000,6676000000,297000000,7315000000,809000000,3817000000,1366000000,8749000000,151000000,-1628000000,3000000,255090000
2019-09-30,USD,29516000000,8490000000,2880000000,2880000000,None,4611000000,22317000000,3555000000,4182000000,12077000000,6293000000,5784000000,None,54000000,None,328000000,3582000000,20646000000,8974000000,1603000000,3605000000,1471000000,687000000,9299000000,688000000,7010000000,296000000,7698000000,687000000,3627000000,1332000000,8550000000,150000000,-1668000000,3000000,258710000
2019-06-30,USD,32577000000,8190000000,1868000000,1868000000,None,5234000000,25811000000,3628000000,4150000000,15274000000,6468000000,8806000000,None,55000000,None,360000000,3538000000,21360000000,9338000000,1517000000,3836000000,1511000000,704000000,11522000000,738000000,8700000000,329000000,7893000000,9404000000,3929000000,1410000000,10913000000,149000000,494000000,3000000,267000000
2019-03-31,USD,29574000000,9066000000,2899000000,2899000000,None,5181000000,20290000000,3179000000,3958000000,13545000000,5939000000,7606000000,None,None,None,359000000,3429000000,17849000000,9453000000,1666000000,3772000000,1942000000,694000000,7735000000,482000000,6718000000,766000000,5470000000,7412000000,4007000000,696000000,11402000000,136000000,478000000,3000000,268750000
2018-12-31,USD,28871000000,8522000000,2475000000,2475000000,None,5096000000,19942000000,3186000000,3654000000,14363000000,6770000000,7593000000,None,None,None,325000000,2393000000,17515000000,8522000000,1345000000,None,1580000000,800000000,7940000000,None,5338000000,240000000,5600000000,800000000,3933000000,1569000000,11022000000,134000000,274000000,3000000,275660000
2018-09-30,USD,28882000000,8815000000,2780000000,2780000000,None,4928000000,19741000000,3281000000,3615000000,14019000000,6602000000,7417000000,None,None,None,477000000,2441000000,17045000000,8514000000,1358000000,None,1618000000,813000000,7455000000,None,4759000000,229000000,5000000000,813000000,4002000000,1602000000,11500000000,105000000,136000000,3000000,281370000
2018-06-30,USD,29126000000,8816000000,2579000000,2579000000,None,5271000000,19978000000,3349000000,3545000000,14350000000,6899000000,7451000000,None,None,None,389000000,2279000000,17312000000,9314000000,1326000000,1881000000,2307000000,817000000,6971000000,None,6237000000,929000000,4747000000,7054000000,4043000000,1718000000,11472000000,87000000,0,3000000,284440000
