fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,1735000000,5758000000,4023000000,4037000000,1530000000,107000000,None,416000000,None,-137000000,137000000,137000000,5442000000,140000000,None,1023000000,1254000000,557000000,-527000000,-34000000,762000000,1530000000,2414000000,697000000
2022-09-30,USD,1104000000,5003000000,3899000000,3874000000,962000000,98000000,None,225000000,None,-140000000,42000000,182000000,5329000000,25000000,None,508000000,719000000,315000000,162000000,560000000,405000000,962000000,1367000000,404000000
2022-06-30,USD,1888000000,5416000000,3528000000,3510000000,1736000000,100000000,None,263000000,None,-156000000,33000000,189000000,6177000000,11000000,None,996000000,1411000000,571000000,181000000,1038000000,841000000,1736000000,2563000000,840000000
2022-03-31,USD,2964000000,6603000000,3639000000,3639000000,2809000000,115000000,None,250000000,None,-127000000,26000000,153000000,6363000000,31000000,None,489000000,3105000000,824000000,153000000,1527000000,1528000000,2809000000,2967000000,2281000000
2021-12-31,USD,2441000000,6164000000,3723000000,3722000000,2305000000,94000000,None,336000000,None,-171000000,171000000,171000000,6008000000,-161000000,None,568000000,3849000000,625000000,-482000000,292000000,1290000000,2305000000,2470000000,3224000000
2021-09-30,USD,2532000000,6083000000,3551000000,3537000000,2462000000,102000000,None,167000000,None,-138000000,19000000,157000000,6194000000,36000000,None,528000000,2027000000,628000000,157000000,1723000000,1403000000,2462000000,2693000000,1399000000
2021-06-30,USD,2198000000,5748000000,3550000000,3550000000,2067000000,87000000,None,213000000,None,-148000000,17000000,165000000,5615000000,9000000,None,483000000,1686000000,603000000,165000000,1331000000,1087000000,2067000000,2317000000,1083000000
2021-03-31,USD,1644000000,4850000000,3206000000,3205000000,1532000000,100000000,None,175000000,None,-145000000,15000000,160000000,4671000000,11000000,None,419000000,1161000000,443000000,160000000,953000000,721000000,1532000000,1725000000,718000000
2020-12-31,USD,1429000000,4495000000,3066000000,3062000000,1709000000,97000000,None,-86000000,None,-236000000,236000000,236000000,4281000000,-3000000,None,435000,1319000000,611000000,-489000000,708000000,853000000,1709000000,1555435000,708000000
2020-09-30,USD,983000000,3851000000,2868000000,2859000000,880000000,72000000,None,159000000,None,-120000000,40000000,160000000,3683000000,22000000,None,1093000,626000000,297000000,219000000,326000000,253000000,880000000,746000000,329000000
2020-06-30,USD,441000000,3054000000,2613000000,2752000000,321000000,91000000,None,146000000,None,-115000000,44000000,159000000,2866000000,20000000,None,None,149000000,96000000,168000000,50000000,69000000,321000000,264000000,53000000
2020-03-31,USD,-310000000,2798000000,3108000000,2886000000,-473000000,110000000,None,183000000,None,-127000000,44000000,171000000,2997000000,20000000,None,None,-551000000,-60000000,203000000,-494000000,-483000000,-473000000,-424000000,-491000000
2019-12-31,USD,506000000,3911000000,3405000000,79000000,775000000,94000000,None,-106000000,None,-219000000,219000000,219000000,3841000000,-190000000,None,None,338000000,329000000,-508000000,8000000,-97000000,775000000,557000000,9000000
2019-09-30,USD,120000000,3153000000,3033000000,2987000000,-38000000,101000000,None,187000000,None,-123000000,123000000,163000000,3183000000,33000000,None,None,-116000000,91000000,184000000,-211000000,-195000000,-38000000,7000000,-207000000
2019-06-30,USD,187000000,3546000000,3359000000,3354000000,33000000,92000000,None,178000000,None,-132000000,278000000,167000000,3655000000,5000000,None,None,-87000000,-15000000,167000000,-75000000,-60000000,33000000,45000000,-72000000
2019-03-31,USD,469000000,3792000000,3323000000,404000000,321000000,112000000,None,178000000,None,-146000000,None,178000000,3666000000,14000000,None,None,136000000,105000000,184000000,27000000,42000000,321000000,282000000,31000000
2018-12-31,USD,361000000,3684000000,3323000000,407000000,316000000,81000000,None,-82000000,None,-509000000,None,509000000,3735000000,13000000,None,None,-174000000,-552000000,-500000000,482000000,418000000,316000000,442000000,378000000
2018-09-30,USD,1381000000,4908000000,3527000000,458000000,1315000000,101000000,None,141000000,None,-143000000,None,166000000,5026000000,14000000,None,None,1078000000,522000000,166000000,556000000,567000000,1315000000,1221000000,556000000
2018-06-30,USD,1811000000,5168000000,3357000000,3357000000,1664000000,109000000,24000000,196000000,None,-142000000,None,165000000,5221000000,20000000,None,None,1550000000,515000000,156000000,870000000,880000000,1664000000,1526000000,1035000000
2018-03-31,USD,1609000000,4868000000,3259000000,3259000000,1459000000,131000000,21000000,198000000,None,-151000000,None,176000000,4985000000,29000000,None,None,1448000000,506000000,176000000,699000000,704000000,1459000000,1349000000,942000000
