fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,41872100000,3187700000,28900000,28900000,1064100000,1818400000,38684400000,29113800000,10383800000,3077700000,24900000,3052800000,1909200000,1909200000,1909200000,261700000,427300000,31671800000,4611000000,1198100000,370700000,2528300000,1647100000,25644500000,110500000,15464200000,808500000,14655700000,17111300000,884600000,1475300000,11407300000,None,7265300000,3200000,315434531
2021-12-31,USD,38988500000,2656700000,16300000,16300000,861100000,1505700000,36331800000,26982400000,9889300000,3052800000,5700000,3052800000,1894200000,1789400000,1789400000,253400000,361100000,29039500000,3753000000,1005700000,389200000,2066400000,1897000000,24122200000,51300000,13563400000,91000000,13472400000,15460400000,680900000,1203200000,10943600000,None,6775100000,3200000,315434531
2020-12-31,USD,37028100000,2083000000,24800000,24800000,746700000,1202800000,34945100000,25707400000,9364700000,3052800000,None,3052800000,1775300000,1764300000,1764000000,63400000,295600000,27437300000,4148100000,880700000,412200000,2562700000,1776900000,22217500000,55300000,12450500000,777700000,11672800000,14227400000,704700000,1229400000,10500100000,None,6329600000,3200000,315434531
2019-12-31,USD,34951800000,2093600000,37500000,37500000,784000000,1176500000,32858200000,23620100000,8878700000,3052800000,None,3052800000,1726300000,1720800000,None,68000000,957800000,25799100000,3182700000,908100000,497100000,1524000000,830800000,21514500000,39600000,11858300000,686900000,11171400000,12689100000,550800000,1128900000,10143800000,None,5927700000,3200000,315434531
2018-12-31,USD,33475800000,2247600000,84500000,84500000,774800000,1280900000,31228200000,22000900000,8515900000,3052800000,None,3052800000,1677200000,1665300000,None,77200000,704100000,24583000000,3331700000,876400000,520400000,1805100000,1440100000,20301400000,None,10335700000,360100000,9975600000,11434100000,464800000,1108100000,9819300000,None,5538200000,3200000,315523192
