fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,579715000,1043806000,681406000,454029000,280194000,211672000,69874000,299521000,None,-10338000,4796000,10338000,1033744000,-1707000,None,7305000,273691000,48777000,None,224914000,360874000,280194000,287499000,224914000
2022-09-30,USD,540810000,966860000,609791000,409484000,275739000,193933000,63188000,265071000,None,-7134000,12442000,7134000,950294000,-1504000,None,6374000,261793000,51315000,None,210478000,117097000,275739000,282113000,210478000
2022-06-30,USD,522506000,929891000,593499000,392231000,255397000,194889000,64317000,267109000,None,-5542000,19776000,5542000,914737000,2468000,None,6379000,238089000,43028000,None,195061000,106455000,255397000,261776000,195061000
2022-03-31,USD,491197000,878835000,566686000,373303000,234265000,182401000,66801000,256932000,None,-5462000,9824000,5462000,864500000,1878000,None,10982000,226319000,47307000,5462000,179012000,177966000,231781000,242763000,179012000
2021-12-31,USD,504318000,913352000,587149000,390556000,248711000,185362000,62507000,255607000,None,-5948000,12266000,5948000,894874000,841000,None,11231000,237286000,35535000,5948000,201751000,195659000,243234000,254465000,201751000
2021-09-30,USD,506289000,923812000,585504000,397726000,261913000,176719000,59950000,244376000,None,-5360000,6746000,5360000,904015000,-1991000,None,11059000,258788000,55175000,5360000,203613000,180097000,264148000,275207000,203613000
2021-06-30,USD,490697000,890885000,575150000,385406000,241638000,181483000,59875000,249059000,59000,-4983000,665000,5648000,875350000,-904000,None,11061000,239211000,44111000,5345000,195100000,197586000,244859000,255920000,195100000
2021-03-31,USD,447258000,785635000,492879000,321509000,223426000,160446000,55941000,223832000,55000,-5878000,-55000,5823000,768767000,705000,None,10924000,218005000,296486000,5878000,-78481000,-111303000,223828000,234752000,-78481000
2020-12-31,USD,462483000,819113000,526835000,337528000,221716000,169470000,54935000,240767000,132000,-5924000,-132000,5792000,800011000,1008000,None,11164000,210592000,31078000,5924000,179514000,256554000,216384000,227548000,179514000
2020-09-30,USD,438661000,769881000,487051000,313283000,216896000,158989000,54533000,221765000,117000,-6842000,-117000,6725000,751944000,-505000,None,11979000,215854000,37482000,6842000,178372000,222163000,222579000,234558000,178372000
2020-06-30,USD,449373000,770344000,320971000,320971000,223247000,165385000,52521000,226126000,255000,-8176000,1021000,9197000,771675000,18284000,None,11980000,212094000,34259000,9197000,177835000,260289000,221291000,233271000,177835000
2020-03-31,USD,449662000,769455000,319793000,319793000,217500000,172441000,51449000,232162000,116000,-9968000,116000,9968000,769455000,-10698000,None,12136000,191655000,28518000,9968000,163137000,42819000,201623000,213759000,163137000
2019-12-31,USD,427130000,736157000,309027000,309027000,197809000,171422000,49943000,229321000,202000,-10220000,202000,10220000,736157000,-2115000,None,12052000,178752000,18198000,10220000,160554000,205021000,188972000,201024000,160554000
2019-09-30,USD,391619000,681100000,289481000,289437000,171102000,167440000,48033000,220517000,449000,-10992000,449000,10992000,681056000,-3109000,None,13436000,150587000,30439000,10992000,120148000,82572000,161579000,175015000,120148000
2019-06-30,USD,402432000,704964000,302532000,302532000,121076000,171600000,51138000,281356000,285000,-12548000,285000,12548000,None,-6586000,None,47805000,95765000,26964000,12548000,68801000,68610000,108313000,156118000,68801000
2019-03-31,USD,380970000,662228000,281258000,281258000,156977000,164529000,47610000,223993000,415000,-12413000,17994000,12413000,None,-1054000,None,10940000,137929000,32513000,12413000,105416000,102915000,150342000,161282000,105416000
2018-12-31,USD,374532000,651100000,276568000,276568000,157078000,161579000,43111000,217454000,678000,-7487000,None,7487000,None,-621000,None,9199000,146273000,21634000,7487000,124639000,111522000,153760000,162959000,124639000
2018-09-30,USD,343093000,588279000,245186000,245186000,144132000,147303000,38791000,198961000,922000,-3708000,None,3708000,None,-2465000,None,6955000,138882000,33144000,3708000,105737000,92865000,142590000,149545000,105738000
2018-06-30,USD,335206000,623630000,288424000,288424000,146884000,156810000,39657000,188322000,2701000,-5482000,None,5482000,None,-3185000,None,31704000,140918000,31107000,5482000,109811000,41096000,146400000,178104000,109811000
2018-03-31,USD,344295000,591634000,247339000,247339000,136373000,147893000,37434000,207922000,4228000,-7719000,None,7719000,None,-2739000,None,29311000,130143000,20018000,7719000,110125000,102732000,137862000,167173000,110125000
