fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,11489000000,4013100000,-7475900000,2854400000,580600000,638900000,None,907900000,None,-55900000,55900000,55900000,4069000000,-2500000,None,37100000,512600000,73500000,55900000,444000000,670400000,568500000,605600000,439100000
2022-09-30,USD,657400000,4310600000,3653200000,2939100000,739500000,693300000,None,689100000,None,-55800000,55800000,55800000,4366400000,-1700000,None,35800000,652600000,104700000,55800000,555800000,379500000,708400000,744200000,547900000
2022-06-30,USD,614700000,4130500000,3515800000,2867000000,710600000,612800000,None,648800000,None,-55900000,1500000,55900000,4186400000,-200000,None,36000000,645900000,136600000,55900000,510900000,319200000,701800000,737800000,509300000
2022-03-31,USD,294800000,3295900000,3001100000,2366500000,388200000,600800000,None,634600000,None,-56000000,1300000,56000000,3351900000,400000,None,33800000,321300000,61100000,56000000,267200000,258800000,377300000,411100000,260200000
2021-12-31,USD,10011800000,3511500000,-6500300000,2527800000,435700000,605800000,None,832200000,None,-56000000,56000000,56000000,3567500000,14000000,None,32900000,383300000,65500000,56000000,325800000,389400000,439300000,472200000,317800000
2021-09-30,USD,494500000,3659900000,3165400000,2515600000,583400000,620800000,None,649800000,None,-57700000,59100000,57700000,3717600000,-6700000,None,29000000,502500000,96800000,57700000,419000000,348700000,560200000,589200000,405700000
2021-06-30,USD,557800000,3767400000,3209600000,2559000000,651000000,619700000,None,650600000,None,-59300000,1100000,59300000,3826700000,1000000,None,30900000,587500000,122800000,59300000,464900000,512300000,646800000,677700000,464700000
2021-03-31,USD,258000000,2953200000,2695200000,2064400000,353200000,600000000,None,630800000,None,-60700000,63300000,60700000,3013900000,1100000,None,30800000,283600000,48400000,60700000,234300000,166900000,344300000,375100000,235200000
2020-12-31,USD,298700000,3115700000,2817000000,2231200000,388000000,559900000,None,750800000,None,-61900000,63400000,61900000,3177600000,2800000,None,25900000,317100000,72400000,61900000,245700000,378500000,379000000,404900000,244700000
2020-09-30,USD,472100000,3430600000,2958500000,2360800000,566900000,567800000,None,597700000,None,-62400000,63000000,62400000,3493000000,0,None,29900000,490500000,89900000,62400000,406100000,515700000,552900000,582800000,400600000
2020-06-30,USD,330800000,3075700000,2744900000,2160500000,423500000,554800000,None,584400000,None,-61300000,61300000,61300000,3137000000,3000000,74200000,29600000,322300000,83500000,61300000,275400000,288700000,383600000,413200000,238800000
2020-03-31,USD,56800000,2574000000,2517200000,1898800000,154400000,588100000,None,618400000,None,-63100000,59100000,63100000,2637100000,18500000,75000000,30300000,21800000,51000000,63100000,50000000,-87900000,84900000,115200000,-29200000
2019-12-31,USD,310700000,4084100000,3773400000,2266900000,330200000,586600000,None,1106100000,900000,-63300000,100000,63400000,4147400000,2800000,None,47900000,342100000,46000000,63300000,209200000,359300000,405500000,453400000,296100000
2019-09-30,USD,506500000,4275100000,3768600000,2366600000,536500000,567800000,None,832800000,400000,-64100000,-200000,63900000,4339200000,6500000,None,47500000,539300000,80500000,64100000,382600000,328200000,603200000,650700000,458800000
2019-06-30,USD,545200000,4463700000,3918500000,2462800000,566900000,587900000,None,824400000,3200000,-64700000,-200000,64500000,4528400000,8900000,72200000,41200000,548000000,91900000,64700000,409100000,475500000,612500000,653700000,456100000
2019-03-31,USD,263300000,3520700000,3257400000,1989200000,236500000,578000000,None,740100000,-600000,-50900000,100000,51000000,3571600000,-18000000,70900000,29100000,220100000,20200000,50900000,144200000,205400000,271100000,300200000,199900000
2018-12-31,USD,757900000,4240500000,3482600000,479900000,41400000,49400000,None,737600000,100000,-49000000,300000,49300000,16062600000,14200000,None,34200000,329000000,75000000,49000000,-102800000,209700000,378300000,412500000,254000000
2018-09-30,USD,533400000,3977300000,3443900000,2718300000,587000000,725600000,None,725600000,100000,-48500000,None,48500000,-5100000,-8500000,None,34700000,514000000,-1100000,48500000,526800000,499900000,562500000,597200000,515100000
2018-06-30,USD,588200000,4305600000,3717400000,2964100000,640300000,753300000,None,753300000,2600000,-50300000,None,50300000,-1800000,-3500000,None,35200000,576100000,128000000,50300000,454000000,170200000,626400000,661600000,448100000
2018-03-31,USD,128000000,3304300000,3176300000,2420200000,243400000,720900000,None,756100000,3600000,-72900000,None,72900000,-7300000,-4000000,None,35200000,153400000,33000000,72900000,129800000,272500000,226300000,261500000,120400000
