fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,46108000000,2415000000,160000000,160000000,421000000,1318000000,44000000000,36285000000,13258000000,5618000000,None,5618000000,None,622000000,None,217000000,1135000000,35942000000,3958000000,1503000000,223000000,451000000,100000000,10304000000,17000000,21641000000,351000000,None,21741000000,364000000,1920000000,10166000000,None,-1199000000,10223000000,572130932
2021-12-31,USD,45432000000,3237000000,1462000000,1462000000,260000000,1033000000,42522000000,34744000000,12672000000,5618000000,None,5618000000,None,655000000,None,187000000,1107000000,36757000000,4416000000,943000000,214000000,1606000000,0,10093000000,23000000,23946000000,1606000000,None,23946000000,188000000,1863000000,8675000000,None,-1605000000,57000000,570261104
2020-12-31,USD,44464000000,3714000000,1734000000,1734000000,317000000,1203000000,41100000000,33294000000,11938000000,5691000000,73000000,5618000000,322000000,605000000,None,157000000,1106000000,37227000000,5004000000,827000000,None,2346000000,2200000000,10092000000,31000000,22377000000,146000000,None,24577000000,348000000,1826000000,7237000000,None,-2888000000,54000000,543117533
2019-12-31,USD,42301000000,2444000000,627000000,627000000,281000000,1091000000,6756000000,31650000000,11427000000,5698000000,80000000,5618000000,700000000,1451000000,0,157000000,1039000000,35326000000,4862000000,918000000,None,1380000000,1000000000,10846000000,45000000,20066000000,380000000,None,21066000000,1425000000,1667000000,6975000000,None,-3967000000,54000000,540652222
2018-12-31,USD,40063000000,2392000000,367000000,367000000,252000000,1221000000,6461000000,29911000000,10793000000,5711000000,93000000,5618000000,253000000,1299000000,338000000,175000000,752000000,33249000000,4634000000,965000000,None,1753000000,1250000000,10864000000,None,18315000000,503000000,None,19565000000,822000000,2057000000,6814000000,None,-4879000000,51000000,511915450
