fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,135100000,336100000,201000000,15000000,3300000,131800000,44900000,248700000,None,-8700000,None,8700000,336100000,2900000,None,24600000,-2500000,2700000,8700000,-5200000,11100000,6200000,30800000,-5200000
2022-09-30,USD,119000000,315600000,196600000,13700000,-3700000,122700000,44800000,135800000,None,-7400000,None,7400000,315600000,-5900000,None,21900000,-17000000,4000000,7400000,-21000000,-91600000,-9600000,12300000,-21000000
2022-06-30,USD,116000000,301200000,185200000,13300000,-6500000,122500000,39800000,135300000,None,-6700000,None,6700000,301200000,-5800000,None,21600000,-19000000,800000,6700000,-19800000,-92600000,-12300000,9300000,-19800000
2022-03-31,USD,103100000,293300000,190200000,13000000,-18900000,122000000,40400000,143800000,None,-5800000,None,5800000,293300000,300000,None,20900000,-24400000,3000000,5800000,-27400000,-60500000,-18600000,2300000,-27400000
2021-12-31,USD,103900000,282100000,178200000,13400000,2600000,101300000,134000000,181800000,None,-10400000,None,10400000,282100000,-2700000,None,18200000,-10500000,-1000000,10400000,-9500000,-48600000,-100000,18100000,-9500000
2021-09-30,USD,93100000,257200000,164100000,12600000,-16000000,109100000,36000000,120800000,None,-10000000,None,10000000,257200000,-3400000,None,21000000,-29400000,-8500000,10000000,-20900000,-43900000,-19400000,1600000,-20900000
2021-06-30,USD,92100000,250400000,158300000,13800000,-19700000,111800000,31000000,123100000,None,-9900000,None,9900000,250400000,-8200000,None,23300000,-37800000,-12000000,9900000,-25800000,-14000000,-27900000,-4600000,-25800000
2021-03-31,USD,93200000,234500000,141300000,11100000,-2400000,95600000,25000000,111000000,None,-5600000,None,5600000,234500000,-4600000,None,15000000,-12600000,6600000,5600000,-19200000,-17700000,-7000000,8000000,-19200000
2020-12-31,USD,85500000,222800000,137300000,10600000,-21900000,107400000,None,163900000,None,-5700000,None,5700000,222300000,0,None,14900000,-27600000,-10300000,6200000,-17300000,20900000,-21900000,-7000000,-17300000
2020-09-30,USD,76700000,204400000,127700000,10300000,-600000,77300000,None,87100000,None,-5900000,None,5900000,204400000,200000,None,13000000,-6300000,-5500000,5900000,-800000,13700000,-400000,12600000,-800000
2020-06-30,USD,78600000,192600000,114000000,9800000,4000000,74600000,None,83700000,None,-6600000,None,6600000,192600000,-300000,None,12100000,-2900000,-8400000,6600000,5500000,44600000,3700000,15800000,5500000
2020-03-31,USD,100500000,222700000,122200000,9800000,26300000,74200000,None,86000000,None,-6900000,None,6900000,222700000,-2600000,None,11800000,16800000,8200000,6900000,8600000,-20600000,23700000,35500000,8600000
2019-12-31,USD,97800000,221800000,124000000,9700000,19700000,78100000,None,128600000,None,-7200000,None,7200000,221700000,-900000,None,13200000,11600000,13100000,7700000,-1500000,8400000,18800000,32000000,-1500000
2019-09-30,USD,88800000,202300000,113500000,9000000,6500000,82300000,None,90400000,None,-7800000,None,7800000,202000000,-1600000,None,14900000,-2900000,-65600000,7800000,62700000,53000000,4900000,19800000,62700000
2019-06-30,USD,88000000,196300000,108300000,9000000,18700000,69300000,None,77000000,None,-8500000,None,8500000,196100000,-1500000,None,14600000,8700000,2400000,8500000,6300000,36700000,17200000,31800000,6300000
2019-03-31,USD,93600000,203700000,110100000,8700000,27400000,66200000,None,80600000,None,-8900000,None,8900000,154900000,-1600000,None,14400000,16900000,5700000,8900000,11200000,45200000,25800000,40200000,11200000
2018-12-31,USD,86000000,200300000,108800000,8600000,20300000,65700000,22100000,6100000,None,-8800000,None,8800000,-543200000,-500000,9700000,14200000,12700000,2100000,8800000,8900000,-37600000,8800000,23000000,-2100000
2018-09-30,USD,73500000,179600000,104600000,8500000,16200000,57300000,7500000,64100000,None,-8800000,None,8800000,179600000,-900000,9600000,14300000,3500000,-700000,8800000,7200000,12200000,12300000,26600000,4200000
2018-06-30,USD,72500000,179300000,106500000,8500000,-8400000,80900000,7600000,88700000,None,-43400000,None,43400000,172200000,-600000,9600000,14200000,-62100000,1200000,7100000,-53600000,-75300000,-18700000,-4500000,-63300000
2018-03-31,USD,82900000,188800000,105900000,8800000,28000000,54900000,6400000,80500000,None,-22200000,None,22200000,129700000,2200000,9400000,13900000,6400000,5800000,22200000,2700000,-27100000,28600000,42500000,600000
