fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,1991000000,2030000000,39000000,709000000,1256000000,35000000,None,66000000,None,-37000000,None,37000000,2025000000,70000000,None,365000000,1268000000,261000000,199000000,1028000000,1000000000,1256000000,1670000000,1007000000
2022-09-30,USD,2403000000,2437000000,34000000,742000000,1614000000,34000000,None,66000000,None,-43000000,None,43000000,2296000000,-11000000,None,326000000,1474000000,290000000,1000000,1270000000,1184000000,1614000000,1843000000,1184000000
2022-06-30,USD,2729000000,2768000000,39000000,748000000,1978000000,39000000,None,39000000,None,-39000000,None,32000000,2347000000,-76000000,None,330000000,1818000000,402000000,4000000,1461000000,1416000000,1978000000,2180000000,1416000000
2022-03-31,USD,2369000000,2408000000,39000000,704000000,1660000000,36000000,None,47000000,None,-40000000,None,35000000,1363000000,-596000000,None,313000000,1000000000,221000000,54000000,803000000,779000000,1660000000,1348000000,779000000
2021-12-31,USD,1973000000,2022000000,49000000,10000000,1311000000,47000000,None,44000000,None,-29000000,None,29000000,1653000000,48000000,None,320000000,1281000000,279000000,201000000,1051000000,1002000000,1311000000,1621000000,1002000000
2021-09-30,USD,1872000000,1910000000,38000000,707000000,1164000000,38000000,None,39000000,None,-57000000,1000000,53000000,1254000000,-240000000,None,341000000,842000000,193000000,12000000,674000000,649000000,1164000000,1236000000,649000000
2021-06-30,USD,1645000000,1681000000,36000000,682000000,955000000,36000000,None,42000000,None,-57000000,None,51000000,870000000,-476000000,None,341000000,405000000,94000000,0,328000000,311000000,955000000,797000000,311000000
2021-03-31,USD,1157000000,1184000000,27000000,59000000,571000000,25000000,None,28000000,None,-56000000,2000000,56000000,845000000,-227000000,None,273000,285000000,65000000,61000000,223000000,220000000,571000000,56561000,220000000
2020-12-31,USD,-278000000,769000000,1047000000,432000000,-746000000,24000000,None,1047000000,None,-50000000,213000000,48000000,553000000,-162000000,None,268000,-941000000,-202000000,197000000,-756000000,-739000000,-746000000,-892732000,-739000000
2020-09-30,USD,-802000000,720000000,1522000000,469000000,-1256000000,20000000,None,1523000000,None,-53000000,151000000,53000000,597000000,-100000000,None,1036000,-1417000000,-304000000,2000000,-1105000000,-1113000000,-1256000000,-1364000000,-1113000000
2020-06-30,USD,-2135000000,425000000,2560000000,500000000,-2672000000,20000000,None,2561000000,None,-46000000,417000000,46000000,258000000,-374000000,None,None,-3074000000,-681000000,3000000,-2411000000,-2393000000,-2672000000,-3028000000,-2393000000
2020-03-31,USD,-136000000,899000000,1035000000,628000000,-802000000,24000000,None,1037000000,None,-2000000,484000000,2000000,629000000,533000000,None,None,-189000000,83000000,2000000,-400000000,-272000000,-802000000,-141000000,-272000000
2019-12-31,USD,1104000000,1104000000,827000000,626000000,-384000000,36000000,None,827000000,None,-169000000,-1000000,168000000,-119000000,-173000000,None,None,-611000000,-124000000,225000000,-260000000,-487000000,-384000000,-572000000,-487000000
2019-09-30,USD,955000000,975000000,20000000,580000000,349000000,19000000,None,21000000,None,-1000000,139000000,1000000,188000000,179000000,None,None,470000000,102000000,0,388000000,368000000,349000000,508000000,368000000
2019-06-30,USD,996000000,1021000000,25000000,567000000,411000000,22000000,None,26000000,None,-2000000,45000000,2000000,1120000000,2000000,None,None,451000000,102000000,0,356000000,349000000,411000000,500000000,349000000
2019-03-31,USD,585000000,864000000,29000000,503000000,319000000,27000000,None,30000000,None,-1000000,310000000,1000000,613000000,1000000,None,None,-23000000,-33000000,1000000,43000000,10000000,319000000,23000000,10000000
2018-12-31,USD,631759000,633000000,20540000,370492000,195000000,20000000,None,21419000,None,-85552000,-843000,84709000,631759000,-170000,None,None,392000000,85000000,85552000,109376000,405809000,195000000,430203000,307000000
2018-09-30,USD,438983000,537000000,14572000,248690000,268000000,14000000,None,15512000,None,-857000,None,857000,451196000,1962000,None,None,200000000,43000000,857000,159417000,157054000,268000000,217878000,157000000
2018-06-30,USD,410297000,527000000,14894000,222317000,281000000,15000000,None,15840000,None,-686000,None,686000,422766000,84472000,None,None,212000000,-7000000,686000,301164000,219146000,281000000,229635000,219000000
2018-03-31,USD,347337000,479000000,69499000,52819000,267000000,16000000,None,17210000,None,-748000,None,748000,-64652000,2736000,None,None,210000000,47000000,748000,178154000,162812000,267000000,223594000,163000000
