fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,3332300000,1633700000,391200000,481800000,516400000,581200000,1698600000,590700000,774100000,967600000,347900000,619700000,90600000,None,90600000,54300000,110500000,1584600000,934200000,625800000,85700000,10000000,10000000,650400000,22400000,344500000,10000000,334500000,344500000,298400000,164700000,1747700000,1905700000,2885000000,294900000,152268436
2022-09-30,USD,3231900000,1569600000,358800000,417100000,525600000,564200000,1662300000,583600000,755700000,969100000,349800000,619300000,58300000,None,58300000,62700000,78300000,1484100000,900900000,595600000,103800000,6800000,6800000,583200000,23500000,281000000,6800000,281000000,311300000,298500000,165200000,1747800000,1785100000,3051100000,295000000,154197072
2022-06-30,USD,3321400000,1631200000,359400000,459400000,493000000,621500000,1690200000,592700000,753600000,984900000,357500000,627400000,100000000,None,100000000,57300000,81500000,1528900000,928300000,624500000,100700000,6800000,6800000,600600000,23000000,291600000,6800000,291600000,321400000,297000000,171100000,1792500000,1694000000,2984600000,295200000,155692240
2022-03-31,USD,3434900000,1721400000,405800000,579400000,488700000,608300000,1713500000,602800000,751300000,989200000,360400000,628800000,173600000,None,173600000,45000000,87600000,1626000000,1002100000,658700000,118200000,6800000,6800000,623900000,24600000,288600000,6800000,288600000,320000000,336600000,196000000,1808900000,1611800000,2902200000,295200000,157018566
2021-12-31,USD,3474400000,1752600000,443300000,631400000,447700000,634400000,1721800000,606700000,736500000,992600000,364800000,627800000,188100000,None,188100000,39100000,90000000,1642200000,1118800000,745900000,155200000,6800000,6800000,523400000,22300000,196700000,6800000,189900000,196700000,366100000,181800000,1832200000,1503400000,2826600000,295200000,158695692
2021-09-30,USD,3300000000,1738100000,486100000,685200000,357700000,623800000,1561900000,539500000,721000000,867000000,315200000,551800000,199100000,None,199100000,71400000,116100000,1403500000,982600000,649600000,100400000,6800000,6800000,420900000,31400000,0,6800000,99600000,137800000,326200000,192500000,1896500000,1357700000,2731700000,295300000,159188790
2021-06-30,USD,3140200000,1585700000,444800000,581900000,330400000,607000000,1554500000,539700000,706400000,865900000,318000000,547900000,137100000,None,137100000,66400000,106900000,1323900000,907000000,612400000,92900000,6800000,6800000,416900000,33900000,0,6800000,99600000,140300000,287800000,188300000,1816300000,1344400000,2641600000,295300000,160241814
2021-03-31,USD,3106800000,1558200000,578500000,665500000,312800000,534500000,1548600000,539100000,688000000,868200000,320900000,547300000,87000000,None,87000000,45400000,97100000,1257800000,836100000,547400000,77700000,6800000,6800000,421700000,35800000,99600000,6800000,99600000,142200000,281900000,190300000,1849000000,1219300000,2565100000,295300000,161526733
2020-12-31,USD,3160700000,1618000000,573100000,689600000,300100000,585000000,1542700000,541300000,681300000,870700000,323900000,546800000,116500000,None,116500000,43300000,89100000,1312400000,886300000,595200000,90000000,6800000,6800000,426100000,34400000,113200000,6800000,106400000,113200000,284300000,177200000,1848300000,1155900000,2509600000,295400000,161632265
2020-09-30,USD,2971100000,1430300000,377900000,509000000,302600000,572900000,1540800000,537100000,658800000,870600000,325800000,544800000,131100000,None,131100000,45800000,90900000,1224000000,805900000,516900000,68700000,6800000,6800000,418100000,34900000,107100000,6800000,107100000,148800000,282200000,266000000,1747100000,1162300000,2431800000,295400000,161411049
