fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,2376349000,5220794000,3147222000,2901220000,1680162000,233802000,462385000,696187000,26125000,-46661000,26125000,46661000,5267455000,-28234000,None,85414000,1651928000,183421000,46661000,1468507000,1493401000,1698589000,1784003000,1468507000
2022-09-30,USD,2336835000,5034890000,3018657000,2737286000,1697840000,205620000,433375000,638995000,15056000,-46052000,15056000,46052000,5080942000,-43095000,None,75751000,1654745000,228866000,46052000,1425879000,1402096000,1700797000,1776548000,1425879000
2022-06-30,USD,2100512000,4586946000,2832976000,2535042000,1479353000,210002000,411157000,621159000,6221000,-46228000,6221000,46228000,4633174000,-120448000,None,87932000,1358905000,149971000,46228000,1208934000,1196618000,1405133000,1493065000,1208934000
2022-03-31,USD,1816625000,4014649000,2481599000,2243791000,1192097000,217408000,407120000,624528000,1938000,-46710000,1938000,46710000,4061359000,-57402000,None,84228000,1134695000,112917000,46710000,1021778000,1012258000,1181405000,1265633000,1021778000
2021-12-31,USD,1977916000,4180570000,2504321000,2248688000,1338139000,236133000,403644000,639777000,2372000,-46765000,2372000,46765000,4227335000,17999000,None,81705000,1356138000,161308000,46765000,1194830000,1188452000,1402903000,1484608000,1194830000
2021-09-30,USD,1976754000,4259392000,2629779000,2327711000,1372233000,222194000,382327000,604521000,4678000,-45056000,4678000,45056000,4304448000,-28857000,None,79874000,1343376000,163632000,45056000,1179744000,1162104000,1388432000,1468306000,1179744000
2021-06-30,USD,1915201000,4091119000,2525900000,2229978000,1315927000,217525000,381749000,599274000,3723000,-51695000,3723000,51695000,4142814000,-7166000,None,78397000,1308761000,164104000,51695000,1144657000,1143826000,1360456000,1438853000,1144657000
2021-03-31,USD,1780131000,3795959000,2289126000,2067523000,1195308000,203703000,381120000,584823000,4209000,-52236000,4209000,52236000,3848195000,-35320000,None,79453000,1159988000,88867000,52236000,1071121000,1063950000,1212224000,1291677000,1071121000
2020-12-31,USD,1603795000,3399923000,2088941000,1852442000,1009724000,218899000,375172000,594071000,4796000,-52551000,4796000,52551000,3452474000,-29941000,None,76389000,979783000,110554000,52551000,869229000,895775000,1032334000,1108723000,869229000
2020-09-30,USD,1506179000,3123590000,1933561000,1670901000,961064000,189748000,355367000,545115000,6959000,-52115000,6959000,52115000,3175705000,-38792000,None,72912000,922272000,98821000,52115000,823451000,834990000,974387000,1047299000,823451000
2020-06-30,USD,1280332000,2741633000,1768415000,1511532000,755722000,185800000,338810000,524610000,9339000,-49250000,9339000,49250000,2790883000,-7553000,None,71083000,748169000,51496000,49250000,696673000,715138000,797419000,868502000,696673000
2020-03-31,USD,1167007000,2462525000,1519092000,1336618000,694114000,164979000,307914000,472893000,18856000,-41580000,18856000,41580000,2504105000,-64619000,None,67248000,629495000,54714000,41580000,574781000,522352000,671075000,738323000,574781000
2019-12-31,USD,1179644000,2538599000,1595520000,1403857000,686511000,174272000,318861000,493133000,25454000,-42615000,25454000,42615000,2581214000,-13924000,None,65530000,672587000,158077000,42615000,514510000,526823000,715202000,780732000,514510000
2019-09-30,USD,981710000,2121222000,1406128000,1184036000,537455000,157428000,286827000,444255000,31784000,-43995000,31784000,43995000,2165217000,-12728000,None,64664000,524727000,58938000,43995000,465789000,457259000,568722000,633386000,465789000
2019-06-30,USD,1080891000,2313311000,1513892000,1280256000,617085000,168228000,295578000,463806000,35062000,-45428000,35062000,45428000,2358739000,-7667000,None,65408000,609418000,67593000,45310000,541825000,540455000,654846000,720254000,541825000
2019-03-31,USD,1074337000,2409505000,1591617000,1364711000,565517000,190306000,318514000,508820000,26966000,-30263000,9290000,30263000,2439768000,20532000,None,82274000,586049000,38659000,30263000,547390000,549422000,616312000,698586000,547390000
2018-12-23,USD,1145033000,2505470000,1583038000,1377640000,690379000,169098000,285556000,454654000,17809000,-19784000,None,19784000,2525254000,-30649000,None,81794000,659730000,90875000,19784000,568855000,561892000,679514000,761308000,568855000
2018-09-23,USD,1058198000,2309037000,1527073000,1272493000,591751000,174775000,291672000,466447000,18933000,-21788000,None,21788000,2330825000,-377000,None,79805000,591374000,58014000,21705000,533374000,533080000,613162000,692967000,533360000
2018-06-30,USD,1479408000,3101526000,1928139000,1646520000,955195000,196500000,327713000,524213000,23265000,-24431000,None,24431000,29000,2954000,None,85119000,958149000,-62997000,23889000,1021141000,1029128000,982580000,1067699000,1021146000
2018-03-31,USD,1330714000,2865316000,1799992000,1561401000,827511000,197791000,305412000,503203000,21761000,-25734000,None,25734000,-1065000,-55810000,None,82236000,771701000,-7099000,25734000,778800000,777529000,797435000,879671000,778800000
