fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,814713000,3808526000,3676869000,2983955000,237805000,576908000,None,692555000,3007000,-40077000,37070000,40077000,3798427000,-3254000,None,27979000,185750000,50103000,40077000,136355000,264925000,225827000,253806000,135647000
2022-09-30,USD,835681000,3881048000,3045367000,3045367000,308540000,527141000,None,527141000,None,-31130000,1565000,32695000,None,2452000,None,24533000,279862000,39358000,None,224663000,192589000,308540000,333073000,225207000
2022-06-30,USD,824475000,3827093000,3002618000,3002618000,265762000,558713000,None,558713000,None,-25087000,1042000,26129000,None,31440000,None,25301000,272115000,59491000,None,196326000,41845000,265762000,291063000,195983000
2022-03-31,USD,870410000,3834059000,2963649000,2963649000,166215000,704195000,None,704195000,None,-21614000,381000,21995000,None,10681000,None,26383000,155282000,46166000,None,88817000,88098000,166215000,192598000,88816000
2021-12-31,USD,796474000,3430297000,3371154000,2584151000,177333000,619141000,None,787154000,1501000,-19426000,1501000,19426000,3380625000,9682000,None,26237000,149923000,15889000,19426000,134266000,140820000,169349000,195586000,134034000
2021-09-30,USD,827765000,3778090000,3367313000,2758723000,251517000,576248000,None,605944000,770000,-19926000,65144000,19926000,3585485000,-61981000,None,26540000,142489000,99344000,19926000,44827000,119114000,251517000,188955000,43145000
2021-06-30,USD,816935000,3558918000,3312690000,2759501000,263746000,553189000,None,553189000,1001000,-20011000,1001000,20011000,3576436000,38658000,None,26405000,274980000,109186000,20011000,165410000,164022000,263746000,321396000,165794000
2021-03-31,USD,767013000,3535941000,3588985000,2780860000,-41112000,808125000,None,808125000,608000,-15464000,608000,15464000,3547873000,-56313000,None,25090000,-9727000,-20772000,15464000,-275000,19945000,-41112000,30827000,11045000
2020-12-31,USD,632060000,3367919000,3218787000,2749776000,213940000,418120000,None,468877000,1124000,-17313000,1124000,17313000,3381836000,156360000,None,22989000,344071000,87023000,17313000,257062000,312566000,213940000,384373000,257048000
2020-09-30,USD,664936000,3479864000,3568773000,2854753000,22474000,642463000,None,714884000,1549000,-14043000,12494000,14043000,3518923000,50177000,None,24076000,-328000,-82321000,14043000,69519000,60625000,22474000,37791000,81993000
2020-06-30,USD,629026000,3368268000,3065681000,2631031000,194376000,434650000,None,434650000,1249000,-18193000,16944000,18193000,3260057000,126249000,None,22276000,312603000,67674000,18193000,226886000,279554000,194376000,353072000,244929000
2020-03-31,USD,648135000,3074876000,3259402000,2779045000,167778000,480357000,None,480357000,985000,-15154000,985000,15154000,3427180000,-330414000,None,22566000,-153209000,-61122000,15154000,-121967000,-158238000,167778000,-115489000,-92087000
2019-12-31,USD,644571000,3408733000,3285548000,2715478000,151345000,493226000,None,570106000,946000,-14817000,946000,14817000,3360049000,116695000,None,22152000,325499000,68489000,14817000,179423000,293656000,151345000,362468000,257010000
2019-09-30,USD,665534000,3392862000,981575000,2727329000,99086000,566446000,None,697288000,2315000,-10120000,20000,10140000,3392862000,-37723000,None,20508000,229049000,86725000,10120000,21946000,-10898000,99086000,259697000,142324000
2019-06-30,USD,626134000,3150644000,3079668000,2543488000,89954000,536180000,None,536180000,3398000,-18978000,3398000,18978000,3169622000,19025000,None,25851000,522461000,-1981000,18978000,89365000,621115000,89954000,567290000,524442000
2019-03-31,USD,616841000,3062173000,2956466000,2474755000,102681000,514160000,None,481711000,1670000,-29423000,1670000,29423000,3091596000,36904000,None,23491000,86370000,29453000,29423000,114755000,53209000,102681000,139284000,56917000
2018-12-31,USD,568520000,3058463000,3031743000,2515268000,113130000,455390000,None,516986000,2104000,-25325000,None,25325000,3083788000,2282000,None,20321000,147054000,22758000,25325000,64894000,74447000,113130000,192700000,124296000
2018-09-30,USD,606232000,4142644000,3536412000,2385625000,160846000,445385000,None,638513000,2088000,-26654000,-1000,26653000,2991856000,6119000,None,29141000,233291000,270832000,26654000,-76997000,-116068000,259944000,289085000,-37541000
2018-06-30,USD,608595000,4156663000,3548068000,2325028000,162512000,446083000,None,563680000,1277000,-23787000,1000,23788000,4156663000,6632000,None,29576000,192934000,42712000,23787000,113336000,39110000,216722000,246298000,150222000
2018-03-31,USD,601628000,3935028000,3333400000,2268667000,68755000,532873000,None,627079000,1785000,-19228000,None,19228000,2870295000,-2661000,None,34307000,118822000,70235000,19228000,-6290000,60507000,138050000,172357000,48587000
