fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,16460841000,8159522000,5606457000,5606457000,38725000,1499611000,8802738000,1487663000,1851955000,3948714000,1419334000,2529380000,408789000,408789000,None,131939000,724989000,16828410000,8303315000,180076000,3156953000,620032000,760264000,7756440000,1794757000,11910686000,620032000,None,5903499000,68716000,455971000,-367569000,6865000,-2971229000,2285000,231263623
2021-12-31,USD,14402318000,6684093000,4884729000,4884729000,33826000,1085779000,8081241000,1091929000,1728198000,3986235000,1395366000,2590869000,293645000,293645000,None,74834000,548453000,14984969000,6855722000,110623000,2891492000,585254000,708969000,7536378000,1729779000,11660550000,585254000,None,5730738000,83087000,431581000,-582651000,6865000,-3327737000,2220000,224674579
2020-12-31,USD,10589303000,3649768000,2537787000,2537787000,22000000,501290000,7198918000,1101414000,1602112000,3353861000,1224658000,2129203000,170494000,170494000,None,39465000,391281000,11061075000,3796569000,86356000,1927923000,53415000,160562000,6742637000,1552821000,10076702000,53415000,None,4908511000,72083000,353267000,-471772000,6865000,-2676833000,2145000,218015037
2019-12-31,USD,10975615000,4192899000,2470362000,2470362000,16106000,1029448000,7079044000,1117932000,1421383000,3237593000,1239095000,1998498000,167603000,167603000,None,57007000,431473000,9829795000,4107599000,100237000,1425422000,37795000,159745000,3614473000,1496431000,6806534000,37795000,None,3309057000,59211000,130648000,1145820000,6865000,-949334000,2113000,213709620
2018-12-31,USD,8496886000,3848074000,2371540000,2371540000,12575000,844520000,4898299000,946593000,1270337000,2853248000,1030305000,1822943000,137211000,137211000,None,42685000,428080000,7397905000,3749866000,90253000,1200000000,82142000,82142000,2937855000,None,5819758000,82142000,None,2815020000,67047000,204977000,1098981000,6865000,-1019223000,2091000,210126738
