fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,123507000,1051425000,927918000,591539000,-195493000,33540000,None,319000000,None,-123399000,91553000,123399000,0,-21519000,None,324178000,-47638000,-2619000,123399000,-43384000,-34509000,75761000,399939000,-45019000
2022-09-30,USD,95979000,1037276000,941297000,571576000,-273669000,35421000,None,369648000,None,-119413000,117443000,119413000,-574000,-9162000,None,301481000,-4744000,-6000000,119987000,3063000,10304000,114669000,416150000,1256000
2022-06-30,USD,118163000,1022938000,904775000,575769000,-210939000,32915000,None,329102000,None,-113951000,114998000,113951000,-7000,-48116000,None,283075000,-46206000,-3790000,113958000,-41202000,-39475000,67745000,350820000,-42416000
2022-03-31,USD,107220000,1017554000,910334000,544034000,-256679000,42998000,None,363899000,None,-110794000,115063000,110794000,0,27190000,None,289064000,34232000,-4500000,110794000,40592000,43955000,145026000,434090000,38732000
2021-12-31,USD,246050000,1022444000,776394000,582576000,76876000,28602000,None,169174000,None,-110455000,112761000,110455000,-2491000,9152000,None,318959000,-45601000,-4747000,112946000,-39105000,-37773000,64854000,383813000,-40854000
2021-09-30,USD,85771000,976078000,890307000,523850000,-130454000,30259000,None,216225000,None,-108816000,106044000,108816000,-29792000,-33673000,None,313596000,64480000,3800000,138608000,62774000,51369000,173296000,486892000,60680000
2021-06-30,USD,142391000,919194000,776803000,494853000,-98360000,30588000,None,240751000,None,-110051000,105284000,110051000,74000,13490000,None,250700000,90032000,3641000,109977000,88288000,80598000,200083000,450783000,86391000
2021-03-31,USD,-5599000,910291000,915890000,487218000,-440640000,40309000,None,435041000,None,-110767000,111017000,110767000,-27090000,9428000,None,314148000,-55009000,2200000,137857000,-55398000,-55351000,55758000,369906000,-57209000
2020-12-31,USD,921165000,921165000,2228629000,1937931000,921165000,23411000,None,244343000,None,-114208000,644000,114208000,-3405000,30759000,None,261966000,109772000,-679000,117613000,111953000,121139000,223980000,485946000,110451000
2020-09-30,USD,-6020000,918940000,924960000,495542000,-417817000,34228000,None,411797000,None,-115505000,114640000,115505000,-7386000,-5681000,None,249366000,9556000,-3195000,122891000,13737000,30469000,125061000,374427000,12751000
2020-06-30,USD,526836000,943198000,416362000,543000,141926000,29984000,None,384910000,None,-123132000,1540000,123132000,0,-5286000,None,349594000,-100814000,56356000,123132000,-159235000,-136522000,22318000,371912000,-157170000
2020-03-31,USD,699537000,1012054000,312517000,727000,613972000,42535000,None,85565000,None,-116696000,4853000,116696000,0,-5783000,None,248837000,324101000,-149016000,116696000,474730000,404273000,440797000,689634000,473117000
2019-12-31,USD,996004000,996004000,372632000,544000,996004000,41627000,None,370666000,None,-116707000,875000,116707000,-39000,8315000,None,348910000,12137000,694000,116746000,12893000,36736000,128844000,477754000,11443000
2019-09-30,USD,703091000,983155000,280064000,627000,423690000,40530000,None,279401000,None,-113967000,620000,113967000,-37434000,-2164000,None,234603000,87259000,2000000,151401000,86918000,65073000,201226000,435829000,85259000
2019-06-30,USD,676336000,950717000,274381000,515000,433101000,43079000,None,243235000,19529000,-110369000,9202000,110369000,-4022000,11481000,None,226187000,152729000,-57800000,114391000,211898000,182923000,263098000,489285000,210529000
2019-03-31,USD,653814000,942874000,289060000,633000,370131000,40760000,None,283683000,17126000,-110619000,111565000,110619000,-405000,-23000,None,235920000,124528000,-1257000,111024000,127588000,133465000,235147000,471067000,125785000
2018-12-31,USD,923263000,923263000,328820000,338000,923263000,38475000,None,341450000,18512000,-110524000,None,110524000,376865000,-58877000,None,244276000,33620000,-28653000,118367000,99195000,50638000,144144000,388420000,62273000
2018-09-30,USD,673824000,936538000,262714000,431000,409866000,39677000,None,263958000,18108000,-107581000,None,107581000,344501000,-1244000,None,218579000,94645000,-7327000,147108000,103263000,104886000,202226000,420805000,101972000
2018-06-30,USD,255573000,942304000,686731000,421947000,-12738000,36656000,None,268311000,56417000,-113029000,None,113029000,360355000,93000,None,223634000,165785000,-734000,112936000,133473000,170132000,278814000,502448000,166519000
2018-03-31,USD,200317000,943705000,743388000,413028000,-133163000,37174000,None,333480000,31181000,-111363000,None,111363000,373832000,-10977000,None,233150000,75461000,-3242000,122340000,80060000,99349000,186824000,419974000,78703000
