fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,3582000000,6226000000,2644000000,3647000000,1564000000,176000000,None,2018000000,7000000,-129000000,7000000,129000000,6210000000,2000000,None,258000000,1477000000,352000000,145000000,1123000000,721000000,1606000000,1864000000,1125000000
2021-12-31,USD,3420000000,5886000000,2466000000,3404000000,1441000000,142000000,None,1979000000,1000000,-125000000,1000000,125000000,5937000000,81000000,None,278000000,1534000000,347000000,158000000,1187000000,968000000,1659000000,1937000000,1187000000
2020-12-31,USD,2903000000,5625000000,2722000000,3510000000,1234000000,181000000,None,1669000000,4000000,-101000000,4000000,101000000,5591000000,5000000,None,202000000,1212000000,279000000,137000000,933000000,1251000000,1313000000,1515000000,933000000
2019-12-31,USD,2535000000,4258000000,1723000000,2434000000,1017000000,164000000,None,1518000000,10000000,-124000000,10000000,124000000,4289000000,5000000,None,190000000,1019000000,245000000,124000000,774000000,618000000,1143000000,1333000000,774000000
2018-12-31,USD,2526000000,4277000000,1751000000,2463000000,1028000000,157000000,None,1498000000,10000000,-150000000,10000000,150000000,4310000000,7000000,None,210000000,1064000000,606000000,150000000,458000000,207000000,1214000000,1424000000,458000000
