fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,2058885000,1410619000,288607000,737873000,447290000,191466000,712999000,357157000,194141000,6571000,None,6571000,466439000,1711000,449266000,42742000,249286000,390283000,263400000,61461000,None,None,None,193410000,None,None,None,None,None,201939000,73374000,1668602000,None,716403000,975276000,47107000
2022-09-30,USD,1931221000,1323457000,316210000,736047000,397435000,161080000,830592000,343123000,None,6571000,None,6571000,493079000,2083000,419837000,36571000,234165000,400512000,290988000,78673000,3417000,None,None,160818000,None,None,None,None,None,200602000,59561000,1530709000,None,633640000,938993000,46941000
2022-06-30,USD,1785693000,1332089000,342867000,811879000,359647000,132581000,507445000,356687000,None,6571000,None,6571000,539623000,2219000,469012000,35055000,66385000,362571000,254487000,77925000,4780000,None,None,160466000,None,None,None,None,None,168322000,60734000,1423122000,None,545920000,891888000,46787000
2022-03-31,USD,1713981000,1247136000,260604000,773512000,311040000,126951000,523241000,369374000,None,6571000,None,6571000,547652000,2376000,512908000,42266000,68052000,387869000,272528000,71572000,6982000,None,None,172364000,None,None,None,None,None,175158000,65559000,1326112000,None,467844000,847966000,46625000
2021-12-31,USD,1585825000,1124852000,189265000,725082000,259417000,110240000,518857000,362962000,171878000,6571000,None,6571000,552546000,2401000,535817000,35540000,69523000,341840000,226944000,83027000,4300000,None,None,173653000,None,None,None,None,None,139617000,67227000,1243985000,None,424879000,803226000,46256000
2021-09-30,USD,1495901000,1064494000,226091000,742038000,208062000,83953000,493097000,340060000,None,6571000,None,6571000,531917000,2501000,515947000,34535000,67050000,333188000,227663000,72092000,6690000,None,2425000,158232000,5780000,None,None,None,5780000,142572000,64506000,1162713000,None,381193000,769858000,46091000
2021-06-30,USD,1372991000,950080000,220210000,670288000,177322000,80636000,484849000,332093000,None,6571000,None,6571000,465784000,2582000,450078000,24917000,66548000,285636000,182731000,58882000,7383000,None,2209000,155619000,5550000,None,None,None,5550000,110298000,64407000,1087355000,None,341382000,733672000,45917000
2021-03-31,USD,1308192000,922430000,218368000,638823000,175223000,86185000,445068000,297741000,None,6571000,None,6571000,443899000,2820000,420455000,24325000,63782000,286615000,187909000,57235000,6998000,None,1953000,148573000,5407000,None,None,None,5407000,116178000,61644000,1021577000,None,315206000,699359000,45737000
2020-12-31,USD,1208491000,841998000,334944000,595113000,157062000,68757000,421559000,281528000,143149000,6571000,None,6571000,297365000,2861000,260169000,22980000,59838000,241904000,146969000,38169000,7238000,None,1406000,143244000,3099000,None,None,None,3099000,96401000,57873000,966587000,None,298746000,657701000,45267000
2020-09-30,USD,1161294000,819143000,179466000,551542000,148096000,96138000,389636000,270310000,None,6571000,None,6571000,416187000,2916000,372076000,25970000,48868000,246725000,158278000,48142000,6442000,None,1391000,131849000,3094000,None,None,None,3094000,99685000,52823000,914569000,None,279653000,632432000,45096000
2020-06-30,USD,1071155000,748864000,156483000,512323000,152119000,57983000,368171000,251980000,None,6571000,None,6571000,384958000,3032000,355840000,29286000,47276000,222210000,136785000,45169000,6731000,None,1532000,126542000,3429000,None,None,None,3429000,79010000,49801000,848945000,None,247864000,605165000,44911000
2020-03-31,USD,1007504000,704785000,154880000,489266000,131499000,56871000,343725000,236807000,None,6571000,None,6571000,348397000,3057000,334386000,29679000,42463000,194314000,112495000,37752000,5221000,None,1140000,118475000,2226000,None,None,None,2226000,65920000,44223000,813190000,None,241465000,581736000,44715000
2019-12-31,USD,956375000,655206000,172960000,455397000,127500000,55194000,345577000,228315000,118931000,6571000,None,6571000,313675000,3138000,282437000,19605000,49090000,182884000,98225000,27271000,3412000,None,1254000,124354000,2357000,None,None,None,2357000,63853000,47063000,773491000,None,229450000,549517000,43616000
2019-09-30,USD,916135000,629295000,205229000,418740000,135634000,60758000,312107000,217043000,None,6571000,None,6571000,None,3264000,213511000,16660000,43343000,181707000,105026000,30318000,4160000,1318000,None,114869000,2508000,None,1318000,None,2508000,70548000,44279000,734428000,None,215692000,528775000,43435000
2019-06-30,USD,868113000,585136000,197012000,366471000,143622000,57504000,307460000,213830000,None,6571000,None,6571000,None,3215000,169459000,19645000,42675000,163959000,88120000,26544000,3203000,1097000,None,113355000,1990000,None,1097000,None,1990000,58373000,43437000,704154000,None,204533000,503759000,43234000
2019-03-31,USD,848209000,574085000,181769000,359024000,142543000,60851000,297751000,205497000,None,6571000,111000,6571000,None,3290000,177255000,13629000,41987000,167958000,91576000,27259000,2927000,1158000,1158000,112719000,2154000,996000,1158000,None,2154000,61390000,42007000,680251000,None,202378000,478913000,43033000
2018-12-31,USD,793432000,580810000,172704000,377281000,136384000,57078000,230475000,150001000,109547000,6682000,111000,6571000,248953000,3241000,204577000,11931000,35979000,153339000,80439000,22678000,2520000,None,None,105280000,None,None,None,None,None,55241000,38525000,640093000,None,194728000,450908000,42505000
2018-09-30,USD,763157000,557401000,131094000,347848000,136790000,61696000,224917000,147497000,None,6879000,308000,6571000,None,5257000,216754000,12876000,33271000,152993000,85507000,27603000,None,None,None,97981000,None,None,None,None,None,56086000,36313000,610164000,None,180819000,435085000,42408000
2018-06-30,USD,719952000,509846000,83075000,313503000,128909000,56353000,224355000,150658000,None,7075000,504000,6571000,None,5247000,230428000,13974000,31335000,140932000,75326000,26689000,None,None,None,94882000,None,None,None,None,None,45400000,34871000,579020000,None,162859000,417866000,42285000
2018-03-31,USD,697767000,484104000,76016000,307259000,111897000,50992000,228194000,153770000,None,7272000,701000,6571000,None,5250000,231243000,16707000,31531000,139461000,73301000,27511000,None,None,None,95205000,None,None,None,None,None,42875000,34260000,558306000,None,152257000,401007000,42145000
