fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,4442000000,12142000000,7700000000,6477000000,3669000000,1195000000,None,1177000000,18000000,-406000000,388000000,406000000,12519000000,-125000000,151000000,28000000,3099000000,510000000,406000000,2646000000,1837000000,3505000000,3533000000,2589000000
2021-12-31,USD,4053000000,12070000000,8017000000,6738000000,2090000000,1253000000,None,1163000000,11000000,-322000000,311000000,322000000,12361000000,152000000,179000000,26000000,1878000000,623000000,322000000,1308000000,1245000000,2200000000,2226000000,1255000000
2020-12-31,USD,3768000000,10745000000,6977000000,5905000000,2781000000,1047000000,None,1101000000,6000000,-334000000,6000000,334000000,11047000000,13000000,167000000,25000000,2417000000,448000000,341000000,2017000000,2141000000,2751000000,2776000000,1969000000
2019-12-31,USD,3517000000,10747000000,7230000000,6054000000,2169000000,1150000000,None,1203000000,8000000,-307000000,8000000,307000000,11022000000,0,172000000,26000000,1829000000,297000000,307000000,1574000000,1408000000,2136000000,2162000000,1532000000
2018-12-31,USD,2553000000,10770000000,8217000000,6103000000,1544000000,1521000000,None,2138000000,5000000,-278000000,5000000,278000000,10795000000,-25000000,176000000,593000000,1280000000,146000000,278000000,1100000000,722000000,1544000000,2151000000,1134000000
