fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,657000000,1427400000,770400000,464200000,245100000,141400000,None,1198300000,17800000,-17600000,28000000,17600000,1443400000,30600000,None,150900000,277400000,89600000,17600000,300800000,376400000,295000000,445900000,187800000
2022-09-30,USD,915500000,1427100000,511600000,420800000,350200000,76300000,None,1095500000,3300000,-18600000,3300000,18600000,1445700000,-34600000,None,14500000,264200000,86800000,18600000,168300000,-152500000,282800000,297300000,177400000
2022-06-30,USD,926000000,1504600000,578600000,407200000,344700000,153500000,None,1185700000,2100000,-25800000,2100000,25800000,1530400000,-90000000,None,14800000,184000000,63000000,25800000,218900000,-171600000,209800000,224600000,121000000
2022-03-31,USD,1030600000,1606200000,575600000,432900000,377700000,123900000,None,1251700000,1200000,-23200000,1200000,23200000,1629400000,-45500000,None,15100000,280500000,82800000,23200000,237500000,130700000,303700000,318800000,197700000
2021-12-31,USD,894000000,1745400000,851400000,458400000,509200000,157200000,None,1254200000,21600000,-23200000,21600000,23200000,1766700000,55100000,None,157800000,557500000,130700000,23200000,557100000,462600000,580700000,738500000,426800000
2021-09-30,USD,1097700000,1726900000,629200000,476700000,463800000,125300000,None,1286200000,1900000,-23100000,1900000,23100000,1750000000,-12100000,None,15600000,469800000,139700000,23100000,545600000,222600000,492900000,508500000,330100000
2021-06-30,USD,1050100000,1696800000,646700000,487000000,470900000,127800000,None,1250500000,400000,-24600000,400000,24600000,1721400000,43400000,None,16000000,522500000,154200000,24600000,495100000,406200000,547100000,563100000,368300000
2021-03-31,USD,994500000,1635900000,641400000,489200000,344300000,112400000,None,1315400000,1300000,-23800000,1300000,23800000,1659700000,34100000,None,15900000,374300000,106500000,23800000,371600000,264600000,398100000,414000000,267800000
2020-12-31,USD,-84000000,1604000000,84000000,486900000,217800000,116500000,None,1412300000,9100000,-24400000,9100000,24400000,1627800000,59900000,None,156700000,280000000,68900000,24400000,-168000000,454500000,304400000,461100000,211100000
2020-09-30,USD,914500000,1464300000,549800000,444500000,268500000,105300000,None,1229100000,2600000,-33800000,12600000,33800000,1497600000,31500000,None,15700000,283600000,91900000,33800000,294700000,359800000,317400000,333100000,191700000
2020-06-30,USD,727100000,1385000000,657900000,454600000,117100000,203300000,None,1301900000,2400000,-34800000,2400000,34800000,1419000000,60000000,None,15200000,83900000,43400000,34800000,62000000,130000000,118700000,133900000,40500000
2020-03-31,USD,986000000,1562800000,576800000,421900000,317000000,139000000,None,1281900000,6400000,-36300000,6400000,36300000,1598900000,-106500000,None,15900000,138900000,57400000,36300000,120000000,-236700000,175200000,191100000,81500000
2019-12-31,USD,998600000,1699100000,700500000,460100000,314600000,62800000,None,1428200000,14000000,-34600000,14000000,34600000,1733500000,-3300000,None,52500000,260200000,80400000,34600000,242600000,396800000,294800000,406500000,179800000
2019-09-30,USD,1102100000,1685800000,583700000,446000000,275100000,137700000,None,1445500000,5900000,-35000000,5900000,35000000,1720600000,13800000,None,48500000,241100000,74000000,35000000,242600000,34200000,276100000,389000000,167100000
2019-06-30,USD,857000000,1406500000,549500000,421900000,18300000,127600000,None,1421100000,3900000,-33000000,3900000,33000000,1439400000,24100000,None,40300000,54600000,14500000,33000000,62000000,42300000,87600000,127900000,40100000
2019-03-31,USD,688400000,1181500000,493100000,381300000,200200000,111800000,None,1014400000,4700000,-33100000,11300000,33100000,1214600000,31100000,None,36300000,243900000,66200000,33100000,190600000,239100000,277000000,313300000,177700000
2018-12-31,USD,798800000,1255900000,457100000,337400000,230400000,-22400000,None,1025500000,10300000,-29200000,None,29200000,1252900000,-41900000,None,36500000,167400000,53200000,29200000,-308800000,-35000000,196600000,233100000,114200000
2018-09-30,USD,834900000,1341800000,506900000,385500000,322100000,121400000,None,1019700000,4000000,-29600000,None,29600000,1341800000,5900000,None,39600000,330700000,61100000,29600000,403400000,247500000,360300000,399900000,269600000
2018-06-30,USD,841900000,1360600000,518700000,381100000,331300000,137600000,None,1029300000,2800000,-29500000,None,29500000,1360600000,1400000,None,32400000,317400000,72300000,29500000,386500000,12800000,346900000,379300000,245100000
2018-03-31,USD,1232800000,1355800000,123000000,390400000,321100000,123000000,None,1034700000,4200000,-23200000,None,23200000,1298900000,-5400000,None,33600000,322300000,68400000,23200000,265200000,316900000,345500000,379100000,253900000
