fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,6676104000,2325156000,253199000,253199000,988955000,672271000,4350948000,522745000,677396000,3354036000,586857000,2767179000,78715000,64099000,None,147441000,260162000,2937977000,732714000,196003000,236712000,9900000,9900000,2205263000,138874000,1790689000,9900000,None,1800589000,312169000,50603000,3738127000,1623256000,3920197000,588000,146901134
2022-09-30,USD,5177560000,2033697000,207163000,207163000,864852000,620483000,3143863000,487376000,620188000,2276994000,338151000,1938843000,7890000,7890000,None,126134000,173429000,1744673000,692659000,181485000,205815000,9906000,9906000,1052014000,135290000,785436000,9906000,None,795342000,324055000,5838000,3432887000,1623256000,3759783000,586000,146459032
2022-06-30,USD,5095853000,1931478000,273710000,273710000,743910000,575950000,3164375000,498181000,633114000,2282386000,345944000,1936442000,9918000,9918000,None,131265000,171748000,1735102000,689299000,159245000,204122000,9916000,9916000,1045803000,142309000,765325000,9916000,None,775241000,318382000,5974000,3360751000,1623256000,3613736000,586000,146410721
2022-03-31,USD,4905264000,1704300000,201769000,201769000,664943000,508580000,3200964000,513250000,652141000,2302301000,355984000,1946317000,12477000,12477000,None,329008000,169400000,1626460000,667265000,149797000,206543000,11967000,11967000,959195000,151384000,668735000,11967000,None,680702000,326276000,5103000,3278804000,1623256000,3480163000,585000,146266059
2021-12-31,USD,4734742000,1547240000,194476000,194476000,592146000,526036000,3187502000,477778000,633628000,2323472000,372013000,1951459000,13854000,13854000,None,234582000,165538000,1588907000,621064000,163369000,206074000,12000000,12000000,967843000,156882000,667979000,12000000,None,679979000,286803000,6350000,3145835000,1623256000,3362570000,585000,146212170
2021-09-30,USD,4729167000,1586255000,276149000,276149000,506644000,575554000,3142912000,467344000,616720000,2297437000,375400000,1922037000,15768000,15768000,None,227908000,162991000,1703118000,624158000,173696000,205783000,12000000,12000000,1078960000,144437000,793668000,12000000,None,805668000,274106000,5981000,3026049000,1623256000,3222064000,583000,145711208
2021-06-30,USD,4728125000,1574757000,295278000,295278000,457033000,614292000,3153368000,463490000,622139000,2320483000,392582000,1927901000,17154000,17154000,None,128793000,160916000,1842446000,911766000,138008000,201107000,12000000,12000000,930680000,138364000,643351000,12000000,None,655351000,294057000,6802000,2885679000,1623256000,3079640000,583000,145648
2021-03-31,USD,4585724000,1466150000,230635000,230635000,484061000,525014000,3119574000,455106000,600898000,2335550000,409559000,1925991000,16714000,16714000,None,226440000,150227000,1876490000,876541000,117222000,192240000,11990000,11990000,999949000,137765000,719046000,11990000,None,731036000,304693000,6067000,2709234000,1623256000,2941336000,582000,145516594
2020-12-31,USD,4572856000,1451485000,255865000,255865000,474821000,509364000,3121371000,459472000,601424000,2323490000,412998000,1910492000,21681000,21681000,None,168745000,157490000,1707872000,577335000,122166000,192137000,11988000,11988000,1130537000,140086000,813732000,11988000,None,825720000,243726000,9481000,2864984000,1623256000,3076569000,580000,145504098
2020-09-30,USD,4620844000,1542609000,421414000,421414000,478006000,464892000,3078235000,424819000,581721000,2332637000,432894000,1899743000,18071000,18071000,None,178297000,145518000,1941984000,590853000,117589000,185922000,11988000,11988000,1351131000,132512000,1044435000,11988000,None,1056423000,269859000,8568000,2678860000,1623256000,2953709000,580000,144908192
2020-06-30,USD,4587376000,1523459000,463156000,463156000,416915000,474643000,3063917000,417335000,551831000,2338492000,448168000,1890324000,14109000,14109000,None,168745000,148677000,2090349000,602761000,135786000,185924000,33250000,11987000,1487588000,123143000,1164133000,21263000,None,1176120000,195078000,8347000,2497027000,1623256000,2832991000,580000,144887175
2020-03-31,USD,4510543000,1469758000,352861000,352861000,358772000,554859000,3040785000,397209000,506090000,2349421000,464963000,1884458000,50118000,None,None,203266000,140557000,2254112000,551519000,116148000,181725000,34782000,11987000,1702593000,130046000,1364849000,22795000,None,1376836000,326274000,7527000,2256431000,1623256000,2711639000,579000,144662470
2019-12-31,USD,4353939000,1300485000,204095000,204095000,377784000,528039000,3053454000,408364000,539513000,2351508000,480861000,1870647000,54739000,54739000,None,190567000,163948000,2095833000,500045000,114322000,179090000,32022000,11984000,1595788000,99496000,1287509000,20038000,None,1299493000,280789000,2062000,2258106000,1623256000,2604910000,578000,144598711
2019-09-30,USD,4154558000,1161098000,172154000,172154000,357033000,493836000,2993460000,382970000,511114000,2353274000,496847000,1856427000,45391000,45391000,None,138075000,141334000,2037307000,550457000,109742000,169622000,31540000,11992000,1486850000,85386000,1208210000,19548000,None,1220202000,341769000,2047000,2117251000,1623256000,2500506000,575000,143769244
2019-06-30,USD,4107682000,1145366000,147128000,147128000,349641000,528484000,2962316000,387460000,511515000,2378399000,521950000,1856449000,52103000,21700000,None,120113000,150979000,2035489000,555991000,115725000,169810000,11992000,11992000,1479498000,None,1258861000,11992000,None,1270853000,339607000,2058000,2072193000,1623256000,2436410000,575000,143654830
2019-03-31,USD,4098526000,1102696000,146513000,146513000,319930000,511403000,2995830000,382496000,505848000,2455586000,516450000,1939136000,49146000,49146000,None,124850000,125733000,2077197000,462969000,124466000,None,12346000,12346000,1614228000,None,1323349000,12346000,None,1335695000,243869000,865000,2021329000,1623256000,2420731000,573000,143345972
2018-12-31,USD,3859816000,1063539000,149468000,149468000,296511000,477191000,2796277000,381505000,488983000,2243971000,484926000,1759045000,62859000,62859000,None,140369000,138098000,1903772000,436443000,110335000,None,11978000,11978000,1467329000,None,1185500000,11978000,None,1197478000,241445000,202772000,1956044000,1623256000,2368339000,573000,143279017
2018-09-30,USD,3067538000,1088243000,230188000,230188000,282555000,463743000,1979295000,381822000,479983000,1434223000,242193000,1192030000,41982000,41982000,None,111757000,117024000,1167282000,421108000,98709000,None,11975000,11975000,746174000,None,517637000,11975000,None,529612000,245602000,534000,1900256000,1623256000,2296473000,570000,142494116
2018-06-30,USD,3063923000,1065717000,188701000,188701000,268701000,483681000,1998206000,386550000,474314000,1284128000,215184000,1068944000,41226000,41226000,None,124634000,273710000,1004943000,511249000,92723000,132424000,11466000,11466000,493694000,None,269988000,11466000,None,281454000,346232000,924000,2058980000,1600412000,2432328000,571000,142679632
2018-03-31,USD,3534208000,1604406000,704281000,704281000,288703000,498425000,1929802000,397981000,498540000,1309171000,228223000,1080948000,41149000,41149000,None,112997000,176368000,1467244000,461460000,88157000,124835000,None,810000000,1005784000,None,810000000,810000000,None,810000000,315302000,2473000,2066964000,1574508000,2372487000,571000,142723698
