fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,119700000,1141600000,1021900000,539200000,176000000,340400000,None,486800000,None,-54500000,54600000,54500000,1196100000,19900000,None,142300000,140500000,32300000,54500000,109100000,230700000,195000000,337300000,108200000
2022-09-30,USD,195800000,1197200000,1001400000,542500000,242900000,318000000,None,460300000,None,-47100000,47100000,47100000,1244300000,23900000,None,140900000,218500000,52800000,47100000,166900000,-16600000,265600000,406500000,165700000
2022-06-30,USD,263000000,1275100000,1012100000,542100000,304600000,330200000,None,471800000,None,-41600000,41600000,41600000,1316700000,1800000,None,139800000,264000000,63400000,41600000,201400000,4000000,305600000,445400000,200600000
2022-03-31,USD,292700000,1323500000,1030800000,553400000,332400000,340300000,None,478600000,None,-39700000,39700000,39700000,1363200000,11100000,None,137100000,302800000,81000000,39700000,222800000,299200000,342500000,479600000,221800000
2021-12-31,USD,211100000,1212100000,1001000000,525600000,252200000,343200000,None,520900000,None,-38500000,38500000,38500000,1250600000,-75500000,None,132200000,137300000,15200000,38500000,123000000,82500000,175800000,308000000,122100000
2021-09-30,USD,238200000,1187900000,949700000,489000000,273200000,344200000,None,461900000,None,-35000000,35000000,35000000,1222900000,27200000,None,116500000,264200000,58800000,35000000,206600000,105300000,299200000,415700000,205400000
2021-06-30,USD,271100000,1199900000,928800000,483000000,306000000,328400000,None,446100000,None,-34900000,34900000,34900000,1234800000,6000000,None,117400000,276300000,61200000,34900000,215900000,219200000,311200000,428600000,215100000
2021-03-31,USD,269600000,1176000000,906400000,483300000,306600000,308800000,None,422600000,None,-37200000,37200000,37200000,1213200000,-900000,None,114300000,267200000,65600000,37200000,202900000,212700000,304400000,418700000,201600000
2020-12-31,USD,1118500000,1118500000,949000000,480900000,169500000,366600000,None,517300000,None,-36900000,36900000,36900000,1118500000,-38100000,None,101500000,91300000,16800000,36900000,169500000,77700000,128200000,229700000,74500000
2020-09-30,USD,167000000,1030900000,863900000,433200000,204400000,330000000,None,430900000,None,-37400000,37400000,37400000,1068300000,139100000,None,100700000,305300000,76800000,37400000,225000000,277600000,342700000,443400000,228500000
2020-06-30,USD,130200000,946200000,816000000,409300000,166800000,309900000,None,411100000,None,-36600000,36600000,36600000,982800000,-1800000,None,96800000,128200000,28000000,36600000,96100000,333600000,164800000,261600000,100200000
2020-03-31,USD,105200000,927200000,822000000,414100000,135900000,316000000,None,410400000,None,-30700000,30700000,30700000,957900000,51100000,None,91900000,154400000,37500000,30700000,114500000,-176900000,185100000,277000000,116900000
2019-12-31,USD,905800000,905800000,858700000,382800000,47000000,389000000,None,533300000,None,-29400000,29400000,29400000,905800000,25400000,None,86900000,33400000,17600000,29400000,47000000,10800000,62800000,149700000,15800000
2019-09-30,USD,93600000,847700000,754100000,374500000,121600000,295500000,None,379600000,None,-28000000,28000000,28000000,875700000,2900000,None,84100000,97800000,14000000,28000000,82500000,2200000,125800000,209900000,83800000
2019-06-30,USD,86200000,852400000,766200000,376900000,113800000,306800000,None,389300000,None,-27600000,27600000,27600000,880000000,2800000,None,82500000,90200000,20700000,27600000,68300000,11700000,117800000,200300000,69500000
2019-03-31,USD,-257100000,819400000,1076500000,387500000,-617900000,998900000,None,1076500000,None,-26700000,None,26700000,846100000,2100000,None,77600000,-641300000,-88100000,26700000,-554400000,-514700000,-614600000,-537000000,-553200000
2018-12-31,USD,789200000,835300000,46100000,372200000,46100000,337900000,None,46100000,None,-26500000,None,26500000,835300000,19500000,None,79100000,27300000,1700000,26500000,46100000,26700000,53800000,132900000,25600000
2018-09-30,USD,414100000,807500000,393400000,376700000,64100000,317500000,None,393400000,None,-26700000,None,26700000,834200000,1300000,None,75900000,37500000,-900000,26700000,39600000,-1600000,64200000,140100000,38400000
2018-06-30,USD,515800000,850500000,334700000,348600000,193600000,257500000,None,334700000,None,-26400000,None,26400000,876900000,2200000,None,77200000,168100000,23300000,26400000,146100000,-5200000,194500000,271700000,144800000
2018-03-31,USD,120300000,841800000,721500000,342800000,144200000,300500000,None,378700000,None,-23900000,None,23900000,865700000,2900000,None,78200000,120300000,29400000,23900000,93800000,137800000,144200000,222400000,90900000
