fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,198559000,503148000,304589000,304589000,107376000,56788000,36561000,93349000,1240000,-2166000,1240000,3406000,505314000,None,12350000,-20844000,105210000,24435000,3406000,80775000,80775000,108616000,87772000,80775000
2022-09-30,USD,229517000,527778000,298261000,298261000,140723000,57225000,32993000,84094000,152000,-1424000,152000,1576000,529202000,None,12416000,45610000,139299000,32750000,1576000,106549000,106549000,140875000,186485000,106549000
2022-06-30,USD,194876000,481691000,286815000,286815000,103772000,58124000,33961000,92184000,16000,-981000,16000,997000,482672000,None,12450000,44722000,102791000,22365000,997000,80426000,80426000,103788000,148510000,80426000
2022-03-31,USD,195233000,477572000,282339000,282339000,111589000,53607000,30725000,84332000,3000,-688000,3000,691000,478260000,None,12496000,44449000,110901000,26194000,691000,84707000,84707000,111592000,156041000,84707000
2021-12-31,USD,210630000,493455000,282825000,282825000,125662000,55493000,29916000,85409000,6000,-441000,6000,447000,493896000,None,12686000,44280000,125221000,29551000,447000,95670000,95670000,125668000,169948000,95670000
2021-09-30,USD,211179000,487815000,276636000,276636000,133595000,51071000,26754000,77991000,7000,-241000,7000,248000,488056000,None,13157000,44173000,133354000,31240000,248000,102114000,102114000,133602000,177775000,102114000
2021-06-30,USD,174756000,449674000,274918000,274918000,96296000,50259000,28814000,79292000,6000,-613000,6000,619000,450287000,None,12699000,43743000,95683000,18821000,619000,76862000,76862000,96302000,140045000,76862000
2021-03-31,USD,165740000,433510000,267770000,267770000,91203000,47408000,27395000,74803000,24000,-266000,24000,290000,433776000,None,13164000,44189000,90937000,19528000,290000,71409000,71409000,91227000,135416000,71409000
2020-12-31,USD,164514000,422296000,257782000,257782000,93632000,44167000,26780000,70954000,52000,-65000,52000,117000,422361000,None,13261000,44073000,93567000,21585000,117000,71982000,71982000,93684000,137757000,71982000
2020-09-30,USD,188822000,451751000,262929000,262929000,117588000,45226000,26057000,71129000,68000,-49000,68000,117000,451800000,None,13391000,43743000,117539000,26323000,117000,91216000,91216000,117656000,161399000,91216000
2020-06-30,USD,155577000,410412000,254835000,254835000,76798000,49002000,29902000,78904000,86000,-125000,86000,211000,410537000,1137000,13394000,43833000,76673000,15328000,211000,61345000,61345000,76884000,120717000,61345000
2020-03-31,USD,170867000,429438000,258571000,258571000,91938000,50589000,28308000,78897000,197000,32000,197000,165000,429406000,None,13448000,43735000,91970000,18115000,165000,73855000,73855000,92135000,135870000,73855000
2019-12-31,USD,170042000,419309000,249267000,249267000,93704000,48961000,27187000,76148000,346000,190000,346000,156000,419119000,None,12656000,42149000,93894000,21796000,156000,72098000,72098000,94050000,136199000,72098000
2019-09-30,USD,192566000,438357000,245791000,245791000,118187000,49436000,24591000,74035000,508000,352000,508000,156000,438005000,None,12708000,42088000,118539000,29169000,156000,89370000,89370000,118695000,160783000,89370000
2019-06-30,USD,153240000,393280000,240040000,240040000,79418000,49131000,24920000,74051000,178000,-229000,178000,407000,393509000,876000,12656000,41306000,79189000,18196000,407000,60993000,60993000,79596000,120902000,60993000
2019-03-31,USD,144701000,380295000,235594000,235594000,76441000,44887000,23442000,68329000,155000,-69000,155000,224000,380364000,None,12252000,40711000,76372000,17120000,224000,59252000,59252000,76596000,117307000,59252000
2018-12-31,USD,159095000,386379000,227284000,227284000,88204000,46797000,23990000,70787000,252000,104000,252000,148000,386275000,None,11567000,39886000,88308000,20219000,148000,68089000,68089000,88456000,128342000,68089000
2018-09-30,USD,172575000,392687000,220112000,220112000,103222000,45183000,24026000,69239000,291000,144000,291000,147000,392543000,None,10903000,38730000,103366000,19815000,147000,83551000,83551000,103513000,142243000,83551000
2018-06-30,USD,193623000,417229000,223606000,235682000,84950000,45294000,24406000,73021000,152000,-595000,152000,747000,0,1894000,11505000,39729000,84355000,16519000,747000,85280000,85280000,85102000,148407000,67836000
2018-03-31,USD,166167000,384684000,218517000,221592000,90706000,42234000,22591000,66776000,130000,-604000,130000,734000,0,None,11868000,38944000,90102000,21017000,734000,72395000,72395000,90836000,135390000,69085000
