fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2023-01-31,USD,382200000,975304000,593104000,530224000,365525000,60975000,None,62880000,None,14480000,14480000,0,956724000,-2902000,36500000,1905000,377103000,83426000,None,293677000,336106000,365525000,379008000,293677000
2022-10-31,USD,318231000,902007000,583776000,523889000,311503000,57980000,None,61170000,None,4422000,4422000,0,893485000,-2822000,37200000,1907000,313103000,67255000,None,245848000,216277000,311503000,315010000,245848000
2022-07-31,USD,288883000,866183000,577300000,501816000,324793000,72179000,None,2190924000,None,-2656000,-2656000,0,866288000,-1910000,25300000,1956000,303468000,39733000,16759000,263735000,1337096000,324793000,305424000,263735000
2022-04-30,USD,369808000,939049000,569241000,503664000,372755000,63522000,None,65577000,None,-4492000,-4491000,1000,939941000,1342000,34700000,2055000,369605000,90985000,1000,278620000,249526000,372755000,371661000,278620000
2022-01-31,USD,344640000,866727000,522087000,464118000,347328000,56014000,None,57969000,None,-4433000,-4431000,2000,867460000,-840000,31400000,1955000,342055000,54643000,2000,287412000,275288000,347328000,344012000,287412000
2021-10-31,USD,326411000,808670000,482259000,425102000,330121000,54909000,None,56422000,None,-5107000,-5105000,2000,810572000,812000,29900000,1953000,325826000,65463000,2000,260363000,249845000,330121000,327781000,260363000
2021-07-31,USD,284776000,747625000,462849000,391147000,301500000,69683000,None,516590000,None,-5020000,-5015000,5000,748853000,2564000,18500000,1711000,299044000,43070000,5000,255974000,1193273000,301500000,300760000,255974000
2021-04-30,USD,324298000,732064000,407766000,352569000,328111000,53230000,None,459029000,None,-5346000,-5330000,16000,733910000,770000,30200000,1967000,323535000,36739000,16000,286796000,291852000,328111000,325518000,286796000
2021-01-31,USD,255105000,615782000,360677000,309533000,258221000,49277000,None,408087000,None,-4849000,-4826000,23000,617031000,-920000,29700000,1867000,252452000,59012000,23000,193440000,215214000,258221000,254342000,193440000
2020-10-31,USD,246425000,592738000,346313000,296171000,248594000,48175000,None,391134000,None,-5032000,-5011000,21000,594170000,3253000,27100000,1967000,246815000,46530000,21000,200285000,192879000,248594000,248803000,200285000
2020-07-31,USD,250431000,525659000,275228000,275228000,205715000,52416000,None,372530000,99000,-4803000,99000,4902000,525827000,971000,15100000,2129000,201883000,36350000,4902000,201883000,-351006000,206785000,208914000,165533000
2020-04-30,USD,242613000,550360000,307747000,307747000,195101000,47512000,None,402771000,225000,-5578000,225000,5803000,550360000,2277000,24500000,2541000,191800000,44313000,5803000,147487000,275921000,197603000,200144000,147487000
2020-01-31,USD,259889000,575140000,315251000,57900000,209892000,49997000,None,415245000,450000,-4464000,450000,4914000,575140000,-354000,22000000,2300000,205074000,36367000,4914000,168707000,336834000,209988000,212288000,168707000
2019-10-31,USD,254869000,554424000,299555000,58764000,205391000,49478000,None,398621000,585000,-4026000,585000,4611000,554696000,717000,20500000,2655000,202082000,-16098000,4611000,218180000,449599000,206693000,209348000,218180000
2019-07-31,USD,242619000,542575000,299956000,65552000,192802000,57317000,None,407000000,347000,-2377000,2225000,4602000,541895000,-1477000,11500000,2500000,187070000,33574000,4602000,187070000,134158000,191672000,194172000,153496000
2019-04-30,USD,251579000,553116000,301537000,70984000,207494000,44085000,None,389707000,240000,-5324000,5084000,5324000,553116000,1719000,18600000,2500000,204129000,11388000,5324000,192741000,186773000,209453000,211953000,192741000
2019-01-31,USD,208226000,484898000,276672000,61212000,164739000,43487000,None,363646000,678000,-5233000,None,5233000,484898000,4782000,17800000,2600000,164966000,33593000,5233000,131373000,139796000,170199000,172799000,131373000
2018-10-31,USD,195918000,461368000,265450000,57756000,151440000,44478000,None,354432000,960000,-4651000,None,4651000,461470000,1037000,18900000,2900000,148786000,34703000,4651000,114083000,106365000,153437000,156337000,114083000
2018-07-31,USD,188425000,449223000,260798000,50313000,134837000,58357000,None,371985000,617000,-4599000,None,4599000,804000,1874000,None,3100000,132736000,22988000,4599000,128429000,92232000,137335000,140435000,109748000
2018-04-30,USD,219068000,478198000,259130000,57538000,174619000,44449000,None,348028000,282000,-4416000,None,4416000,478198000,731000,None,3600000,171159000,43811000,4416000,127405000,115849000,175575000,179175000,127348000
