fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,1932000000,4938000000,3006000000,3006000000,777000000,884000000,271000000,1155000000,None,-59000000,None,59000000,None,None,None,157000000,718000000,151000000,None,567000000,None,764000000,921000000,554000000
2022-09-30,None,1773000000,4576000000,2803000000,2803000000,605000000,None,260000000,1168000000,None,None,None,None,None,None,None,None,622000000,129000000,None,None,None,None,616000000,487000000
2021-12-31,USD,1862000000,4589000000,2727000000,2727000000,727000000,910000000,225000000,1135000000,None,0,6000000,6000000,None,None,None,154000000,755000000,179000000,None,576000000,None,749000000,903000000,564000000
