fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-12-31,USD,15503000000,1376000000,812000000,812000000,None,374000000,14496000000,104000000,538000000,13336000000,3212000000,10124000000,None,182000000,0,366000000,638000000,14193000000,2878000000,75000000,1729000000,233000000,259000000,11929000000,64000000,10064000000,233000000,9831000000,10064000000,795000000,46000000,1310000000,None,-1419000000,2838000000,639000000
2022-09-30,USD,15882000000,1622000000,1095000000,1095000000,None,318000000,14627000000,108000000,527000000,13458000000,3332000000,10126000000,None,182000000,0,345000000,644000000,14184000000,2825000000,66000000,1684000000,175000000,199000000,11954000000,65000000,10058000000,175000000,9883000000,10058000000,852000000,43000000,1698000000,None,-1665000000,3378000000,661000000
2022-06-30,USD,6247000000,1629000000,1291000000,1291000000,None,None,4618000000,56000000,516000000,3854000000,993000000,2861000000,None,178000000,0,180000000,638000000,6546000000,2624000000,71000000,None,None,633000000,3922000000,88000000,3328000000,614000000,2714000000,3416000000,689000000,43000000,-299000000,None,-1734000000,1479000000,571000000
2022-03-31,USD,6943000000,2260000000,1887000000,1891000000,None,155000000,5059000000,60000000,515000000,3896000000,1023000000,2873000000,None,178000000,4000000,193000000,653000000,7036000000,3065000000,63000000,1306000000,1000000000,1018000000,4527000000,93000000,3736000000,1000000000,2736000000,3736000000,639000000,47000000,-93000000,None,-1940000000,1851000000,582000000
2021-12-31,USD,6873000000,2157000000,1771000000,1781000000,None,187000000,5077000000,63000000,518000000,3930000000,1054000000,2876000000,20000000,176000000,10000000,205000000,643000000,6971000000,2883000000,83000000,1257000000,1086000000,1106000000,4659000000,101000000,3843000000,1086000000,2757000000,3843000000,405000000,53000000,-98000000,None,-2060000000,1940000000,582000000
2021-09-30,USD,6733000000,1950000000,1526000000,1541000000,None,None,4783000000,67000000,515000000,3960000000,1064000000,2896000000,None,185000000,15000000,243000000,663000000,6965000000,2814000000,81000000,None,None,1093000000,4151000000,108000000,3852000000,1073000000,2779000000,3960000000,409000000,56000000,-232000000,None,-2262000000,1996000000,582000000
2021-06-30,USD,6565000000,1786000000,1230000000,1245000000,None,None,4779000000,71000000,554000000,3959000000,1096000000,2863000000,None,None,15000000,198000000,678000000,7062000000,2221000000,76000000,None,None,462000000,4841000000,None,3860000000,438000000,3422000000,3944000000,441000000,55000000,-497000000,None,-2595000000,2049000000,581000000
2021-03-31,USD,6361000000,1538000000,933000000,951000000,None,213000000,5208000000,78000000,555000000,3983000000,1116000000,2867000000,None,None,18000000,237000000,686000000,6861000000,2136000000,52000000,1265000000,313000000,339000000,5290000000,None,3601000000,313000000,3288000000,3601000000,428000000,60000000,-500000000,None,-2776000000,2229000000,580000000
2020-12-31,USD,6357000000,1848000000,1046000000,1073000000,None,None,4509000000,70000000,553000000,3605000000,999000000,2606000000,None,None,27000000,394000000,754000000,6849000000,1821000000,67000000,None,None,87000000,5028000000,None,3605000000,63000000,3542000000,3702000000,491000000,71000000,-492000000,None,-2970000000,2420000000,587000000
2020-09-30,USD,6313000000,1792000000,1009000000,1049000000,None,None,4521000000,75000000,548000000,3616000000,1020000000,2596000000,None,None,40000000,377000000,745000000,6789000000,1748000000,66000000,None,None,75000000,5041000000,None,3603000000,47000000,3556000000,3712000000,499000000,68000000,-476000000,None,-3148000000,2650000000,592000000
