fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,870200000,1207800000,337600000,193000000,668300000,187200000,None,239600000,None,-700000,None,700000,None,-1017300000,None,-42600000,827300000,189400000,39900000,637900000,604400000,668300000,785400000,637900000
2022-09-30,USD,884300000,1227800000,343500000,189600000,738800000,96200000,None,197800000,None,-700000,None,700000,None,-581100000,34500000,57700000,880000000,200400000,40400000,679600000,611500000,738800000,938400000,679600000
2022-06-30,USD,900600000,1237200000,336600000,185300000,749700000,92100000,None,202400000,None,-700000,None,700000,None,-217300000,33000000,59200000,866700000,204200000,39900000,662500000,602800000,749700000,926600000,662500000
2022-03-31,USD,1008300000,1346600000,338300000,185200000,859100000,92500000,None,204900000,None,-700000,None,700000,None,-46700000,33500000,60600000,916300000,205300000,42500000,711000000,685500000,859100000,977600000,711000000
2021-12-31,USD,814800000,1147300000,332500000,201700000,631700000,169100000,None,181300000,None,-800000,None,800000,None,74200000,None,-37700000,799300000,174100000,41900000,625200000,641400000,631700000,762400000,625200000
2021-09-30,USD,739800000,1109900000,370100000,198600000,613700000,110300000,None,220800000,None,-700000,None,700000,None,311800000,37200000,61200000,1096100000,169600000,41800000,926300000,857800000,613700000,1158000000,926500000
2021-06-30,USD,803400000,1179200000,375800000,211700000,674700000,102600000,None,220100000,None,-800000,None,800000,None,-25000000,37100000,61500000,725800000,215500000,41700000,510600000,532800000,674700000,788100000,510300000
2021-03-31,USD,862400000,1253300000,390900000,225000000,725100000,102600000,None,220600000,None,-800000,None,800000,None,-18400000,37600000,62800000,751900000,177500000,41500000,574800000,523000000,725100000,815500000,574400000
2020-12-31,USD,1098500000,1098500000,346400000,215600000,515000000,217400000,None,216700000,None,-800000,None,800000,None,-16000000,None,-85500000,534200000,110200000,41700000,535000000,515200000,515000000,449500000,424000000
2020-09-30,USD,669400000,1080700000,411300000,216400000,525000000,114400000,None,262000000,None,-800000,None,800000,None,-14400000,39700000,80500000,536700000,125000000,41700000,411500000,468500000,525000000,618000000,411700000
2020-06-30,USD,769400000,1182300000,412900000,217000000,637500000,117200000,None,254700000,None,-800000,None,800000,None,-15200000,36700000,78700000,661300000,158000000,41900000,503300000,516400000,637500000,740800000,503300000
2020-03-31,USD,1107500000,1522100000,414600000,207500000,959900000,104500000,None,285900000,None,-900000,106200000,900000,None,-76800000,35300000,79500000,988700000,222500000,40900000,766800000,736600000,959900000,1069100000,766200000
2019-12-31,USD,1138400000,1138400000,486700000,217600000,573000000,188700000,None,356600000,None,-900000,150100000,900000,None,-99000000,None,38000000,624600000,155100000,42000000,624100000,505100000,573000000,663500000,469500000
2019-09-30,USD,887900000,1277300000,389400000,223500000,685200000,95900000,None,271800000,None,-900000,177500000,900000,None,-139500000,41400000,41400000,723200000,86900000,42800000,636300000,598500000,685200000,765500000,636300000
2019-06-30,USD,908800000,1272700000,363900000,227300000,698600000,90300000,None,225900000,None,-900000,138000000,900000,None,-134500000,46300000,46300000,701300000,187500000,45100000,514600000,518600000,698600000,748500000,513800000
2019-03-31,USD,829900000,1179600000,349700000,230300000,631000000,86500000,None,197100000,None,-900000,None,900000,None,-161900000,32900000,32900000,641200000,144300000,48100000,495900000,492400000,631000000,675000000,496900000
2018-12-31,USD,1236600000,1236600000,442500000,205500000,649900000,185800000,None,401000000,None,None,None,49500000,None,-154400000,None,32900000,669000000,283500000,49500000,670500000,372100000,649900000,682800000,385500000
2018-09-30,USD,652100000,904200000,252100000,151400000,549900000,77000000,None,152300000,None,None,None,45000000,None,-141700000,None,30200000,561800000,150000000,45000000,411800000,411900000,549900000,580100000,411800000
2018-06-30,USD,764100000,1059600000,295500000,39900000,666900000,228100000,None,329200000,None,None,None,33100000,None,-155300000,None,27500000,756800000,190700000,33100000,566100000,564800000,666900000,694400000,566100000
2018-03-31,USD,790600000,1109000000,318400000,49500000,740900000,240800000,None,294900000,None,None,None,30100000,None,-118600000,None,28100000,788700000,189900000,30100000,598800000,600600000,740900000,769000000,598800000
