fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,384000000,2259000000,2281000000,1964000000,56000000,269000000,37000000,352000000,63000000,-168000000,33000000,168000000,2353000000,5000000,None,49000000,-73000000,-840000000,168000000,768000000,747000000,95000000,144000000,767000000
2022-09-30,USD,546000000,2143000000,1964000000,1755000000,308000000,184000000,25000000,236000000,64000000,-154000000,34000000,154000000,2297000000,5000000,None,10000000,318000000,127000000,154000000,192000000,131000000,472000000,482000000,191000000
2022-06-30,USD,705000000,2449000000,1989000000,1781000000,483000000,197000000,26000000,222000000,37000000,-48000000,1000000,48000000,2497000000,-3000000,None,11000000,546000000,112000000,48000000,440000000,329000000,594000000,605000000,434000000
2022-03-31,USD,745000000,2499000000,1978000000,1793000000,531000000,174000000,24000000,212000000,38000000,-35000000,1000000,35000000,2534000000,2000000,None,11000000,614000000,112000000,35000000,502000000,498000000,649000000,660000000,502000000
2021-12-31,USD,721000000,2326000000,1746000000,1554000000,517000000,170000000,23000000,217000000,34000000,-21000000,49000000,21000000,2273000000,-2000000,None,27000000,551000000,27000000,21000000,528000000,523000000,572000000,599000000,524000000
2021-09-30,USD,715000000,2249000000,1723000000,1551000000,536000000,165000000,21000000,182000000,37000000,-21000000,2000000,21000000,2270000000,-2000000,None,6000000,608000000,102000000,30000000,519000000,476000000,629000000,635000000,506000000
2021-06-30,USD,761000000,2171000000,1606000000,1437000000,567000000,161000000,22000000,191000000,41000000,-24000000,4000000,24000000,2195000000,1000000,None,5000000,654000000,116000000,24000000,542000000,542000000,678000000,683000000,538000000
2021-03-31,USD,485000000,1771000000,1459000000,1313000000,326000000,137000000,20000000,171000000,43000000,-25000000,1000000,25000000,1796000000,-2000000,None,6000000,407000000,85000000,25000000,323000000,348000000,432000000,438000000,322000000
2020-12-31,USD,376000000,1602000000,1358000000,1215000000,203000000,137000000,20000000,165000000,30000000,-26000000,25000000,26000000,1586000000,1000000,None,23000000,1570000000,117000000,26000000,1453000000,1469000000,1596000000,1619000000,1453000000
2020-09-30,USD,327000000,1381000000,1207000000,1084000000,184000000,106000000,19000000,142000000,30000000,-28000000,27000000,28000000,1409000000,2000000,None,6000000,237000000,30000000,28000000,209000000,209000000,265000000,271000000,207000000
2020-06-30,USD,242000000,1166000000,1098000000,951000000,83000000,114000000,18000000,165000000,33000000,-27000000,1000000,27000000,1193000000,0,None,6000000,142000000,35000000,27000000,110000000,102000000,169000000,175000000,107000000
2020-03-31,USD,348000000,1431000000,1252000000,1112000000,194000000,125000000,17000000,152000000,39000000,-28000000,2000000,28000000,1459000000,2000000,None,5000000,283000000,65000000,28000000,225000000,177000000,311000000,316000000,218000000
2019-12-31,USD,316000000,1507000000,1252000000,1116000000,68000000,125000000,17000000,162000000,26000000,-28000000,2000000,28000000,1433000000,-2000000,None,11000000,40000000,-3000000,28000000,42000000,49000000,68000000,79000000,43000000
2019-09-30,USD,414000000,1555000000,1303000000,1172000000,260000000,120000000,17000000,151000000,28000000,-27000000,1000000,27000000,1582000000,0,None,11000000,316000000,53000000,27000000,268000000,224000000,343000000,354000000,263000000
2019-06-30,USD,423000000,1561000000,1376000000,1169000000,186000000,118000000,17000000,223000000,32000000,-29000000,2000000,29000000,1590000000,-2000000,None,6000000,237000000,28000000,33000000,210000000,185000000,266000000,272000000,209000000
2019-03-31,USD,453000000,1661000000,1360000000,1234000000,320000000,120000000,16000000,138000000,33000000,-31000000,1000000,31000000,1692000000,-4000000,None,6000000,383000000,46000000,31000000,338000000,341000000,414000000,420000000,337000000
2018-12-31,USD,420000000,1771000000,1409000000,1269000000,259000000,134000000,18000000,160000000,27000000,-30000000,None,30000000,1684000000,5000000,None,6000000,175000000,76000000,31000000,96000000,71000000,205000000,211000000,99000000
2018-09-30,USD,516000000,1739000000,1389000000,1255000000,374000000,129000000,18000000,154000000,28000000,-30000000,None,30000000,1769000000,-1000000,None,5000000,455000000,54000000,30000000,407000000,370000000,485000000,490000000,401000000
2018-06-30,USD,521000000,1813000000,1466000000,1323000000,358000000,136000000,18000000,163000000,34000000,-32000000,None,32000000,1000000,0,None,7000000,441000000,97000000,32000000,344000000,284000000,473000000,480000000,344000000
2018-03-31,USD,515000000,1816000000,1489000000,1336000000,343000000,147000000,18000000,172000000,34000000,-33000000,None,33000000,-2000000,4000000,None,6000000,428000000,65000000,33000000,365000000,412000000,461000000,467000000,363000000
