fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,784315000,1474957000,1221746000,728616000,394352000,475600000,None,389963000,None,-6000,None,6000,1474963000,-825000,None,15330000,393527000,91853000,6000,301674000,367056000,394352000,408863000,301674000
2022-09-30,USD,833725000,1624278000,822901000,790561000,417930000,16600000,None,415795000,None,-8000,None,8000,1624286000,2149000,None,15740000,420079000,97692000,8000,322387000,250890000,417930000,435827000,322387000
2022-06-30,USD,779861000,1655253000,907647000,875399000,372951000,16300000,None,406910000,None,-7000,None,7000,1655260000,-6781000,None,15948000,366170000,92810000,7000,273360000,192548000,372951000,382125000,273360000
2022-03-31,USD,776667000,1518577000,772934000,741907000,399489000,16300000,None,377178000,None,-3000,None,3000,1518580000,-7299000,None,14727000,392189000,97986000,3000,294203000,291223000,399489000,406919000,294203000
2021-12-31,USD,767580000,1424769000,1105616000,657464000,412880000,435700000,None,354700000,None,-4000,None,4000,1424773000,6131000,None,12452000,419011000,97697000,4000,321314000,295644000,412880000,431467000,321314000
2021-09-30,USD,789158000,1410551000,649537000,621399000,444464000,16700000,None,344694000,None,-6000,None,6000,1410557000,-2290000,None,11438000,442174000,104969000,6000,337205000,310532000,444464000,453618000,337205000
2021-06-30,USD,836838000,1461929000,655218000,625096000,525975000,17300000,None,310863000,None,-5000,None,5000,1461934000,872000,None,12822000,526847000,123085000,5000,403762000,411814000,525975000,539674000,403762000
2021-03-31,USD,714935000,1243900000,560215000,528881000,414146000,18400000,None,300789000,None,-4000,None,4000,1243904000,-761000,None,12934000,413387000,98193000,4000,315194000,287286000,414146000,426325000,315194000
2020-12-31,USD,690684000,1196283000,884513000,505598000,402301000,363000000,None,288384000,None,-5000,None,5000,1196283000,-7868000,None,14215000,619744000,-70940000,5000,690684000,507299000,402301000,633964000,690684000
2020-09-30,USD,736531000,1246353000,545308000,509831000,458601000,19500000,None,277930000,None,-9000,None,9000,1246362000,None,None,12977000,454033000,106379000,9000,347654000,368563000,458601000,467019000,347654000
2020-06-30,USD,659469000,1093882000,466313000,434427000,407264000,15900000,None,252205000,None,-14000,None,14000,1093896000,None,None,14986000,405468000,94099000,14000,311369000,320613000,407264000,420468000,311369000
2020-03-31,USD,637196000,1062144000,460449000,424901000,364988000,17100000,None,272208000,None,-11000,872000,11000,1062155000,872000,None,15448000,365860000,87025000,11000,278835000,248540000,364988000,381319000,278835000
2019-12-31,USD,610768000,1017206000,830328000,406438000,317045000,408100000,None,293723000,None,-13000,4188000,13000,1017206000,4187000,None,15790000,677047000,66279000,13000,610768000,265650000,317045000,692850000,610768000
2019-09-30,USD,673002000,1133564000,491247000,460575000,395443000,16000000,None,277559000,None,-13000,3121000,13000,1133577000,3121000,None,14672000,398564000,99641000,13000,298923000,284596000,395443000,413249000,298923000
2019-06-30,USD,661283000,1104030000,474156000,442762000,378990000,15600000,None,282293000,None,-15000,2973000,15000,1104045000,2973000,None,15794000,381963000,89490000,15000,292473000,297842000,378990000,397772000,292473000
2019-03-31,USD,573532000,946106000,402659000,372459000,311461000,15300000,None,262071000,None,-15000,2742000,15000,946106000,2742000,None,14900000,314203000,52718000,15000,261485000,260224000,311461000,329118000,261485000
2018-12-31,USD,552201000,924229000,889628000,372028000,306511000,374700000,None,245691000,None,None,None,358000,924229000,4384000,None,14400000,623989000,71788000,None,552201000,236020000,306511000,320911000,552201000
2018-09-30,USD,607659000,1016160000,436901000,408501000,339573000,14100000,None,268086000,None,None,None,112000,1016160000,2988000,None,14300000,342561000,74828000,None,267733000,263152000,339573000,353873000,267733000
2018-06-30,USD,620258000,2031746000,424715000,395615000,357621000,14900000,None,262637000,None,None,None,324000,1015873000,476000,None,14200000,358097000,87981000,None,270116000,258641000,357621000,371821000,270116000
2018-03-31,USD,515257000,1702029000,363064000,335664000,279915000,13400000,None,235342000,None,None,None,324000,851108000,1805000,None,14000000,281720000,65670000,None,216050000,218988000,279915000,293915000,216050000
