fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,1224200000,1424900000,200700000,200700000,943100000,195400000,85700000,328000000,14900000,-75300000,14900000,75300000,0,-2500000,None,46900000,880200000,206400000,75300000,673800000,673900000,943100000,1002400000,673800000
2021-12-31,USD,1135700000,1327600000,191900000,191933000,866800000,188400000,80500000,316780000,582000,-83255000,45000,83300000,-2100000,200000,None,47900000,782230000,-2600000,85355000,784830000,784801000,866800000,913430000,784830000
2020-12-31,USD,1084900000,1265100000,180200000,180177000,824200000,186000000,74700000,300624000,13946000,-90144000,56000,90200000,6402000,-100000,None,46400000,750188000,-64700000,90144000,814888000,814753000,824200000,886788000,814888000
2019-12-31,USD,1051194000,1231661000,180467000,180467000,806127000,184262000,60805000,290580000,41373000,-90611000,26596000,90611000,817000,247000,None,46330000,758776000,146477000,90611000,612299000,612489000,806127000,895717000,612299000
2018-12-31,USD,1022835000,1214969000,192134000,192134000,767392000,197559000,57884000,248970000,44749000,-114845000,26490000,114845000,47286000,1061000,None,48367000,729516000,147027000,121399000,582489000,582619000,767392000,892728000,582489000
