fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4600900000,1385500000,9446200000,244900000,5.657,0.147,0.344,2.85,3.183
2022-06-30,6658700000,3059400000,11036800000,249900000,12.242,0.277,0.881,7.456,8.102
2022-03-31,3110000000,376200000,11897600000,252200000,1.492,0.032,-0.031,-0.272,-0.214
2021-12-31,4091100000,471800000,16069400000,261700000,1.803,0.029,0.087,-0.002,0.043
2021-09-30,3423700000,359900000,16070700000,266100000,1.352,0.022,0.034,0.525,0.573
2021-06-30,3539400000,361800000,16233100000,269000000,1.345,0.022,0.136,-0.092,-0.075
2021-03-31,3208500000,517100000,15405500000,272500000,1.898,0.034,-0.295,0.79,0.796
2020-12-31,3765100000,472600000,16558900000,273300000,1.729,0.029,-0.07,0.571,0.59
2020-09-30,3310700000,236000000,15650900000,274500000,0.86,0.015,-0.257,-0.148,-0.137
2020-06-30,3114600000,398300000,15243100000,274000000,1.454,0.026,-0.216,0.031,0.048
2020-03-31,4551300000,288900000,12907500000,273400000,1.057,0.022,,,
2019-12-31,4047200000,300900000,14618000000,276600000,1.088,0.021,,,
2019-09-30,4458400000,277100000,14804200000,278000000,0.997,0.019,,,
2019-06-30,3972600000,386300000,14034700000,278600000,1.387,0.028,,,
2021-12-31,14262700000,1710600000,16069400000,261700000,6.536,0.106,-0.032,0.226,0.28
2020-12-31,14741700000,1395800000,16558900000,273300000,5.107,0.084,-0.091,0.001,0.013
2019-12-31,16222100000,1394200000,14618000000,276600000,5.04,0.095,0.139,-0.098,-0.089
2018-12-31,14237200000,1546500000,11390000000,279500000,5.533,0.136,,,
