fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,14994000000,2041000000,15622000000,520400000,3.922,0.131,0.209,0.431,0.488
2022-06-30,14247000000,1673000000,15759000000,527900000,3.169,0.106,0.105,0.184,0.228
2022-03-31,13589000000,1537000000,17097000000,533400000,2.882,0.09,0.143,0.005,0.032
2021-12-31,13798000000,2120000000,16516000000,535900000,3.956,0.128,0.228,-0.239,-0.226
2021-09-30,12397000000,1426000000,16695000000,540900000,2.636,0.085,0.255,1.135,1.144
2021-06-30,12889000000,1413000000,16880000000,547500000,2.581,0.084,0.289,2.085,2.051
2021-03-31,11887000000,1530000000,16617000000,547800000,2.793,0.092,0.118,0.401,0.386
2020-12-31,11235000000,2786000000,15378000000,545300000,5.109,0.181,-0.145,-0.148,-0.14
2020-09-30,9881000000,668000000,14994000000,543300000,1.23,0.045,-0.226,-0.553,-0.545
2020-06-30,9997000000,458000000,13777000000,541500000,0.846,0.033,-0.307,-0.717,-0.706
2020-03-31,10635000000,1092000000,14239000000,542000000,2.015,0.077,,,
2019-12-31,13144000000,3269000000,14629000000,550100000,5.943,0.223,,,
2019-09-30,12758000000,1494000000,14993000000,552700000,2.703,0.1,,,
2019-06-30,14432000000,1620000000,14878000000,562600000,2.879,0.109,,,
2021-12-31,50971000000,6489000000,16516000000,535900000,12.109,0.393,0.221,1.164,1.202
2020-12-31,41748000000,2998000000,15378000000,545300000,5.498,0.195,-0.224,-0.508,-0.504
2019-12-31,53800000000,6093000000,14629000000,550100000,11.076,0.417,-0.017,-0.009,0.037
2018-12-31,54722000000,6147000000,14080000000,575500000,10.681,0.437,,,
