fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5657054000,312358000,3664451000,140962009,2.216,0.085,0.178,0.366,0.381
2022-06-30,5684969000,372529000,3640556000,141280841,2.637,0.102,0.192,0.896,0.923
2022-03-31,5274785000,245838000,3595740000,141627749,1.736,0.068,0.187,0.129,0.152
2021-12-31,4803209000,255999000,3490742000,142180683,1.801,0.073,0.13,0.495,0.518
2021-09-30,4803891000,228585000,3183177000,142503493,1.604,0.072,0.106,0.005,0.017
2021-06-30,4767631000,196496000,3233879000,143301673,1.371,0.061,0.255,1.348,1.351
2021-03-31,4445652000,217710000,3324563000,144458057,1.507,0.065,-0.02,0.595,0.592
2020-12-31,4251594000,171204000,3204796000,144354335,1.186,0.053,-0.007,18.198,18.334
2020-09-30,4344298000,227531000,3014080000,144289653,1.577,0.075,-0.129,0.0,0.007
2020-06-30,3797762000,-564372000,2849275000,144264189,-3.912,-0.198,-0.227,-3.515,-3.546
2020-03-31,4538563000,136535000,3402702000,144249343,0.947,0.04,,,
2019-12-31,4279890000,8918000,3674707000,145378158,0.061,0.002,,,
2019-09-30,4988538000,227487000,3642191000,145293115,1.566,0.062,,,
2019-06-30,4910964000,224430000,3665328000,146078369,1.536,0.061,,,
2021-12-31,18747297000,898790000,3490742000,142180683,6.321,0.257,0.141,31.884,32.356
2020-12-31,16432364000,-29102000,3204796000,144354335,-0.202,-0.009,-0.147,-1.047,-1.047
2019-12-31,19255095000,621085000,3674707000,145378158,4.272,0.169,0.033,-0.234,-0.231
2018-12-31,18631569000,810474000,3450451000,145936613,5.554,0.235,,,
