fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1380000000,12000000,3215000000,180200000,0.067,0.004,0.091,-0.895,-0.895
2022-06-30,1364000000,112000000,3195000000,180200000,0.622,0.035,0.01,-0.009,-0.009
2022-03-31,1272000000,82000000,3198000000,180200000,0.455,0.026,0.013,-0.057,-0.057
2021-12-31,1323000000,113000000,3218000000,180392000,0.626,0.035,-0.036,-0.236,-0.237
2021-09-30,1265000000,114000000,3093000000,180236000,0.633,0.037,0.037,2.081,2.077
2021-06-30,1351000000,113000000,3040000000,180100000,0.627,0.037,0.165,2.645,2.643
2021-03-31,1256000000,87000000,2937000000,180300000,0.483,0.03,0.118,1.289,1.288
2020-12-31,1373000000,148000000,2968000000,180354000,0.821,0.05,0.001,0.254,0.253
2020-09-30,1220000000,37000000,2867000000,180000000,0.206,0.013,-0.059,-0.431,-0.43
2020-06-30,1160000000,31000000,2856000000,180000000,0.172,0.011,-0.138,-0.777,-0.777
2020-03-31,1123000000,38000000,2812000000,180200000,0.211,0.014,,,
2019-12-31,1371000000,118000000,2957000000,180140000,0.655,0.04,,,
2019-09-30,1296000000,65000000,2886000000,180100000,0.361,0.023,,,
2019-06-30,1345000000,139000000,2894000000,180000000,0.772,0.048,,,
2021-12-31,5195000000,427000000,3218000000,180392000,2.367,0.133,0.065,0.681,0.681
2020-12-31,4876000000,254000000,2968000000,180354000,1.408,0.086,-0.071,-0.367,-0.367
2019-12-31,5249000000,401000000,2957000000,180140000,2.226,0.136,0.008,-0.27,-0.271
2018-12-31,5207000000,549000000,2768000000,179724000,3.055,0.198,,,
