fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,14971000000,1134000000,2330000000,283903500,3.994,0.487,-0.02,-0.5,-0.448
2022-06-30,14820000000,1155000000,2022000000,287004400,4.024,0.571,0.027,-0.203,-0.104
2022-03-31,14945000000,1273000000,3586000000,298980900,4.258,0.355,0.069,-0.105,-0.001
2021-12-31,15064000000,1814000000,2241000000,305476800,5.938,0.809,-0.046,0.272,0.413
2021-09-30,15276000000,2269000000,6052000000,313502400,7.238,0.375,0.181,2.397,2.666
2021-06-30,14435000000,1450000000,5371000000,322824800,4.492,0.27,0.355,0.344,0.407
2021-03-31,13977000000,1423000000,247000000,333714500,4.264,5.761,0.151,1.449,1.478
2020-12-31,15795000000,1426000000,572000000,339425600,4.201,2.493,0.046,0.331,0.328
2020-09-30,12940000000,668000000,4136000000,338370500,1.974,0.162,0.075,0.092,0.097
2020-06-30,10653000000,1079000000,3472000000,337960400,3.193,0.311,-0.123,0.378,0.393
2020-03-31,12145000000,581000000,2141000000,337607500,1.721,0.271,,,
2019-12-31,15103000000,1071000000,-2808000000,338445600,3.164,-0.381,,,
2019-09-30,12033000000,612000000,-3565000000,340053100,1.8,-0.172,,,
2019-06-30,12143000000,783000000,-3902000000,341516800,2.293,-0.201,,,
2021-12-31,58752000000,6956000000,2241000000,305476800,22.771,3.104,0.14,0.853,1.059
2020-12-31,51533000000,3754000000,572000000,339425600,11.06,6.563,0.004,0.071,0.068
2019-12-31,51336000000,3505000000,-2808000000,338445600,10.356,-1.248,0.132,-0.074,-0.062
2018-12-31,45341000000,3787000000,-4950000000,342895200,11.044,-0.765,,,
