fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4455000000,618000000,622000000,835700000,0.739,0.994,0.009,-0.025,-0.016
2022-06-30,4484000000,603000000,168000000,836800000,0.721,3.589,0.053,-0.142,-0.133
2022-03-31,4399000000,559000000,321000000,840600000,0.665,1.741,0.013,-0.179,-0.171
2021-12-31,4403000000,148000000,609000000,840480284,0.176,0.243,0.018,-0.771,-0.769
2021-09-30,4414000000,634000000,591000000,843600000,0.752,1.073,0.063,-0.092,-0.075
2021-06-30,4260000000,703000000,464000000,845600000,0.831,1.515,0.093,0.107,0.123
2021-03-31,4344000000,681000000,262000000,848600000,0.802,2.599,0.06,-0.048,-0.038
2020-12-31,4324000000,647000000,743000000,849893601,0.761,0.871,0.077,0.006,0.012
2020-09-30,4153000000,698000000,653000000,859000000,0.813,1.069,0.057,0.208,0.207
2020-06-30,3897000000,635000000,268000000,857400000,0.741,2.369,0.008,0.084,0.086
2020-03-31,4097000000,715000000,341000000,856900000,0.834,2.097,,,
2019-12-31,4015000000,643000000,117000000,854701779,0.752,5.496,,,
2019-09-30,3928000000,578000000,174000000,858700000,0.673,3.322,,,
2019-06-30,3866000000,586000000,-347000000,859400000,0.682,-1.689,,,
2021-12-31,17421000000,2166000000,609000000,840480284,2.577,3.557,0.058,-0.196,-0.187
2020-12-31,16471000000,2695000000,743000000,849893601,3.171,3.627,0.05,0.139,0.145
2019-12-31,15693000000,2367000000,117000000,854701779,2.769,20.231,0.01,-0.014,-0.004
2018-12-31,15544000000,2400000000,197000000,862912792,2.781,12.183,,,
