fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2959000000,690000000,25648000000,367967505,1.875,0.027,-0.01,-0.034,-0.04
2022-06-30,2953000000,747000000,25767000000,367619353,2.032,0.029,-0.027,-0.021,-0.085
2022-03-31,3081000000,604000000,26224000000,367114788,1.645,0.023,0.044,0.164,0.103
2021-12-31,3053000000,697000000,27363000000,365982820,1.904,0.025,0.047,0.298,0.252
2021-09-30,2990000000,714000000,27314000000,365629173,1.953,0.026,0.074,0.286,0.241
2021-06-30,3034000000,763000000,25167000000,343503114,2.221,0.03,0.033,0.099,0.128
2021-03-31,2950000000,519000000,25005000000,348032982,1.491,0.021,-0.038,-0.181,-0.172
2020-12-31,2917000000,537000000,26200000000,353156279,1.521,0.02,-0.043,-0.048,-0.036
2020-09-30,2784000000,555000000,25558000000,352797695,1.573,0.022,-0.041,-0.048,-0.019
2020-06-30,2937000000,694000000,24873000000,352383250,1.969,0.028,0.022,0.182,0.25
2020-03-31,3065000000,634000000,23861000000,351943858,1.801,0.027,,,
2019-12-31,3048000000,564000000,24431000000,357389416,1.578,0.023,,,
2019-09-30,2903000000,583000000,25209000000,363623285,1.603,0.023,,,
2019-06-30,2873000000,587000000,25454000000,372572622,1.576,0.023,,,
2021-12-31,12027000000,2693000000,27363000000,365982820,7.358,0.098,0.028,0.113,0.074
2020-12-31,11703000000,2420000000,26200000000,353156279,6.852,0.092,-0.005,0.079,0.092
2019-12-31,11756000000,2242000000,24431000000,357389416,6.273,0.092,-0.031,-0.135,-0.081
2018-12-31,12131000000,2593000000,24737000000,379946724,6.825,0.105,,,
