fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5913531000,431751000,6312269000,446947691,0.966,0.068,0.304,0.101,0.099
2022-06-30,5996721000,414378000,6114629000,446856499,0.927,0.068,0.769,0.211,0.208
2022-03-31,5444609000,391171000,5993694000,446599266,0.876,0.065,0.704,0.013,0.011
2021-12-31,5420491000,379373000,6015163000,446138177,0.85,0.063,1.109,0.232,0.228
2021-09-30,4536175000,392018000,5840875000,445933921,0.879,0.067,1.086,0.255,0.251
2021-06-30,3388964000,342139000,5910386000,445817509,0.767,0.058,1.041,1.547,1.538
2021-03-31,3194679000,386176000,6096965000,445534180,0.867,0.063,0.495,3.722,3.529
2020-12-31,2570577000,308029000,6042398000,444872383,0.692,0.051,-0.035,-0.038,-0.107
2020-09-30,2174264000,312316000,6146112000,444392615,0.703,0.051,-0.039,0.01,-0.061
2020-06-30,1660729000,134321000,6240652000,444196627,0.302,0.022,-0.324,-0.569,-0.6
2020-03-31,2136672000,-141857000,5560641000,413882720,-0.343,-0.026,,,
2019-12-31,2663606000,320251000,6225951000,413239050,0.775,0.051,,,
2019-09-30,2263228000,309155000,6218906000,413076116,0.748,0.05,,,
2019-06-30,2457575000,311963000,6348136000,412964601,0.755,0.049,,,
2021-12-31,16540309000,1499706000,6015163000,446138177,3.362,0.249,0.936,1.447,1.44
2020-12-31,8542242000,612809000,6042398000,444872383,1.377,0.101,-0.16,-0.521,-0.555
2019-12-31,10164367000,1278577000,6225951000,413239050,3.094,0.205,-0.193,0.11,0.106
2018-12-31,12593196000,1151703000,6579543000,411532606,2.799,0.175,,,
