fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,8939000000,1552000000,17707000000,672300000,2.308,0.088,0.055,0.235,0.264
2022-06-30,8931000000,1261000000,17541000000,673700000,1.872,0.072,0.015,-0.118,-0.096
2022-03-31,8378000000,1134000000,18365000000,680700000,1.666,0.062,-0.008,-0.205,-0.189
2021-12-31,8630000000,1428000000,18569000000,684800000,2.085,0.077,-0.03,0.051,0.069
2021-09-30,8469000000,1257000000,17842000000,688400000,1.826,0.07,0.067,0.658,0.69
2021-06-30,8795000000,1430000000,17938000000,690400000,2.071,0.08,0.143,0.323,0.345
2021-03-31,8449000000,1427000000,17986000000,694600000,2.054,0.079,-0.035,-0.097,-0.088
2020-12-31,8900000000,1359000000,17549000000,696800000,1.95,0.077,-0.063,-0.13,-0.112
2020-09-30,7934000000,758000000,18074000000,701700000,1.08,0.042,-0.147,-0.533,-0.525
2020-06-30,7697000000,1081000000,18147000000,701800000,1.54,0.06,-0.18,-0.299,-0.281
2020-03-31,8759000000,1581000000,17644000000,701800000,2.253,0.09,,,
2019-12-31,9496000000,1562000000,18494000000,711100000,2.197,0.084,,,
2019-09-30,9303000000,1624000000,18109000000,714500000,2.273,0.09,,,
2019-06-30,9382000000,1541000000,17870000000,719500000,2.142,0.086,,,
2021-12-31,34343000000,5542000000,18569000000,684800000,8.093,0.298,0.051,0.16,0.18
2020-12-31,32678000000,4779000000,17549000000,696800000,6.858,0.272,-0.115,-0.222,-0.206
2019-12-31,36905000000,6143000000,18494000000,711100000,8.639,0.332,-0.127,-0.092,-0.068
2018-12-31,42259000000,6765000000,18180000000,729600000,9.272,0.372,,,
