fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3670000000,232000000,3918000000,1474000000,0.157,0.059,0.082,0.149,0.192
2022-06-30,3879000000,109000000,4082000000,1505000000,0.072,0.027,0.134,-0.573,-0.564
2022-03-31,3672000000,269000000,4517000000,1503000000,0.179,0.06,0.158,0.007,0.04
2021-12-31,3468000000,225000000,4462000000,1520000000,0.148,0.05,0.131,0.027,0.056
2021-09-30,3391000000,202000000,4650000000,1530000000,0.132,0.043,0.111,0.02,0.042
2021-06-30,3422000000,255000000,4764000000,1536800000,0.166,0.054,0.089,0.424,0.456
2021-03-31,3171000000,267000000,4647000000,1550800000,0.172,0.057,0.01,0.475,0.517
2020-12-31,3066000000,219000000,4792000000,1561900000,0.14,0.046,0.008,0.177,0.216
2020-09-30,3051000000,198000000,4687000000,1562500000,0.127,0.042,-0.029,2.0,2.117
2020-06-30,3142700000,179100000,4626000000,1571900000,0.114,0.039,0.208,1.222,0.769
2020-03-31,3141000000,181000000,4739600000,1594700000,0.114,0.038,,,
2019-12-31,3043100000,186000000,5339700000,1613700000,0.115,0.035,,,
2019-09-30,3140700000,66000000,5424200000,1623500000,0.041,0.012,,,
2019-06-30,2600500000,80600000,5609000000,1251100000,0.064,0.014,,,
2022-06-30,14402000000,805000000,4082000000,1505000000,0.535,0.197,0.13,-0.143,-0.125
2021-06-30,12741000000,939000000,4764000000,1536800000,0.611,0.197,0.022,0.534,0.569
2020-06-30,12467500000,612000000,4626000000,1571900000,0.389,0.132,0.318,0.423,0.133
2019-06-30,9458200000,430000000,5609000000,1251100000,0.344,0.077,,,
