fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5526100000,683700000,24278200000,513730196,1.331,0.028,0.195,-0.141,-0.162
2022-06-30,4639700000,524500000,24056000000,513600000,1.021,0.022,0.213,-0.093,-0.117
2022-03-31,4592600000,714700000,23791300000,506050147,1.412,0.03,0.073,0.243,0.221
2021-12-31,4061400000,538900000,22433200000,503745166,1.07,0.024,0.125,0.237,0.219
2021-09-30,4623000000,796000000,22278100000,501233680,1.588,0.036,0.137,0.063,0.053
2021-06-30,3826500000,578200000,21378700000,499900000,1.157,0.027,0.095,0.11,0.101
2021-03-31,4281100000,575000000,20972800000,497058635,1.157,0.027,0.142,0.161,0.155
2020-12-31,3610600000,435500000,20550900000,496435322,0.877,0.021,-0.001,1.852,1.838
2020-09-30,4066400000,748600000,20365900000,496200000,1.509,0.037,-0.058,0.021,0.016
2020-06-30,3494000000,520800000,20007400000,495700000,1.051,0.026,-0.022,0.129,0.124
2020-03-31,3747500000,495200000,19728400000,494596869,1.001,0.025,,,
2019-12-31,3616000000,152700000,19632200000,493977380,0.309,0.008,,,
2019-09-30,4315000000,733500000,19716400000,493839034,1.485,0.037,,,
2019-06-30,3573600000,461300000,19259600000,493600000,0.935,0.024,,,
2021-12-31,16792000000,2488100000,22433200000,503745166,4.939,0.111,0.126,0.131,0.114
2020-12-31,14918500000,2200100000,20550900000,496435322,4.432,0.107,-0.041,0.145,0.14
2019-12-31,15561400000,1921100000,19632200000,493977380,3.889,0.098,-0.039,-0.001,-0.003
2018-12-31,16195700000,1923800000,19028400000,493150032,3.901,0.101,,,
