fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1531541000,297641000,7132672000,229500000,1.297,0.042,0.078,0.156,0.164
2022-06-30,1494202000,282373000,6950091000,230100000,1.227,0.041,0.094,0.219,0.223
2022-03-31,1438955000,272447000,6931688000,231481000,1.177,0.039,0.202,0.243,0.237
2021-12-31,1483229000,281681000,6871884000,231700000,1.216,0.041,0.258,0.274,0.268
2021-09-30,1420205000,257460000,6558396000,231171000,1.114,0.039,0.284,0.258,0.25
2021-06-30,1365904000,231679000,6343299000,230828000,1.004,0.037,0.381,0.394,0.384
2021-03-31,1196795000,219233000,6120748000,230435000,0.951,0.036,-0.094,-0.219,-0.224
2020-12-31,1179482000,221025000,5949346000,230500000,0.959,0.037,-0.096,0.001,-0.005
2020-09-30,1105755000,204581000,5704192000,229576000,0.891,0.036,-0.119,-0.073,-0.079
2020-06-30,989253000,166217000,5486440000,229225000,0.725,0.03,-0.22,-0.229,-0.234
2020-03-31,1320497000,280616000,5326003000,228962000,1.226,0.053,,,
2019-12-31,1304821000,220777000,5115492000,229100000,0.964,0.043,,,
2019-09-30,1255325000,220749000,4865965000,228041000,0.968,0.045,,,
2019-06-30,1267937000,215503000,4666781000,227577000,0.947,0.046,,,
2021-12-31,5472482000,990053000,6871884000,231700000,4.273,0.144,0.191,0.135,0.129
2020-12-31,4594987000,872439000,5949346000,230500000,3.785,0.147,-0.094,0.013,0.007
2019-12-31,5070076000,861297000,5115492000,229100000,3.759,0.168,0.064,0.107,0.097
2018-12-31,4763692000,777933000,4241922000,227100000,3.426,0.183,,,
