fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,40809000000,9737000000,288018000000,2961200000,3.288,0.034,0.314,-0.167,-0.156
2022-06-30,34233000000,8649000000,286143000000,2962200000,2.92,0.03,0.075,-0.276,-0.258
2022-03-31,32341000000,8282000000,285899000000,2977000000,2.782,0.029,-0.039,-0.421,-0.402
2021-12-31,30675000000,10399000000,294127000000,2944100000,3.532,0.035,0.002,-0.143,-0.112
2021-09-30,31047000000,11687000000,290041000000,2999900000,3.896,0.04,0.003,0.238,0.27
2021-06-30,31832000000,11948000000,286386000000,3036600000,3.935,0.042,-0.099,1.549,1.583
2021-03-31,33648000000,14300000000,280714000000,3073500000,4.653,0.051,0.019,3.991,4.027
2020-12-31,30627000000,12136000000,279354000000,3049400000,3.98,0.043,-0.109,0.424,0.441
2020-09-30,30942000000,9443000000,271113000000,3077800000,3.068,0.035,-0.145,0.04,0.081
2020-06-30,35334000000,4687000000,264466000000,3076300000,1.524,0.018,-0.017,-0.514,-0.487
2020-03-31,33008000000,2865000000,261262000000,3095800000,0.925,0.011,,,
2019-12-31,34367000000,8520000000,261330000000,3084000000,2.763,0.033,,,
2019-09-30,36184000000,9080000000,264348000000,3198500000,2.839,0.034,,,
2019-06-30,35952000000,9652000000,263215000000,3250600000,2.969,0.037,,,
2021-12-31,121649000000,48334000000,294127000000,2944100000,16.417,0.164,0.014,0.659,0.719
2020-12-31,119951000000,29131000000,279354000000,3049400000,9.553,0.104,0.037,-0.2,-0.191
2019-12-31,115720000000,36431000000,261330000000,3084000000,11.813,0.139,0.064,0.122,0.192
2018-12-31,108783000000,32474000000,256515000000,3275800000,9.913,0.127,,,
