fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-29,2338793000,274585000,1922255000,51029000,5.381,0.143,0.172,0.275,0.354
2022-07-30,2297113000,295677000,1769068000,51332000,5.76,0.167,0.168,0.178,0.25
2022-04-30,2345901000,331395000,1745620000,52038000,6.368,0.19,0.21,0.439,0.523
2022-01-29,2729388000,289366000,1535373000,52311000,5.532,0.188,0.241,0.687,0.815
2021-10-30,1995775000,215289000,1986800000,54170000,3.974,0.108,0.286,1.878,1.993
2021-07-31,1967207000,250893000,1879813000,54446000,4.608,0.133,0.602,30.159,31.233
2021-05-01,1938519000,230289000,1844717000,55090000,4.18,0.125,0.652,3.933,3.998
2021-01-30,2198701000,171494000,1999549000,56260000,3.048,0.086,-0.046,-0.23,-0.225
2020-10-31,1552033000,74798000,1854437000,56332000,1.328,0.04,-0.078,-0.424,-0.414
2020-08-01,1228009000,8052000,1770793000,56323000,0.143,0.005,-0.263,-0.95,-0.949
2020-05-02,1173210000,-78509000,1753959000,56312000,-1.394,-0.045,,,
2020-02-01,2305918000,222719000,1902094000,56609000,3.934,0.117,,,
2019-11-02,1682514000,129747000,1847156000,57283000,2.265,0.07,,,
2019-08-03,1666607000,161258000,1839451000,57810000,2.789,0.088,,,
2022-01-29,8630889000,985837000,1535373000,52311000,18.846,0.642,0.403,4.607,5.03
2021-01-30,6151953000,175835000,1999549000,56260000,3.125,0.088,-0.168,-0.751,-0.749
2020-02-01,7398068000,705945000,1902094000,56609000,12.471,0.371,0.101,0.072,0.109
2019-02-02,6716615000,658559000,1820218000,58584000,11.241,0.362,,,
