fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2769000000,1006000000,14286000000,273000000,3.685,0.07,0.067,-0.078,0.007
2022-06-30,2694000000,1111000000,13764000000,279000000,3.982,0.081,-0.219,-0.346,-0.287
2022-03-31,2752000000,1242000000,13433000000,285000000,4.358,0.092,-0.13,-0.22,-0.16
2021-12-31,2677000000,1067000000,13408000000,291000000,3.667,0.08,0.167,0.335,0.409
2021-09-30,2595000000,1091000000,13263000000,298000000,3.661,0.082,0.317,0.415,0.453
2021-06-30,3450000000,1698000000,13171000000,304000000,5.586,0.129,4.556,5.614,5.644
2021-03-31,3165000000,1593000000,12154000000,307000000,5.189,0.131,1.864,27.115,27.2
2020-12-31,2293000000,799000000,10884000000,307000000,2.603,0.073,0.088,0.129,0.143
2020-09-30,1970000000,771000000,10252000000,306000000,2.52,0.075,-0.084,0.001,0.037
2020-06-30,621000000,-368000000,9643000000,306000000,-1.203,-0.038,-0.711,-1.489,-1.514
2020-03-31,1105000000,-61000000,9665000000,308000000,-0.198,-0.006,,,
2019-12-31,2108000000,708000000,11859000000,311000000,2.277,0.06,,,
2019-09-30,2151000000,770000000,11717000000,317000000,2.429,0.066,,,
2019-06-30,2147000000,753000000,11493000000,322000000,2.339,0.066,,,
2021-12-31,11887000000,5449000000,13408000000,291000000,18.725,0.406,0.983,3.776,4.038
2020-12-31,5995000000,1141000000,10884000000,307000000,3.717,0.105,-0.293,-0.614,-0.609
2019-12-31,8481000000,2957000000,11859000000,311000000,9.508,0.249,0.065,0.078,0.151
2018-12-31,7966000000,2742000000,11130000000,332000000,8.259,0.246,,,
