fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2177000000,636000000,23146000000,495843793,1.283,0.027,0.312,0.2,0.031
2022-06-30,1999000000,364000000,24328000000,495650259,0.734,0.015,0.242,-0.438,-0.517
2022-03-31,1645000000,420000000,22074000000,423031985,0.993,0.019,-0.008,-0.313,-0.308
2021-12-31,1720000000,530000000,23420000000,422137197,1.256,0.023,0.008,0.162,0.176
2021-09-30,1659000000,530000000,23423000000,426199576,1.244,0.023,-0.074,0.688,0.691
2021-06-30,1609000000,648000000,23199000000,426083143,1.521,0.028,-0.081,1.561,1.566
2021-03-31,1659000000,611000000,22653000000,425930159,1.435,0.027,0.001,16.971,16.998
2020-12-31,1707000000,456000000,22673000000,427209831,1.067,0.02,0.043,0.013,0.027
2020-09-30,1791000000,314000000,22469000000,427073084,0.735,0.014,0.093,-0.301,-0.273
2020-06-30,1750000000,253000000,22418000000,426824594,0.593,0.011,0.075,-0.442,-0.401
2020-03-31,1657000000,34000000,21950000000,426586533,0.08,0.002,,,
2019-12-31,1637000000,450000000,22201000000,433121083,1.039,0.02,,,
2019-09-30,1638000000,449000000,21851000000,443913525,1.011,0.021,,,
2019-06-30,1628000000,453000000,22017000000,457903826,0.989,0.021,,,
2021-12-31,6647000000,2319000000,23420000000,422137197,5.493,0.099,-0.037,1.194,1.22
2020-12-31,6905000000,1057000000,22673000000,427209831,2.474,0.047,0.064,-0.41,-0.402
2019-12-31,6491000000,1791000000,22201000000,433121083,4.135,0.081,0.059,0.041,0.12
2018-12-31,6128000000,1721000000,20817000000,466007984,3.693,0.083,,,
