fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,7847000000,3940000000,35581000000,1890000000,2.085,0.111,0.186,0.099,0.124
2022-06-30,7164000000,3411000000,35483000000,1892000000,1.803,0.096,0.194,0.325,0.361
2022-03-31,7055000000,3647000000,35989000000,1903000000,1.916,0.101,0.258,0.205,0.235
2021-12-31,6925000000,3959000000,36194000000,1916000000,2.066,0.109,0.248,0.266,0.29
2021-09-30,6616000000,3584000000,37589000000,1932000000,1.855,0.095,0.21,0.677,0.683
2021-06-30,5999000000,2575000000,37790000000,1944000000,1.325,0.068,0.278,0.085,0.085
2021-03-31,5608000000,3026000000,37696000000,1950000000,1.552,0.08,-0.022,-0.019,-0.019
2020-12-31,5551000000,3126000000,37679000000,1952000000,1.601,0.083,-0.067,-0.045,-0.038
2020-09-30,5467000000,2137000000,36210000000,1939000000,1.102,0.059,-0.109,-0.294,-0.281
2020-06-30,4695000000,2373000000,35524000000,1943000000,1.221,0.067,-0.196,-0.235,-0.218
2020-03-31,5737000000,3084000000,34585000000,1949000000,1.582,0.089,,,
2019-12-31,5947000000,3272000000,35270000000,1965000000,1.665,0.093,,,
2019-09-30,6137000000,3025000000,34684000000,1974000000,1.532,0.087,,,
2019-06-30,5840000000,3101000000,34995000000,1986000000,1.561,0.089,,,
2022-09-30,28991000000,14957000000,35581000000,1890000000,7.914,0.42,0.219,0.215,0.242
2021-09-30,23774000000,12311000000,37589000000,1932000000,6.372,0.328,0.088,0.133,0.137
2020-09-30,21846000000,10866000000,36210000000,1939000000,5.604,0.3,-0.049,-0.1,-0.084
2019-09-30,22977000000,12080000000,34684000000,1974000000,6.12,0.348,,,
