fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1510000000,266000000,1000000,67800000,3.923,266.0,0.181,0.273,0.029
2022-06-30,1398000000,238000000,1000000,54400000,4.375,238.0,0.148,-0.249,-0.241
2022-03-31,1327000000,199000000,1000000,55200000,3.605,199.0,0.111,0.913,0.9
2021-12-31,1194000000,163000000,1000000,55300000,2.948,163.0,0.078,2.26,2.225
2021-09-30,1279000000,209000000,1000000,54800000,3.814,209.0,0.09,1.549,1.507
2021-06-30,1218000000,317000000,1000000,55000000,5.764,317.0,0.192,53.833,52.969
2021-03-31,1194000000,104000000,1000000,54800000,1.898,104.0,-0.173,-0.674,-0.68
2020-12-31,1108000000,50000000,1000000,54700000,0.914,50.0,-0.244,-0.836,-0.839
2020-09-30,1173000000,82000000,1000000,53900000,1.521,82.0,-0.239,-0.764,-0.766
2020-06-30,1022000000,-6000000,1000000,54100000,-0.111,-6.0,-0.328,-1.041,-1.041
2020-03-31,1443000000,319000000,1000000,53800000,5.929,319.0,,,
2019-12-31,1465000000,304000000,1000000,53600000,5.672,304.0,,,
2019-09-30,1541000000,347000000,1000000,53382000,6.5,347.0,,,
2019-06-30,1521000000,145000000,1000000,53208000,2.725,145.0,,,
2022-09-30,5429000000,866000000,1000000,67800000,12.773,866.0,0.132,0.274,0.029
2021-09-30,4798000000,680000000,1000000,54800000,12.409,680.0,-0.06,-0.027,-0.043
2020-09-30,5103000000,699000000,1000000,53900000,12.968,699.0,-0.023,-0.215,-0.222
2019-09-30,5223000000,890000000,1000000,53382000,16.672,890.0,,,
