fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1158057000,188615000,4322140000,102061000,1.848,0.044,-0.077,-0.409,-0.36
2022-06-30,1035358000,68884000,4300605000,103340000,0.667,0.016,-0.068,-0.759,-0.74
2022-03-31,1166158000,212275000,4553218000,106303000,1.997,0.047,0.087,-0.289,-0.248
2021-12-31,1113957000,216263000,4667199000,108668000,1.99,0.046,0.017,0.076,0.122
2021-09-30,1255248000,319189000,4727754000,110461000,2.89,0.068,0.184,1.331,1.408
2021-06-30,1110351000,285626000,4648394000,111210000,2.568,0.061,0.41,1.947,2.03
2021-03-31,1072730000,298737000,4629425000,112557000,2.654,0.065,0.362,4.928,5.037
2020-12-31,1094834000,201035000,4503701000,113299000,1.774,0.045,0.26,0.246,0.273
2020-09-30,1060292000,136917000,4407166000,114111000,1.2,0.031,0.314,0.649,0.68
2020-06-30,787451000,96922000,4351245000,114354000,0.848,0.022,0.015,1.451,1.528
2020-03-31,787772000,50390000,4292665000,114625000,0.44,0.012,,,
2019-12-31,869073000,161356000,4339377000,115738000,1.394,0.037,,,
2019-09-30,806698000,83038000,4265494000,116294000,0.714,0.019,,,
2019-06-30,775598000,39541000,4337343000,117943000,0.335,0.009,,,
2022-03-31,4645714000,1033353000,4553218000,106303000,9.721,0.227,0.157,0.409,0.491
2021-03-31,4015307000,733611000,4629425000,112557000,6.518,0.158,0.24,1.194,1.235
2020-03-31,3239141000,334325000,4292665000,114625000,2.917,0.078,0.048,1.511,1.609
2019-03-31,3090325000,133125000,4359679000,119063000,1.118,0.031,,,
