fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-31,677790000,141249000,2294375000,57111000,2.473,0.062,0.141,0.279,0.302
2022-07-31,656391000,141811000,2199045000,57409000,2.47,0.064,0.024,-0.003,0.01
2022-04-30,630042000,109634000,2190616000,57784000,1.897,0.05,0.082,-0.117,-0.113
2022-01-31,603323000,120409000,2218628000,58152000,2.071,0.054,0.162,0.552,0.55
2021-10-31,593905000,110460000,2159130000,58154000,1.899,0.051,0.063,4.979,4.971
2021-07-31,640719000,142182000,2063178000,58112000,2.447,0.069,0.207,0.635,0.623
2021-04-30,582399000,124144000,1950357000,58068000,2.138,0.064,0.117,0.348,0.339
2021-01-31,519273000,77582000,1857183000,58059000,1.336,0.042,0.071,0.492,0.482
2020-10-31,558525000,18475000,1758991000,58081000,0.318,0.011,-0.046,-0.82,-0.822
2020-07-31,530867000,86981000,1769912000,57693000,1.508,0.049,-0.032,-0.074,-0.079
2020-04-30,521185000,92079000,1652494000,57677000,1.596,0.056,,,
2020-01-31,485067000,52004000,1634274000,57668000,0.902,0.032,,,
2019-10-31,585451000,102673000,1581045000,57600000,1.783,0.065,,,
2019-07-31,548246000,93928000,1546888000,57395000,1.637,0.061,,,
2022-10-31,2568446000,513103000,2294375000,57111000,8.984,0.224,0.099,0.129,0.15
2021-10-31,2336129000,454368000,2159130000,58154000,7.813,0.21,0.119,0.821,0.819
2020-10-31,2088456000,249539000,1758991000,58081000,4.296,0.142,-0.027,-0.26,-0.266
2019-10-31,2146128000,337091000,1581045000,57600000,5.852,0.213,,,
