fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5651707000,914325000,7971156000,176563632,5.178,0.115,0.111,-0.077,0.044
2022-06-30,6212878000,1209554000,7588348000,182610729,6.624,0.159,0.391,0.722,0.936
2022-03-31,5569902000,1103931000,6964354000,189247115,5.833,0.159,0.571,1.564,1.862
2021-12-31,5310657000,1090505000,6304641000,194997922,5.592,0.173,1.042,4.537,4.989
2021-09-30,5088288000,990763000,5607926000,199778688,4.959,0.177,1.183,8.893,9.418
2021-06-30,4465308000,702291000,5020114000,205307447,3.421,0.14,1.132,8.302,8.532
2021-03-31,3544597000,430507000,4728792000,211218956,2.038,0.091,0.376,1.298,1.288
2020-12-31,2601245000,196950000,4345164000,210914264,0.934,0.045,0.107,0.592,0.619
2020-09-30,2330832000,100143000,4201183000,210366497,0.476,0.024,-0.078,-0.337,-0.32
2020-06-30,2094305000,75496000,4145250000,210364813,0.359,0.018,-0.244,-0.611,-0.594
2020-03-31,2575100000,187340000,4113526000,210338959,0.891,0.046,,,
2019-12-31,2350196000,123719000,4075834000,214502639,0.577,0.03,,,
2019-09-30,2526845000,151048000,4056641000,215740572,0.7,0.037,,,
2019-06-30,2770515000,194302000,4064490000,219797547,0.884,0.048,,,
2021-12-31,18408850000,3214066000,6304641000,194997922,16.483,0.51,0.917,4.835,5.311
2020-12-31,9601482000,550822000,4345164000,210914264,2.612,0.127,-0.083,-0.179,-0.165
2019-12-31,10464991000,671103000,4075834000,214502639,3.129,0.165,-0.115,-0.467,-0.44
2018-12-31,11821839000,1258379000,3935071000,225272174,5.586,0.32,,,
