fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3729000000,1111000000,12883000000,2122000000,0.524,0.086,0.174,0.148,0.21
2022-06-30,3773000000,1178000000,13141000000,2158000000,0.546,0.09,0.188,0.004,0.056
2022-03-31,3261000000,859000000,13195000000,2188000000,0.393,0.065,0.239,0.217,-0.577
2021-12-31,3427000000,934000000,13500000000,2202000000,0.424,0.069,0.213,0.229,-0.574
2021-09-30,3175000000,968000000,13172000000,2237000000,0.433,0.073,0.29,0.315,-0.55
2021-06-30,3176000000,1173000000,13434000000,2270000000,0.517,0.087,0.539,1.351,-0.207
2021-03-31,2632000000,706000000,13160000000,761000000,0.928,0.054,-0.02,-0.083,-0.07
2020-12-31,2825000000,760000000,13110000000,763000000,0.996,0.058,-0.021,-0.014,0.001
2020-09-30,2461000000,736000000,12727000000,765000000,0.962,0.058,-0.174,-0.14,-0.112
2020-06-30,2064000000,499000000,12163000000,766000000,0.651,0.041,-0.326,-0.426,-0.397
2020-03-31,2686000000,770000000,11888000000,772000000,0.997,0.065,,,
2019-12-31,2885000000,771000000,11863000000,775000000,0.995,0.065,,,
2019-09-30,2978000000,856000000,11879000000,790000000,1.084,0.072,,,
2019-06-30,3061000000,870000000,12290000000,805000000,1.081,0.071,,,
2021-12-31,12254000000,3781000000,13500000000,2202000000,1.717,0.28,0.24,0.367,-0.526
2020-12-31,9881000000,2765000000,13110000000,763000000,3.624,0.211,-0.126,-0.17,-0.157
2019-12-31,11304000000,3331000000,11863000000,775000000,4.298,0.281,-0.039,0.007,0.078
2018-12-31,11765000000,3309000000,12580000000,830000000,3.987,0.263,,,
