fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1768900000,295300000,6935700000,62100000,4.755,0.043,0.169,0.16,0.165
2022-06-30,1598600000,366500000,6770000000,62400000,5.873,0.054,0.184,0.623,0.623
2022-03-31,1193200000,21400000,6428900000,62400000,0.343,0.003,0.244,-0.672,-0.673
2021-12-31,1448700000,156800000,6535300000,62400000,2.513,0.024,0.256,-0.143,-0.145
2021-09-30,1513000000,254600000,6355900000,62400000,4.08,0.04,0.17,-0.135,-0.137
2021-06-30,1349800000,225800000,6125900000,62400000,3.619,0.037,0.089,0.038,0.036
2021-03-31,958800000,65300000,5923900000,62300000,1.048,0.011,0.031,1.521,1.521
2020-12-31,1153000000,183000000,5890700000,62300000,2.937,0.031,0.08,0.397,0.399
2020-09-30,1292700000,294400000,5756400000,62300000,4.726,0.051,-0.069,0.184,0.188
2020-06-30,1239400000,217600000,5491100000,62300000,3.493,0.04,-0.005,0.148,0.153
2020-03-31,929900000,25900000,5296900000,62300000,0.416,0.005,,,
2019-12-31,1067962000,131000000,5350800000,62400000,2.099,0.024,,,
2019-09-30,1387810000,248600000,5301972000,62510000,3.977,0.047,,,
2019-06-30,1246171000,189500000,5094853000,62563000,3.029,0.037,,,
2021-12-31,5293000000,702500000,6535300000,62400000,11.258,0.107,0.13,-0.026,-0.027
2020-12-31,4684800000,721000000,5890700000,62300000,11.573,0.122,0.016,0.178,0.18
2019-12-31,4612900000,611900000,5350800000,62400000,9.806,0.114,0.106,0.302,0.304
2018-12-31,4171727000,470000000,4946400000,62515000,7.518,0.095,,,
