fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,18482000000,3069000000,119290000000,339103013,9.05,0.026,0.219,-0.429,-0.437
2022-06-30,14981000000,2927000000,117871000000,341963005,8.559,0.025,-0.103,-0.466,-0.474
2022-03-31,14318000000,3939000000,115239000000,343396311,11.471,0.034,-0.257,-0.424,-0.429
2021-12-31,13854000000,3935000000,109926000000,333573254,11.797,0.036,0.041,-0.127,-0.099
2021-09-30,15161000000,5378000000,106297000000,334792980,16.064,0.051,0.2,0.597,0.642
2021-06-30,16698000000,5486000000,101890000000,337276277,16.266,0.054,0.085,13.708,13.998
2021-03-31,19276000000,6836000000,97664000000,340018220,20.105,0.07,0.583,4.636,4.699
2020-12-31,13304000000,4506000000,95932000000,344088725,13.095,0.047,-0.037,1.351,1.373
2020-09-30,12629000000,3367000000,92650000000,344070790,9.786,0.036,-0.011,0.794,0.864
2020-06-30,15385000000,373000000,90029000000,343935256,1.085,0.004,0.087,-0.846,-0.838
2020-03-31,12180000000,1213000000,92379000000,343856654,3.528,0.013,,,
2019-12-31,13812000000,1917000000,90265000000,347343184,5.519,0.021,,,
2019-09-30,12774000000,1877000000,92012000000,357509026,5.25,0.02,,,
2019-06-30,14150000000,2421000000,90892000000,360539618,6.715,0.027,,,
2021-12-31,64989000000,21635000000,109926000000,333573254,64.858,0.197,0.215,1.287,1.359
2020-12-31,53498000000,9459000000,95932000000,344088725,27.49,0.099,-0.008,0.117,0.128
2019-12-31,53922000000,8466000000,90265000000,347343184,24.374,0.094,0.027,-0.191,-0.143
2018-12-31,52528000000,10459000000,90185000000,367741973,28.441,0.116,,,
