fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3896000000,490000000,5517000000,357900000,1.369,0.089,-0.102,-0.294,-0.285
2022-06-30,3520000000,51000000,5590000000,357900000,0.142,0.009,-0.093,-0.95,-0.949
2022-03-31,4207000000,570000000,6150000000,359200000,1.587,0.093,0.102,0.25,0.265
2021-12-31,5491000000,1086000000,6218000000,360600000,3.012,0.175,0.142,0.244,0.252
2021-09-30,4339000000,694000000,6081000000,362200000,1.916,0.114,0.235,0.327,0.327
2021-06-30,3883000000,1011000000,6057000000,362900000,2.786,0.167,0.598,3.188,3.174
2021-03-31,3818000000,456000000,5528000000,363600000,1.254,0.082,0.151,77.0,76.289
2020-12-31,4810000000,873000000,5421000000,363000000,2.405,0.161,-0.073,0.567,0.555
2020-09-30,3514000000,523000000,4452000000,362100000,1.444,0.117,-0.091,-0.121,-0.123
2020-06-30,2430000000,-462000000,3935000000,360600000,-1.281,-0.117,-0.323,-3.943,-3.954
2020-03-31,3318000000,-6000000,4329000000,360200000,-0.017,-0.001,,,
2019-12-31,5189000000,557000000,4574000000,360200000,1.546,0.122,,,
2019-09-30,3864000000,595000000,4530000000,361400000,1.646,0.131,,,
2019-06-30,3590000000,157000000,4386000000,362000000,0.434,0.036,,,
2022-06-30,17552000000,2401000000,5590000000,357900000,6.709,0.43,0.097,-0.161,-0.15
2021-06-30,16007000000,2863000000,6057000000,362900000,7.889,0.473,0.13,3.186,3.159
2020-06-30,14164000000,684000000,3935000000,360600000,1.897,0.174,-0.045,-0.617,-0.615
2019-06-30,14830000000,1785000000,4386000000,362000000,4.931,0.407,,,
