fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3056000000,150000000,3611000000,135258887,1.109,0.042,-0.039,-0.074,-0.048
2022-06-30,3021000000,160000000,3594000000,136439560,1.173,0.045,0.02,0.026,0.051
2022-03-31,3172000000,181000000,3592000000,137708809,1.314,0.05,0.087,0.09,0.119
2021-12-31,3324772000,147233000,3425000000,137145558,1.074,0.043,0.05,0.032,0.072
2021-09-30,3179083000,162000000,3457989000,139129543,1.164,0.047,0.124,0.143,0.171
2021-06-30,2960847000,156000000,3360266000,139780841,1.116,0.046,0.769,15.448,15.723
2021-03-31,2918476000,166000000,3358168000,141310113,1.175,0.049,0.205,0.274,0.284
2020-12-31,3167297000,142633000,3348172000,142462571,1.001,0.043,0.109,-0.569,-0.566
2020-09-30,2829035000,141697000,3155273000,142456318,0.995,0.045,0.133,0.008,0.035
2020-06-30,1673913000,-10797000,2991087000,142438127,-0.076,-0.004,-0.313,-1.094,-1.098
2020-03-31,2421059000,130261000,2974577000,142433360,0.915,0.044,,,
2019-12-31,2855710000,330609000,2998044000,143353459,2.306,0.11,,,
2019-09-30,2496394000,140557000,2829528000,146254864,0.961,0.05,,,
2019-06-30,2435042000,114532000,2827277000,147823846,0.775,0.041,,,
2021-12-31,12383178000,631232000,3425000000,137145558,4.603,0.184,0.229,0.563,0.624
2020-12-31,10079860000,403794000,3348172000,142462571,2.834,0.121,-0.01,-0.419,-0.415
2019-12-31,10185178000,694734000,2998044000,143353459,4.846,0.232,-0.229,0.296,0.369
2018-12-31,13201995000,535881000,2961332000,151401668,3.539,0.181,,,
