fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1811600000,394800000,11030400000,208415673,1.894,0.036,0.06,-0.002,-0.006
2022-06-30,1809800000,396200000,11069700000,208386524,1.901,0.036,0.089,0.076,0.076
2022-03-31,1757800000,389300000,11409800000,208379813,1.868,0.034,0.054,0.038,0.037
2021-12-31,1425300000,406400000,12016800000,207761875,1.956,0.034,-0.053,0.687,0.691
2021-09-30,1709200000,395700000,11898800000,207661247,1.906,0.033,0.111,0.344,0.347
2021-06-30,1661700000,368100000,11823000000,208394779,1.766,0.031,0.11,0.175,0.173
2021-03-31,1668300000,375100000,11457900000,208140239,1.802,0.033,0.069,0.04,0.04
2020-12-31,1504900000,240900000,11688300000,208289178,1.157,0.021,0.062,-0.351,-0.346
2020-09-30,1538100000,294500000,11579100000,208121233,1.415,0.025,-0.033,-0.234,-0.22
2020-06-30,1496700000,313300000,11382200000,208092630,1.506,0.028,-0.037,-0.195,-0.169
2020-03-31,1561100000,360600000,10879700000,208052036,1.733,0.033,,,
2019-12-31,1416800000,371100000,11091000000,209709046,1.77,0.033,,,
2019-09-30,1591400000,384600000,10811300000,211881616,1.815,0.036,,,
2019-06-30,1553500000,389400000,10805500000,214890746,1.812,0.036,,,
2021-12-31,6464500000,1545300000,12016800000,207761875,7.438,0.129,0.06,0.278,0.281
2020-12-31,6100800000,1209300000,11688300000,208289178,5.806,0.103,0.005,-0.19,-0.184
2019-12-31,6073100000,1492200000,11091000000,209709046,7.116,0.135,0.019,-0.041,0.001
2018-12-31,5960200000,1556400000,10508300000,219012050,7.106,0.148,,,
