fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,11063000000,2825000000,22805000000,4325000000,0.653,0.124,0.102,0.143,0.141
2022-06-30,11325000000,1905000000,23005000000,4331000000,0.44,0.083,0.118,-0.279,-0.282
2022-03-31,10491000000,2781000000,24845000000,4332000000,0.642,0.112,0.163,0.239,0.232
2021-12-31,9464000000,2414000000,22999000000,4321000000,0.559,0.105,0.099,0.658,0.65
2021-09-30,10042000000,2471000000,22179000000,4318000000,0.572,0.111,0.161,0.423,0.415
2021-06-30,10129000000,2641000000,22249000000,4313000000,0.612,0.119,0.417,0.485,0.478
2021-03-31,9020000000,2245000000,20355000000,4307000000,0.521,0.11,0.049,-0.191,-0.194
2020-12-31,8611000000,1456000000,19299000000,4301000000,0.339,0.075,-0.05,-0.287,-0.29
2020-09-30,8652000000,1737000000,18607000000,4296000000,0.404,0.093,-0.09,-0.33,-0.333
2020-06-30,7150000000,1779000000,17484000000,4295000000,0.414,0.102,-0.285,-0.318,-0.322
2020-03-31,8601000000,2775000000,18158000000,4289000000,0.647,0.153,,,
2019-12-31,9068000000,2042000000,18981000000,4285000000,0.477,0.108,,,
2019-09-30,9507000000,2593000000,18713000000,4280000000,0.606,0.139,,,
2019-06-30,9997000000,2607000000,18181000000,4269000000,0.611,0.143,,,
2021-12-31,38655000000,9771000000,22999000000,4321000000,2.261,0.425,0.171,0.261,0.255
2020-12-31,33014000000,7747000000,19299000000,4301000000,1.801,0.401,-0.114,-0.132,-0.135
2019-12-31,37266000000,8920000000,18981000000,4285000000,2.082,0.47,0.086,0.386,4.512
2018-12-31,34300000000,6434000000,16981000000,17035987226,0.378,0.379,,,
