fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2306000000,452000000,10201000000,258500000,1.749,0.044,0.273,0.064,0.06
2022-06-30,1726000000,207000000,9880000000,258400000,0.801,0.021,0.173,0.0,-0.005
2022-03-31,1879000000,252000000,9806000000,258200000,0.976,0.026,0.2,0.082,0.07
2021-12-31,1545000000,125000000,9700000000,257700000,0.485,0.013,0.163,0.087,0.068
2021-09-30,1811000000,425000000,9685000000,257600000,1.65,0.044,0.112,0.158,0.111
2021-06-30,1472000000,207000000,9353000000,257100000,0.805,0.022,0.053,-0.148,-0.181
2021-03-31,1566000000,233000000,9148000000,255500000,0.912,0.025,0.088,0.596,0.542
2020-12-31,1328000000,115000000,8938000000,253300000,0.454,0.013,-0.005,0.211,0.177
2020-09-30,1628000000,367000000,8489000000,247200000,1.485,0.043,-0.007,0.008,0.003
2020-06-30,1398000000,243000000,8227000000,247100000,0.983,0.03,0.014,0.358,0.35
2020-03-31,1440000000,146000000,8085000000,246900000,0.591,0.018,,,
2019-12-31,1335000000,95000000,8059000000,246200000,0.386,0.012,,,
2019-09-30,1640000000,364000000,8062000000,246000000,1.48,0.045,,,
2019-06-30,1379000000,179000000,7791000000,245800000,0.728,0.023,,,
2021-12-31,6394000000,990000000,9700000000,257700000,3.842,0.102,0.104,0.137,0.117
2020-12-31,5794000000,871000000,8938000000,253300000,3.439,0.097,-0.02,0.052,0.022
2019-12-31,5910000000,828000000,8059000000,246200000,3.363,0.103,-0.061,0.016,0.009
2018-12-31,6291000000,815000000,7631000000,244500000,3.333,0.107,,,
