fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1382200000,121000000,3188200000,126224000,0.959,0.038,0.158,-0.242,-0.23
2022-06-30,1452300000,134200000,3108500000,126204000,1.063,0.043,0.169,-0.339,-0.323
2022-03-31,1350800000,207400000,3059100000,126064000,1.645,0.068,0.13,0.136,0.167
2021-12-31,1413600000,193100000,3124300000,126600000,1.525,0.062,0.227,2.901,3.0
2021-09-30,1194000000,159700000,3031400000,128313000,1.245,0.053,0.101,0.434,0.451
2021-06-30,1242000000,202900000,3110700000,129090000,1.572,0.065,0.075,0.1,0.106
2021-03-31,1195600000,182600000,3008600000,129484000,1.41,0.061,-0.044,-0.114,-0.114
2020-12-31,1152200000,49500000,2961800000,129800000,0.381,0.017,-0.038,16.469,16.457
2020-09-30,1084600000,111400000,2944500000,129888000,0.858,0.038,0.069,0.232,0.237
2020-06-30,1155300000,184400000,2822200000,129725000,1.421,0.065,-0.042,0.057,0.068
2020-03-31,1250000000,206200000,2675400000,129527000,1.592,0.077,,,
2019-12-31,1197300000,-3200000,2532300000,129700000,-0.025,-0.001,,,
2019-09-30,1014300000,90400000,2649200000,130390000,0.693,0.034,,,
2019-06-30,1206100000,174500000,2763600000,131098000,1.331,0.063,,,
2021-12-31,5045200000,736500000,3124300000,126600000,5.818,0.236,0.087,0.335,0.369
2020-12-31,4642100000,551500000,2961800000,129800000,4.249,0.186,0.007,0.155,0.154
2019-12-31,4609800000,477400000,2532300000,129700000,3.681,0.189,-0.025,-0.049,-0.02
2018-12-31,4727800000,502100000,3121100000,133700000,3.755,0.161,,,
